node_id_a	node_id_b
9606.ENSP00000193322	10376.BALF1_EBVB9
9606.ENSP00000262483	10376.BNL2B_EBVB9
9606.ENSP00000260385	10376.EAR_EBVB9
9606.ENSP00000233838	10376.EAR_EBVB9
9606.ENSP00000233838	10376.BNL2A_EBVB9
9606.ENSP00000233838	10376.UL92_EBVB9
9606.ENSP00000157812	10376.Q2MG95_EBVB9
9606.ENSP00000157812	10376.UL92_EBVB9
9606.ENSP00000157812	10376.MTP_EBVB9
9606.ENSP00000157812	10376.LMP2_EBVB9
9606.ENSP00000157812	10376.Q2MG97_EBVB9
9606.ENSP00000157812	10376.BALF1_EBVB9
9606.ENSP00000157812	10376.BTRF1_EBVB9
9606.ENSP00000353224	10376.Q2MG95_EBVB9
9606.ENSP00000353224	10376.BALF1_EBVB9
9606.ENSP00000353224	10376.BNL2A_EBVB9
9606.ENSP00000353224	10376.UL92_EBVB9
9606.ENSP00000374565	10376.GB_EBVB9
9606.ENSP00000346402	10376.UL95_EBVB9
9606.ENSP00000200135	10376.BNL2A_EBVB9
9606.ENSP00000352288	10376.BALF1_EBVB9
9606.ENSP00000352288	10376.LMP2_EBVB9
9606.ENSP00000352288	10376.BNL2B_EBVB9
9606.ENSP00000352288	10376.BNL2A_EBVB9
9606.ENSP00000363763	10376.BALF1_EBVB9
9606.ENSP00000346402	10376.UL92_EBVB9
9606.ENSP00000346402	10376.BDLF2_EBVB9
9606.ENSP00000338814	10376.EBNA5_EBVB9
9606.ENSP00000338814	10376.MTP_EBVB9
9606.ENSP00000338814	10376.Q2MG95_EBVB9
9606.ENSP00000404705	10376.BDLF2_EBVB9
9606.ENSP00000367064	10376.LMP2_EBVB9
10376.GM_EBVB9	9606.ENSP00000263273
9606.ENSP00000304669	10376.BALF1_EBVB9
9606.ENSP00000304669	10376.UL92_EBVB9
9606.ENSP00000311405	10376.BNL2A_EBVB9
9606.ENSP00000311405	10376.BALF1_EBVB9
9606.ENSP00000264638	10376.BNL2A_EBVB9
9606.ENSP00000264638	10376.EAR_EBVB9
9606.ENSP00000264638	10376.UL92_EBVB9
9606.ENSP00000381237	10376.BNL2A_EBVB9
9606.ENSP00000356265	10376.UL92_EBVB9
9606.ENSP00000313881	10376.GB_EBVB9
9606.ENSP00000429301	10376.TEG7_EBVB9
9606.ENSP00000311245	10376.BNL2A_EBVB9
9606.ENSP00000429301	10376.UL92_EBVB9
9606.ENSP00000311245	10376.EAR_EBVB9
9606.ENSP00000311245	10376.Q2MG95_EBVB9
9606.ENSP00000429301	10376.BALF1_EBVB9
9606.ENSP00000311245	10376.TEG7_EBVB9
9606.ENSP00000311245	10376.UL92_EBVB9
9606.ENSP00000429301	10376.BNL2A_EBVB9
9606.ENSP00000429301	10376.EAR_EBVB9
9606.ENSP00000429301	10376.Q2MG95_EBVB9
9606.ENSP00000251527	10376.EAR_EBVB9
9606.ENSP00000251527	10376.BNL2A_EBVB9
9606.ENSP00000309430	10376.UL92_EBVB9
9606.ENSP00000323929	10376.BNL2A_EBVB9
9606.ENSP00000323929	10376.BNL2B_EBVB9
9606.ENSP00000323929	10376.TEG7_EBVB9
9606.ENSP00000323929	10376.Q2MG96_EBVB9
9606.ENSP00000324422	10376.Q2MG95_EBVB9
9606.ENSP00000233712	10376.EAR_EBVB9
9606.ENSP00000247668	10376.GB_EBVB9
9606.ENSP00000247668	10376.BRRF1_EBVB9
9606.ENSP00000247668	10376.LMP1_EBVB9
9606.ENSP00000349016	10376.BTRF1_EBVB9
9606.ENSP00000349016	10376.UL92_EBVB9
9606.ENSP00000349016	10376.UL95_EBVB9
9606.ENSP00000349016	10376.MTP_EBVB9
9606.ENSP00000349016	10376.Q2MG95_EBVB9
9606.ENSP00000347872	10376.BNL2A_EBVB9
9606.ENSP00000308695	10376.EAR_EBVB9
9606.ENSP00000403397	10376.TEG7_EBVB9
9606.ENSP00000264832	10376.UL92_EBVB9
9606.ENSP00000366244	10376.UL92_EBVB9
9606.ENSP00000341826	10376.EBNA5_EBVB9
9606.ENSP00000262374	10376.UL92_EBVB9
9606.ENSP00000376162	10376.VGP8_EBVB9
9606.ENSP00000376162	10376.UL34_EBVB9
9606.ENSP00000376162	10376.UL31_EBVB9
9606.ENSP00000376162	10376.VMEM_EBVB9
9606.ENSP00000350896	10376.BALF1_EBVB9
9606.ENSP00000351132	10376.EAR_EBVB9
9606.ENSP00000351132	10376.Q2MG95_EBVB9
9606.ENSP00000351132	10376.BNL2A_EBVB9
9606.ENSP00000351503	10376.EBNA1_EBVB9
9606.ENSP00000414202	10376.UL92_EBVB9
9606.ENSP00000414202	10376.Q2MG95_EBVB9
9606.ENSP00000414202	10376.BTRF1_EBVB9
9606.ENSP00000414202	10376.Q2MG97_EBVB9
9606.ENSP00000293362	10376.EBNA4_EBVB9
9606.ENSP00000293362	10376.ICP27_EBVB9
9606.ENSP00000293362	10376.LMP2_EBVB9
9606.ENSP00000237596	10376.BNL2A_EBVB9
9606.ENSP00000285419	10376.UL92_EBVB9
9606.ENSP00000285419	10376.BALF1_EBVB9
9606.ENSP00000285419	10376.TEG7_EBVB9
9606.ENSP00000285419	10376.BNL2A_EBVB9
9606.ENSP00000261973	10376.Q2MG97_EBVB9
9606.ENSP00000344424	10376.BALF1_EBVB9
9606.ENSP00000320866	10376.BNL2A_EBVB9
9606.ENSP00000320866	10376.BALF1_EBVB9
10376.DUT_EBVB9	9606.ENSP00000416097
