sc4955	ce16713	74.000000
sc4955	ce15473	64.000000
sc4955	ce17122	49.000000
sc4955	ce14684	70.000000
sc4955	ce16517	65.000000
sc4955	ce16182	72.000000
sc4955	ce13449	60.000000
sc4955	ce17241	84.000000
sc4955	ce17063	79.000000
sc4955	ce16627	64.000000
sc4955	ce10562	57.000000
sc4955	ce15708	95.000000
sc4955	ce16827	54.000000
sc4955	ce17146	82.000000
sc4952	ce16806	136.500000
sc4950	ce15573	199.000000
sc4950	ce14333	74.000000
sc4951	ce16037	106.000000
sc1957	ce1135	54.500000
sc2205	ce1135	57.000000
sc775	ce1135	54.000000
sc1684	ce1135	50.000000
sc3045	ce1135	65.000000
sc2249	ce1135	68.000000
sc157	ce1135	364.000000
sc3012	ce1135	58.000000
sc1031	ce1135	53.000000
sc1548	ce1135	48.000000
sc2099	ce1135	58.000000
sc1977	ce1135	68.000000
sc4959	ce15765	165.500000
sc3829	ce10515	218.000000
sc3267	ce10515	222.000000
sc2159	ce10515	171.000000
sc3792	ce10515	219.000000
sc1939	ce10515	278.500000
sc1910	ce10515	176.000000
sc1152	ce10515	274.000000
sc3768	ce10515	327.000000
sc1218	ce10515	271.500000
sc1612	ce10515	159.000000
sc3195	ce10515	221.000000
sc3274	ce10515	208.000000
sc3855	ce10516	52.000000
sc4128	ce10516	51.000000
sc3628	ce10510	148.000000
sc5514	ce10512	128.000000
sc183	ce10513	49.000000
sc59	ce10513	49.000000
sc5450	ce19636	47.000000
sc6332	ce19636	50.000000
sc5524	ce19636	45.000000
sc6499	ce19636	44.000000
sc6499	ce19637	46.000000
sc447	ce194	57.000000
sc447	ce546	64.000000
sc447	ce2502	49.000000
sc447	ce7688	47.000000
sc447	ce113	65.000000
sc447	ce379	52.000000
sc447	ce42	55.000000
sc447	ce1973	56.000000
sc3947	ce12914	80.000000
sc4116	ce12914	51.000000
sc4238	ce12914	69.000000
sc4312	ce12914	73.000000
sc652	ce12914	67.500000
sc3929	ce12914	74.000000
sc3640	ce12914	52.000000
sc4209	ce12914	82.500000
sc48	ce12915	63.000000
sc579	ce12915	48.000000
sc59	ce12915	57.000000
sc2417	ce12910	59.000000
sc444	ce627	57.000000
sc444	ce823	53.000000
sc444	ce3291	164.500000
sc444	ce562	54.000000
sc444	ce561	51.000000
sc444	ce564	53.000000
sc444	ce604	52.000000
sc444	ce2476	131.000000
sc444	ce2546	48.000000
sc444	ce323	49.000000
sc444	ce567	56.000000
sc444	ce331	50.000000
sc444	ce236	90.500000
sc444	ce535	59.000000
sc444	ce3294	147.000000
sc444	ce3182	55.000000
sc444	ce559	51.000000
sc444	ce558	53.000000
sc444	ce525	51.000000
sc444	ce529	48.000000
sc4895	ce16113	70.000000
sc4865	ce16113	65.000000
sc4878	ce16111	132.500000
sc4934	ce16117	102.000000
sc4850	ce16117	47.000000
sc4621	ce16117	48.000000
sc4925	ce16117	87.000000
sc4763	ce16117	51.000000
sc4857	ce16117	105.000000
sc4604	ce16117	45.000000
sc4646	ce16117	47.000000
sc4676	ce16117	56.000000
sc5027	ce16117	299.000000
sc5026	ce16117	301.000000
sc5009	ce16117	207.000000
sc5006	ce16117	202.500000
sc4737	ce16117	48.500000
sc4498	ce16117	47.000000
sc3940	ce17241	88.000000
sc5287	ce17241	145.000000
sc5262	ce17241	109.000000
sc4343	ce17241	73.000000
sc5106	ce17241	126.000000
sc4648	ce17241	92.500000
sc5483	ce17241	55.500000
sc5348	ce17241	256.000000
sc5352	ce17241	257.000000
sc4998	ce17241	73.000000
sc5238	ce17241	100.000000
sc5171	ce17241	114.000000
sc4683	ce17241	139.500000
sc5433	ce17242	139.000000
sc481	ce3126	48.000000
sc1989	ce3120	62.000000
sc551	ce3120	62.000000
sc1263	ce3123	346.500000
sc1544	ce3123	96.500000
sc2579	ce2658	50.000000
sc1913	ce2658	212.500000
sc4376	ce2658	46.000000
sc6210	ce2658	62.000000
sc4797	ce2658	60.500000
sc5004	ce2658	48.000000
sc6253	ce2658	64.500000
sc845	ce2655	236.500000
sc1403	ce2655	96.000000
sc490	ce2655	55.500000
sc364	ce2655	83.000000
sc2719	ce2655	54.500000
sc788	ce2655	97.000000
sc996	ce2655	256.000000
sc1290	ce2655	51.000000
sc2549	ce2655	61.000000
sc639	ce2651	90.000000
sc1104	ce2651	84.000000
sc678	ce1339	60.000000
sc2613	ce1339	55.000000
sc585	ce1339	341.500000
sc2019	ce1339	50.500000
sc3309	ce1339	52.000000
sc792	ce1339	48.000000
sc610	ce1339	59.500000
sc3877	ce1339	54.500000
sc3741	ce1339	47.000000
sc2834	ce1339	49.000000
sc3705	ce1339	75.000000
sc2495	ce1339	65.000000
sc588	ce1339	60.000000
sc1134	ce1339	51.000000
sc1138	ce1339	74.500000
sc2151	ce1339	75.000000
sc898	ce1339	81.000000
sc279	ce1339	64.500000
sc2501	ce1339	61.000000
sc2577	ce1339	51.000000
sc2846	ce1339	51.000000
sc851	ce1339	75.500000
sc1429	ce1339	62.000000
sc944	ce1339	58.000000
sc2003	ce1183	52.000000
sc2003	ce1260	48.000000
sc2000	ce3704	48.000000
sc2000	ce535	49.000000
sc2000	ce604	56.000000
