qseqid	sseqid	ppos
337041.VE1_HPV16	9606.ENSP00000157812	45.0
337041.VE1_HPV16	9606.ENSP00000216455	52.0
337041.VE1_HPV16	9606.ENSP00000293362	48.98
337041.VE1_HPV16	9606.ENSP00000347733	37.84
337041.VE1_HPV16	9606.ENSP00000368030	66.67
337041.VE1_HPV16	9606.ENSP00000401802	43.48
337041.VE1_HPV16	9606.ENSP00000408108	54.84
337041.VE1_HPV16	9606.ENSP00000429084	50.0
337041.VE2_HPV16	10359.VICA_HCMVM	48.72
337041.VE5_HPV16	10359.PP71_HCMVM	71.43
337041.VE5_HPV16	9606.ENSP00000261769	100.0
337041.VE5_HPV16	9606.ENSP00000267163	48.48
337041.VE6_HPV16	9606.ENSP00000268058	63.64
337041.VE6_HPV16	9606.ENSP00000343701	100.0
337041.VE6_HPV16	9606.ENSP00000345216	44.12
337041.VE6_HPV16	9606.ENSP00000345731	54.84
337041.VE6_HPV16	9606.ENSP00000348349	42.86
337041.VE6_HPV16	9606.ENSP00000369538	44.44
337041.VE6_HPV16	9606.ENSP00000404833	56.52
337041.VE7_HPV16	9606.ENSP00000216832	41.18
337041.VE7_HPV16	9606.ENSP00000301764	51.22
337041.VE7_HPV16	9606.ENSP00000311997	40.23
337041.VE7_HPV16	9606.ENSP00000313007	54.17
337041.VE7_HPV16	9606.ENSP00000343535	58.82
337041.VE7_HPV16	9606.ENSP00000347733	56.25
337041.VE7_HPV16	9606.ENSP00000362824	44.44
337041.VE7_HPV16	9606.ENSP00000371003	64.29
337041.VE7_HPV16	9606.ENSP00000371341	68.75
337041.VL1_HPV16	9606.ENSP00000217244	58.97
337041.VL1_HPV16	9606.ENSP00000276297	56.0
337041.VL1_HPV16	9606.ENSP00000344818	55.17
337041.VL1_HPV16	9606.ENSP00000357113	42.59
337041.VL1_HPV16	9606.ENSP00000365025	41.89
337041.VL2_HPV16	9606.ENSP00000157812	37.88
337041.VL2_HPV16	9606.ENSP00000217244	45.0
337041.VL2_HPV16	9606.ENSP00000261769	41.67
337041.VL2_HPV16	9606.ENSP00000276297	59.26
337041.VL2_HPV16	9606.ENSP00000324173	56.52
337041.VL2_HPV16	9606.ENSP00000346453	45.0
337041.VL2_HPV16	9606.ENSP00000348349	65.0
337041.VL2_HPV16	9606.ENSP00000378350	43.18
337041.VL2_HPV16	9606.ENSP00000429084	47.5
9606.ENSP00000012049	10359.VICA_HCMVM	34.29
9606.ENSP00000012049	9606.ENSP00000231524	51.43
9606.ENSP00000012049	9606.ENSP00000266000	75.0
9606.ENSP00000012049	9606.ENSP00000268058	37.76
9606.ENSP00000012049	9606.ENSP00000303992	53.85
9606.ENSP00000012049	9606.ENSP00000339001	62.96
9606.ENSP00000158771	9606.ENSP00000259512	52.5
9606.ENSP00000158771	9606.ENSP00000313007	53.57
9606.ENSP00000162749	10359.UL144_HCMVM	48.28
9606.ENSP00000162749	9606.ENSP00000303992	47.73
9606.ENSP00000162749	9606.ENSP00000337853	56.52
9606.ENSP00000162749	9606.ENSP00000348349	45.65
9606.ENSP00000162749	9606.ENSP00000352928	51.35
9606.ENSP00000162749	9606.ENSP00000362824	68.42
9606.ENSP00000162749	9606.ENSP00000371341	45.61
9606.ENSP00000166345	9606.ENSP00000157812	47.89
9606.ENSP00000166345	9606.ENSP00000276297	59.38
