qseqid	sseqid	bitscore
35305.NSS_BUNL8	11320.RDRP_I34A1	20.4
35305.NSS_BUNL8	9606.ENSP00000319690	20.4
35305.NSS_BUNL8	9606.ENSP00000343129	20.0
9606.ENSP00000216181	11320.NEP_I34A1	26.2
9606.ENSP00000216181	9606.ENSP00000216181	3961.0
9606.ENSP00000216181	9606.ENSP00000222399	29.3
9606.ENSP00000216181	9606.ENSP00000262269	2369.0
9606.ENSP00000216181	9606.ENSP00000264982	33.9
9606.ENSP00000216181	9606.ENSP00000269243	3007.0
9606.ENSP00000216181	9606.ENSP00000271657	25.8
9606.ENSP00000216181	9606.ENSP00000273853	25.8
9606.ENSP00000216181	9606.ENSP00000284049	25.4
9606.ENSP00000216181	9606.ENSP00000300161	25.4
9606.ENSP00000216181	9606.ENSP00000310670	25.8
9606.ENSP00000216181	9606.ENSP00000324422	28.5
9606.ENSP00000216181	9606.ENSP00000327541	28.5
9606.ENSP00000216181	9606.ENSP00000336741	29.6
9606.ENSP00000216181	9606.ENSP00000341838	25.0
9606.ENSP00000216181	9606.ENSP00000342136	27.7
9606.ENSP00000216181	9606.ENSP00000352834	432.0
9606.ENSP00000216181	9606.ENSP00000354360	28.5
9606.ENSP00000216181	9606.ENSP00000354791	28.9
9606.ENSP00000216181	9606.ENSP00000360797	29.3
9606.ENSP00000216181	9606.ENSP00000361927	26.2
9606.ENSP00000216181	9606.ENSP00000365198	27.7
9606.ENSP00000216181	9606.ENSP00000366404	32.7
9606.ENSP00000216181	9606.ENSP00000367207	26.6
9606.ENSP00000216181	9606.ENSP00000370883	27.3
9606.ENSP00000216181	9606.ENSP00000371472	36.2
9606.ENSP00000216181	9606.ENSP00000382271	26.2
9606.ENSP00000216181	9606.ENSP00000397441	30.4
9606.ENSP00000216181	9606.ENSP00000420213	32.7
9606.ENSP00000217182	9606.ENSP00000217182	952.0
9606.ENSP00000217182	9606.ENSP00000299198	23.5
9606.ENSP00000217182	9606.ENSP00000307288	24.6
9606.ENSP00000217182	9606.ENSP00000307940	48.9
9606.ENSP00000217182	9606.ENSP00000330054	887.0
9606.ENSP00000217182	9606.ENSP00000350512	23.1
9606.ENSP00000217426	9606.ENSP00000229319	25.8
9606.ENSP00000217426	9606.ENSP00000251289	23.9
9606.ENSP00000217426	9606.ENSP00000252699	28.1
