qseqid	sseqid	bitscore
337051.VE2_HPV05	9606.ENSP00000244741	24.6
337051.VE2_HPV05	9606.ENSP00000253925	25.4
337051.VE2_HPV05	9606.ENSP00000347581	26.9
337051.VE2_HPV05	9606.ENSP00000349437	25.4
337051.VE2_HPV05	9606.ENSP00000357048	28.1
337051.VE2_HPV05	9606.ENSP00000395650	25.4
337051.VE6_HPV05	10376.BTRF1_EBVB9	26.9
337051.VE6_HPV05	10376.EAR_EBVB9	23.9
337051.VE6_HPV05	9606.ENSP00000245503	23.1
337051.VE6_HPV05	9606.ENSP00000262554	23.1
337051.VE6_HPV05	9606.ENSP00000283033	22.7
337051.VE6_HPV05	9606.ENSP00000285419	23.9
337051.VE7_HPV05	9606.ENSP00000280772	24.3
337051.VE7_HPV05	9606.ENSP00000340237	22.3
337051.VE7_HPV05	9606.ENSP00000364847	21.9
337051.VE7_HPV05	9606.ENSP00000401514	21.9
9606.ENSP00000005226	10376.LTP_EBVB9	27.3
9606.ENSP00000005226	9606.ENSP00000005340	38.9
9606.ENSP00000005226	9606.ENSP00000238256	26.2
9606.ENSP00000005226	9606.ENSP00000253754	35.4
9606.ENSP00000005226	9606.ENSP00000253925	28.1
9606.ENSP00000005226	9606.ENSP00000260130	38.1
9606.ENSP00000005226	9606.ENSP00000263925	45.1
9606.ENSP00000005226	9606.ENSP00000280772	27.7
9606.ENSP00000005226	9606.ENSP00000283033	26.9
9606.ENSP00000005226	9606.ENSP00000285419	28.5
9606.ENSP00000005226	9606.ENSP00000296043	52.4
9606.ENSP00000005226	9606.ENSP00000296388	25.8
9606.ENSP00000005226	9606.ENSP00000321746	41.6
9606.ENSP00000005226	9606.ENSP00000342935	33.9
9606.ENSP00000005226	9606.ENSP00000345731	68.2
9606.ENSP00000005226	9606.ENSP00000348099	48.5
9606.ENSP00000005226	9606.ENSP00000360635	26.9
9606.ENSP00000005226	9606.ENSP00000364361	26.6
9606.ENSP00000005226	9606.ENSP00000377502	25.4
9606.ENSP00000005226	9606.ENSP00000380444	26.9
9606.ENSP00000005226	9606.ENSP00000392057	30.8
9606.ENSP00000005226	9606.ENSP00000404220	25.8
