qseqid	sseqid	ppos
35305.NSS_BUNL8	9606.ENSP00000309572	60.0
35305.NSS_BUNL8	9606.ENSP00000339030	46.43
35305.NSS_BUNL8	9606.ENSP00000349252	51.16
35305.NSS_BUNL8	9606.ENSP00000359489	70.37
35305.NSS_BUNL8	9606.ENSP00000367545	55.56
9606.ENSP00000216181	9606.ENSP00000216181	100.0
9606.ENSP00000216181	9606.ENSP00000217971	62.96
9606.ENSP00000216181	9606.ENSP00000225726	44.0
9606.ENSP00000216181	9606.ENSP00000251047	44.17
9606.ENSP00000216181	9606.ENSP00000251496	46.24
9606.ENSP00000216181	9606.ENSP00000252455	59.34
9606.ENSP00000216181	9606.ENSP00000260665	41.33
9606.ENSP00000216181	9606.ENSP00000261366	73.33
9606.ENSP00000216181	9606.ENSP00000261464	40.5
9606.ENSP00000216181	9606.ENSP00000262633	64.0
9606.ENSP00000216181	9606.ENSP00000264718	57.14
9606.ENSP00000216181	9606.ENSP00000296255	54.43
9606.ENSP00000216181	9606.ENSP00000317891	52.78
9606.ENSP00000216181	9606.ENSP00000320543	59.52
9606.ENSP00000216181	9606.ENSP00000323300	45.61
9606.ENSP00000216181	9606.ENSP00000326841	41.71
9606.ENSP00000216181	9606.ENSP00000328494	52.27
9606.ENSP00000216181	9606.ENSP00000336741	50.0
9606.ENSP00000216181	9606.ENSP00000341382	47.37
9606.ENSP00000216181	9606.ENSP00000348577	46.84
9606.ENSP00000216181	9606.ENSP00000354720	53.02
9606.ENSP00000216181	9606.ENSP00000362751	63.46
9606.ENSP00000216181	9606.ENSP00000363095	47.56
9606.ENSP00000216181	9606.ENSP00000363232	46.34
9606.ENSP00000216181	9606.ENSP00000369218	55.32
9606.ENSP00000216181	9606.ENSP00000378307	60.38
9606.ENSP00000216181	9606.ENSP00000378368	48.59
9606.ENSP00000217182	9606.ENSP00000253039	48.18
9606.ENSP00000217182	9606.ENSP00000290573	48.57
9606.ENSP00000217182	9606.ENSP00000307288	52.17
9606.ENSP00000217182	9606.ENSP00000322439	46.65
9606.ENSP00000217182	9606.ENSP00000330054	96.53
9606.ENSP00000217182	9606.ENSP00000334373	65.52
9606.ENSP00000217182	9606.ENSP00000354125	43.48
