qseqid	sseqid	pident
10407.DPOL_HBVCJ	9606.ENSP00000343701	22.43
10407.HBEAG_HBVCJ	10359.VIE1_HCMVM	21.053
10407.HBEAG_HBVCJ	9606.ENSP00000228284	30.951999999999998
10407.HBEAG_HBVCJ	9606.ENSP00000276297	25.805999999999997
10407.HBEAG_HBVCJ	9606.ENSP00000290541	52.174
10407.HBEAG_HBVCJ	9606.ENSP00000311997	30.769000000000002
10407.HBEAG_HBVCJ	9606.ENSP00000345731	31.111
10407.HBEAG_HBVCJ	9606.ENSP00000362824	45.455
10407.HBEAG_HBVCJ	9606.ENSP00000371003	30.555999999999997
10407.HBEAG_HBVCJ	9606.ENSP00000429084	28.358
10407.X_HBVCJ	10359.UL97_HCMVM	31.746
10407.X_HBVCJ	9606.ENSP00000317232	25.714000000000002
10407.X_HBVCJ	9606.ENSP00000347733	34.043
10407.X_HBVCJ	9606.ENSP00000357113	60.0
10407.X_HBVCJ	9606.ENSP00000429084	50.0
9606.ENSP00000215587	10359.UL35_HCMVM	41.667
9606.ENSP00000215587	9606.ENSP00000231524	30.357
9606.ENSP00000215587	9606.ENSP00000261769	34.286
9606.ENSP00000215587	9606.ENSP00000297268	26.829
9606.ENSP00000215587	9606.ENSP00000345216	26.923000000000002
9606.ENSP00000215587	9606.ENSP00000357113	34.211
9606.ENSP00000215587	9606.ENSP00000374212	39.286
9606.ENSP00000215587	9606.ENSP00000397552	32.394
9606.ENSP00000215587	9606.ENSP00000401802	27.026999999999997
9606.ENSP00000215587	9606.ENSP00000429084	32.5
9606.ENSP00000238081	9606.ENSP00000231524	35.294000000000004
9606.ENSP00000238081	9606.ENSP00000286091	36.364000000000004
9606.ENSP00000238081	9606.ENSP00000345216	23.684
9606.ENSP00000238081	9606.ENSP00000348349	37.931
9606.ENSP00000238081	9606.ENSP00000374212	25.531999999999996
9606.ENSP00000238081	9606.ENSP00000376176	35.135
9606.ENSP00000238081	9606.ENSP00000378350	40.0
9606.ENSP00000255977	10359.VIE2_HCMVM	36.364000000000004
9606.ENSP00000255977	9606.ENSP00000217244	21.818
9606.ENSP00000255977	9606.ENSP00000231524	30.0
9606.ENSP00000255977	9606.ENSP00000268058	30.0
9606.ENSP00000255977	9606.ENSP00000345731	28.0
9606.ENSP00000255977	9606.ENSP00000357113	42.857
9606.ENSP00000255977	9606.ENSP00000365025	36.364000000000004
9606.ENSP00000255977	9606.ENSP00000374212	37.838
9606.ENSP00000255977	9606.ENSP00000393183	33.929
9606.ENSP00000269305	9606.ENSP00000253792	28.261
9606.ENSP00000269305	9606.ENSP00000310129	34.483000000000004
9606.ENSP00000269305	9606.ENSP00000343023	35.294000000000004
9606.ENSP00000269305	9606.ENSP00000347733	35.714
9606.ENSP00000269305	9606.ENSP00000361202	53.333
9606.ENSP00000269305	9606.ENSP00000393183	30.555999999999997
9606.ENSP00000269305	9606.ENSP00000397552	41.379
9606.ENSP00000270202	10359.UL97_HCMVM	20.134
9606.ENSP00000270202	9606.ENSP00000217244	27.094
9606.ENSP00000270202	9606.ENSP00000228284	50.0
9606.ENSP00000270202	9606.ENSP00000253792	37.143
9606.ENSP00000270202	9606.ENSP00000345216	24.561
9606.ENSP00000270202	9606.ENSP00000346453	24.241999999999997
9606.ENSP00000270202	9606.ENSP00000347733	38.095
9606.ENSP00000270202	9606.ENSP00000371341	27.026999999999997
9606.ENSP00000270202	9606.ENSP00000372023	34.483000000000004
9606.ENSP00000270202	9606.ENSP00000376176	43.478
9606.ENSP00000270202	9606.ENSP00000434614	33.871
9606.ENSP00000274255	9606.ENSP00000297268	30.769000000000002
9606.ENSP00000274255	9606.ENSP00000347733	34.884
9606.ENSP00000274255	9606.ENSP00000351273	40.0
9606.ENSP00000274255	9606.ENSP00000362824	38.889
9606.ENSP00000274255	9606.ENSP00000378350	22.807
9606.ENSP00000301727	10359.ICP27_HCMVM	35.714
9606.ENSP00000301727	9606.ENSP00000224784	32.258
9606.ENSP00000301727	9606.ENSP00000231524	22.078000000000003
9606.ENSP00000301727	9606.ENSP00000261667	34.286
9606.ENSP00000301727	9606.ENSP00000295137	32.258
9606.ENSP00000301727	9606.ENSP00000348349	52.941
9606.ENSP00000301727	9606.ENSP00000358696	25.373
9606.ENSP00000301727	9606.ENSP00000368459	30.769000000000002
9606.ENSP00000301727	9606.ENSP00000371003	26.0
9606.ENSP00000301727	9606.ENSP00000429084	39.474000000000004
9606.ENSP00000301764	10359.PP71_HCMVM	52.941
9606.ENSP00000301764	9606.ENSP00000301764	100.0
9606.ENSP00000301764	9606.ENSP00000324173	43.478
9606.ENSP00000301764	9606.ENSP00000339001	27.083000000000002
9606.ENSP00000301764	9606.ENSP00000358696	44.118
9606.ENSP00000325875	9606.ENSP00000310129	26.531
9606.ENSP00000325875	9606.ENSP00000348349	46.341
9606.ENSP00000325875	9606.ENSP00000394394	30.136999999999997
9606.ENSP00000338018	10359.ICP27_HCMVM	34.375
9606.ENSP00000338018	10359.UL76_HCMVM	27.778000000000002
9606.ENSP00000338018	9606.ENSP00000227752	28.125
9606.ENSP00000338018	9606.ENSP00000276297	35.0
9606.ENSP00000338018	9606.ENSP00000286091	40.741
9606.ENSP00000338018	9606.ENSP00000290349	40.909
9606.ENSP00000338018	9606.ENSP00000348349	23.684
9606.ENSP00000338018	9606.ENSP00000357113	27.273000000000003
9606.ENSP00000338018	9606.ENSP00000387286	42.308
9606.ENSP00000338018	9606.ENSP00000408108	55.556000000000004
9606.ENSP00000349156	9606.ENSP00000217244	23.214000000000002
9606.ENSP00000349156	9606.ENSP00000231524	34.146
9606.ENSP00000349156	9606.ENSP00000301764	41.026
9606.ENSP00000349156	9606.ENSP00000337853	28.44
9606.ENSP00000349156	9606.ENSP00000346453	32.653
9606.ENSP00000349156	9606.ENSP00000347733	38.71
9606.ENSP00000349156	9606.ENSP00000348349	42.308
9606.ENSP00000349156	9606.ENSP00000393183	42.857
9606.ENSP00000354526	9606.ENSP00000276297	38.461999999999996
9606.ENSP00000354526	9606.ENSP00000317232	45.455
