qseqid	sseqid	ppos
63330.C_HENDH	11588.NSS_RVFVZ	84.62
63330.C_HENDH	9606.ENSP00000295688	45.45
63330.C_HENDH	9606.ENSP00000296464	52.17
63330.C_HENDH	9606.ENSP00000316032	46.88
63330.C_HENDH	9606.ENSP00000384144	51.85
63330.C_HENDH	9606.ENSP00000451560	66.67
63330.GLYCP_HENDH	9606.ENSP00000264990	40.24
63330.GLYCP_HENDH	9606.ENSP00000280326	48.0
63330.GLYCP_HENDH	9606.ENSP00000286788	41.94
63330.GLYCP_HENDH	9606.ENSP00000325875	56.41
63330.V_HENDH	9606.ENSP00000264990	47.37
63330.V_HENDH	9606.ENSP00000316032	50.0
63330.V_HENDH	9606.ENSP00000360154	50.0
63330.W_HENDH	9606.ENSP00000302961	75.0
63330.W_HENDH	9606.ENSP00000316032	50.0
63330.W_HENDH	9606.ENSP00000360154	50.0
9606.ENSP00000216336	9606.ENSP00000247207	57.14
9606.ENSP00000216336	9606.ENSP00000265651	90.0
9606.ENSP00000216336	9606.ENSP00000360154	46.23
9606.ENSP00000216336	9606.ENSP00000360286	54.84
9606.ENSP00000225275	9606.ENSP00000265651	47.37
9606.ENSP00000225275	9606.ENSP00000286788	63.64
9606.ENSP00000225275	9606.ENSP00000318687	62.5
9606.ENSP00000225275	9606.ENSP00000335153	51.35
9606.ENSP00000225275	9606.ENSP00000377958	56.0
9606.ENSP00000225275	9606.ENSP00000384144	50.0
9606.ENSP00000225655	9606.ENSP00000247207	52.38
9606.ENSP00000225655	9606.ENSP00000264990	46.97
9606.ENSP00000225655	9606.ENSP00000299300	60.0
9606.ENSP00000225655	9606.ENSP00000301071	37.97
9606.ENSP00000225655	9606.ENSP00000301072	36.71
9606.ENSP00000225655	9606.ENSP00000325875	56.52
9606.ENSP00000225655	9606.ENSP00000335153	56.52
9606.ENSP00000225655	9606.ENSP00000360154	75.0
9606.ENSP00000225655	9606.ENSP00000384144	47.83
9606.ENSP00000229239	9606.ENSP00000296464	68.42
9606.ENSP00000229239	9606.ENSP00000302961	54.55
9606.ENSP00000229239	9606.ENSP00000318687	63.64
9606.ENSP00000229239	9606.ENSP00000335153	71.43
9606.ENSP00000229239	9606.ENSP00000377958	44.0
9606.ENSP00000231751	9606.ENSP00000295688	56.67
9606.ENSP00000231751	9606.ENSP00000299300	38.95
9606.ENSP00000231751	9606.ENSP00000324173	41.79
9606.ENSP00000231751	9606.ENSP00000360286	41.82
9606.ENSP00000231751	9606.ENSP00000377958	45.45
9606.ENSP00000234347	9606.ENSP00000265651	50.0
9606.ENSP00000234347	9606.ENSP00000296464	56.52
9606.ENSP00000234347	9606.ENSP00000356348	63.64
9606.ENSP00000234347	9606.ENSP00000360154	55.17
9606.ENSP00000234347	9606.ENSP00000384144	40.98
9606.ENSP00000238081	9606.ENSP00000302961	60.0
9606.ENSP00000238081	9606.ENSP00000316032	44.44
9606.ENSP00000238081	9606.ENSP00000318687	55.88
9606.ENSP00000244573	9606.ENSP00000280326	48.15
9606.ENSP00000245323	9606.ENSP00000316032	50.0
9606.ENSP00000245323	9606.ENSP00000377958	47.37
9606.ENSP00000245323	9606.ENSP00000384144	40.54
9606.ENSP00000251642	9606.ENSP00000325875	53.85
9606.ENSP00000251968	9606.ENSP00000247207	45.3
9606.ENSP00000257497	9606.ENSP00000247207	58.82
9606.ENSP00000257497	9606.ENSP00000286788	62.96
9606.ENSP00000257497	9606.ENSP00000301072	61.11
9606.ENSP00000257497	9606.ENSP00000302961	57.14
9606.ENSP00000257497	9606.ENSP00000316032	44.12
9606.ENSP00000257497	9606.ENSP00000324173	48.0
9606.ENSP00000257497	9606.ENSP00000325875	52.17
9606.ENSP00000257497	9606.ENSP00000335153	46.84
9606.ENSP00000261267	9606.ENSP00000295688	65.0
9606.ENSP00000261267	9606.ENSP00000377958	52.0
9606.ENSP00000261267	9606.ENSP00000451560	70.59
9606.ENSP00000261667	9606.ENSP00000324173	78.57
9606.ENSP00000261667	9606.ENSP00000360154	81.25
9606.ENSP00000261667	9606.ENSP00000360286	57.89
9606.ENSP00000263621	9606.ENSP00000264990	37.29
9606.ENSP00000263621	9606.ENSP00000301071	51.72
9606.ENSP00000263621	9606.ENSP00000301072	51.72
9606.ENSP00000263621	9606.ENSP00000316032	48.15
9606.ENSP00000263642	9606.ENSP00000264071	47.06
9606.ENSP00000263642	9606.ENSP00000302961	55.0
9606.ENSP00000263642	9606.ENSP00000339001	52.63
9606.ENSP00000263642	9606.ENSP00000341289	47.06
9606.ENSP00000263642	9606.ENSP00000377958	45.45
9606.ENSP00000263642	9606.ENSP00000451560	52.63
9606.ENSP00000264335	9606.ENSP00000264990	47.83
9606.ENSP00000264335	9606.ENSP00000286788	49.15
9606.ENSP00000264335	9606.ENSP00000295688	50.0
9606.ENSP00000264335	9606.ENSP00000316032	46.27
9606.ENSP00000264335	9606.ENSP00000318687	50.0
9606.ENSP00000264335	9606.ENSP00000384144	51.06
9606.ENSP00000267202	9606.ENSP00000299300	46.0
9606.ENSP00000267202	9606.ENSP00000316032	39.68
9606.ENSP00000267202	9606.ENSP00000318687	36.11
