qseqid	sseqid	pident
337041.VE1_HPV16	11269.VP24_MABVM	35.294000000000004
337041.VE2_HPV16	9606.ENSP00000301071	47.059
337041.VE2_HPV16	9606.ENSP00000301072	47.059
337041.VE2_HPV16	9606.ENSP00000350052	23.913
337041.VE2_HPV16	9606.ENSP00000387176	43.75
337041.VE2_HPV16	9606.ENSP00000392718	23.913
337041.VE2_HPV16	9606.ENSP00000439189	23.913
337041.VE6_HPV16	9606.ENSP00000301071	57.143
337041.VE6_HPV16	9606.ENSP00000301072	57.143
337041.VE6_HPV16	9606.ENSP00000311825	50.0
337041.VE6_HPV16	9606.ENSP00000350052	57.143
337041.VE6_HPV16	9606.ENSP00000387176	50.0
337041.VE6_HPV16	9606.ENSP00000392718	50.0
337041.VE6_HPV16	9606.ENSP00000439189	50.0
337041.VE7_HPV16	9606.ENSP00000350052	44.443999999999996
337041.VE7_HPV16	9606.ENSP00000387176	44.443999999999996
337041.VE7_HPV16	9606.ENSP00000392718	44.443999999999996
337041.VE7_HPV16	9606.ENSP00000439189	44.443999999999996
337041.VL1_HPV16	9606.ENSP00000339001	29.166999999999998
337041.VL2_HPV16	9606.ENSP00000252455	46.667
337041.VL2_HPV16	9606.ENSP00000290921	52.632
337041.VL2_HPV16	9606.ENSP00000311825	45.833
9606.ENSP00000012049	9606.ENSP00000290921	26.19
9606.ENSP00000012049	9606.ENSP00000339001	37.037
9606.ENSP00000158771	9606.ENSP00000228318	36.364000000000004
9606.ENSP00000158771	9606.ENSP00000311825	34.783
9606.ENSP00000162749	9606.ENSP00000290921	60.0
9606.ENSP00000162749	9606.ENSP00000311825	50.0
9606.ENSP00000166345	9606.ENSP00000301071	27.273000000000003
9606.ENSP00000166345	9606.ENSP00000301072	27.273000000000003
9606.ENSP00000185150	11269.VP24_MABVM	27.5
9606.ENSP00000185150	9606.ENSP00000171111	25.0
9606.ENSP00000185150	9606.ENSP00000252455	34.091
9606.ENSP00000185150	9606.ENSP00000301071	20.93
9606.ENSP00000185150	9606.ENSP00000301072	20.155
9606.ENSP00000185150	9606.ENSP00000311825	29.63
9606.ENSP00000199936	9606.ENSP00000217182	38.461999999999996
9606.ENSP00000199936	9606.ENSP00000330054	38.461999999999996
9606.ENSP00000215567	9606.ENSP00000290921	31.579
9606.ENSP00000215567	9606.ENSP00000301071	32.143
9606.ENSP00000215567	9606.ENSP00000301072	35.714
9606.ENSP00000215567	9606.ENSP00000311825	25.0
9606.ENSP00000215567	9606.ENSP00000330054	60.0
9606.ENSP00000215567	9606.ENSP00000339835	46.667
9606.ENSP00000215567	9606.ENSP00000350052	41.667
9606.ENSP00000215567	9606.ENSP00000350275	46.667
9606.ENSP00000215567	9606.ENSP00000355657	46.667
9606.ENSP00000215567	9606.ENSP00000355778	46.667
9606.ENSP00000215567	9606.ENSP00000385479	46.667
9606.ENSP00000217244	9606.ENSP00000339835	43.478
9606.ENSP00000217244	9606.ENSP00000350275	43.478
9606.ENSP00000217244	9606.ENSP00000355657	43.478
