qseqid	sseqid	bitscore
194441.ENV_HTLV2	10359.ICP27_HCMVM	22.7
194441.ENV_HTLV2	9606.ENSP00000301764	21.6
194441.ENV_HTLV2	9606.ENSP00000310129	21.6
194441.ENV_HTLV2	9606.ENSP00000345731	23.5
194441.ENV_HTLV2	9606.ENSP00000346453	21.6
194441.ENV_HTLV2	9606.ENSP00000348349	25.4
194441.REX_HTLV2	9606.ENSP00000217244	21.9
194441.REX_HTLV2	9606.ENSP00000228284	20.0
194441.REX_HTLV2	9606.ENSP00000266000	20.8
194441.REX_HTLV2	9606.ENSP00000357113	20.0
194441.TAX_HTLV2	9606.ENSP00000347733	22.7
194441.TAX_HTLV2	9606.ENSP00000348349	21.2
194441.TAX_HTLV2	9606.ENSP00000371341	23.5
194441.TAX_HTLV2	9606.ENSP00000374212	21.2
194441.TAX_HTLV2	9606.ENSP00000394394	24.6
9606.ENSP00000204566	10359.UL76_HCMVM	24.3
9606.ENSP00000204566	9606.ENSP00000351273	21.2
9606.ENSP00000204566	9606.ENSP00000358696	22.3
9606.ENSP00000221996	9606.ENSP00000324173	26.2
9606.ENSP00000221996	9606.ENSP00000343023	23.9
9606.ENSP00000221996	9606.ENSP00000358696	21.6
9606.ENSP00000221996	9606.ENSP00000429084	21.2
9606.ENSP00000238156	10359.ICP27_HCMVM	21.6
9606.ENSP00000238156	10359.UL144_HCMVM	21.6
9606.ENSP00000238156	9606.ENSP00000253792	24.6
9606.ENSP00000238156	9606.ENSP00000261667	24.3
9606.ENSP00000238156	9606.ENSP00000264657	22.3
9606.ENSP00000238156	9606.ENSP00000313007	21.9
9606.ENSP00000238156	9606.ENSP00000337853	22.3
9606.ENSP00000238156	9606.ENSP00000348349	21.2
9606.ENSP00000238156	9606.ENSP00000361927	21.6
9606.ENSP00000240343	9606.ENSP00000217244	18.5
9606.ENSP00000240343	9606.ENSP00000219406	21.9
9606.ENSP00000240343	9606.ENSP00000228284	18.5
9606.ENSP00000240343	9606.ENSP00000240343	188.0
9606.ENSP00000240343	9606.ENSP00000242577	179.0
9606.ENSP00000240343	9606.ENSP00000290541	20.0
9606.ENSP00000240343	9606.ENSP00000303992	20.8
9606.ENSP00000240343	9606.ENSP00000347733	18.5
9606.ENSP00000240343	9606.ENSP00000358696	23.1
9606.ENSP00000240343	9606.ENSP00000362824	18.9
9606.ENSP00000240343	9606.ENSP00000368459	18.5
9606.ENSP00000240343	9606.ENSP00000429084	20.8
9606.ENSP00000240343	9606.ENSP00000434614	19.6
9606.ENSP00000242248	10359.VICA_HCMVM	21.6
9606.ENSP00000242248	9606.ENSP00000348349	22.7
9606.ENSP00000242248	9606.ENSP00000363998	22.7
9606.ENSP00000248879	9606.ENSP00000228284	21.2
9606.ENSP00000248879	9606.ENSP00000332340	23.9
9606.ENSP00000248879	9606.ENSP00000343535	23.1
9606.ENSP00000248879	9606.ENSP00000346453	21.9
9606.ENSP00000248879	9606.ENSP00000348349	21.6
9606.ENSP00000248879	9606.ENSP00000372023	20.4
9606.ENSP00000248879	9606.ENSP00000397552	20.0
9606.ENSP00000250113	10359.US11_HCMVM	22.7
9606.ENSP00000250113	9606.ENSP00000228284	22.3
9606.ENSP00000250113	9606.ENSP00000300291	28.1
9606.ENSP00000250113	9606.ENSP00000310129	25.4
9606.ENSP00000250113	9606.ENSP00000317232	23.9
9606.ENSP00000250113	9606.ENSP00000347733	24.6
9606.ENSP00000250113	9606.ENSP00000361202	26.6
9606.ENSP00000250113	9606.ENSP00000368459	21.9
9606.ENSP00000250113	9606.ENSP00000374212	24.6
9606.ENSP00000254043	10359.ICP27_HCMVM	27.3
9606.ENSP00000254043	10359.VIE1_HCMVM	28.1
9606.ENSP00000254043	9606.ENSP00000231524	32.3
9606.ENSP00000254043	9606.ENSP00000253792	23.1
9606.ENSP00000254043	9606.ENSP00000268058	22.7
9606.ENSP00000254043	9606.ENSP00000311997	130.0
