qseqid	sseqid	ppos
37296.GB_HHV8P	37296.GB_HHV8P	100.0
37296.GB_HHV8P	9606.ENSP00000313420	60.0
37296.ICP27_HHV8P	37296.ICP27_HHV8P	100.0
37296.ICP27_HHV8P	37296.VIRF4_HHV8P	44.0
37296.ICP27_HHV8P	9606.ENSP00000355759	56.52
37296.KBZIP_HHV8P	37296.GB_HHV8P	54.17
37296.KBZIP_HHV8P	37296.KBZIP_HHV8P	100.0
37296.KBZIP_HHV8P	9606.ENSP00000269305	84.62
37296.KBZIP_HHV8P	9606.ENSP00000313420	50.0
37296.LTP_HHV8P	37296.LTP_HHV8P	100.0
37296.LTP_HHV8P	9606.ENSP00000324287	45.33
37296.LTP_HHV8P	9606.ENSP00000338799	40.54
37296.LTP_HHV8P	9606.ENSP00000380969	66.67
37296.MIR1_HHV8P	37296.LTP_HHV8P	62.5
37296.MIR1_HHV8P	37296.MIR1_HHV8P	100.0
37296.MIR1_HHV8P	37296.MIR2_HHV8P	52.89
37296.MIR1_HHV8P	9606.ENSP00000262017	50.0
37296.MIR1_HHV8P	9606.ENSP00000313420	40.43
37296.MIR1_HHV8P	9606.ENSP00000340330	36.67
37296.MIR1_HHV8P	9606.ENSP00000352438	80.0
37296.MIR1_HHV8P	9606.ENSP00000359988	40.58
37296.MIR1_HHV8P	9606.ENSP00000399968	42.86
37296.MIR2_HHV8P	37296.MIR1_HHV8P	52.89
37296.MIR2_HHV8P	37296.MIR2_HHV8P	100.0
37296.MIR2_HHV8P	9606.ENSP00000228318	76.92
37296.MIR2_HHV8P	9606.ENSP00000267064	53.57
37296.MIR2_HHV8P	9606.ENSP00000313420	88.89
37296.MIR2_HHV8P	9606.ENSP00000353622	56.0
37296.MIR2_HHV8P	9606.ENSP00000355759	58.33
37296.MIR2_HHV8P	9606.ENSP00000378504	80.0
37296.MIR2_HHV8P	9606.ENSP00000380969	45.0
37296.MIR2_HHV8P	9606.ENSP00000406955	35.94
37296.ORF45_HHV8P	37296.ORF45_HHV8P	100.0
37296.ORF45_HHV8P	9606.ENSP00000245414	49.18
37296.ORF45_HHV8P	9606.ENSP00000269305	40.43
37296.ORF45_HHV8P	9606.ENSP00000313420	58.33
37296.ORF45_HHV8P	9606.ENSP00000364270	44.68
37296.ORF45_HHV8P	9606.ENSP00000386229	47.06
37296.ORF45_HHV8P	9606.ENSP00000441828	66.67
37296.ORF50_HHV8P	37296.ORF50_HHV8P	100.0
37296.ORF50_HHV8P	9606.ENSP00000245414	46.94
37296.ORF50_HHV8P	9606.ENSP00000263253	42.2
37296.ORF50_HHV8P	9606.ENSP00000269349	48.84
37296.ORF73_HHV8P	37296.ORF73_HHV8P	100.0
37296.ORF73_HHV8P	9606.ENSP00000253571	37.78
37296.ORF73_HHV8P	9606.ENSP00000263253	45.35
37296.ORF73_HHV8P	9606.ENSP00000267064	57.14
37296.ORF73_HHV8P	9606.ENSP00000305503	54.69
37296.ORF73_HHV8P	9606.ENSP00000379475	53.57
37296.ORF73_HHV8P	9606.ENSP00000430432	57.58
37296.VCYCL_HHV8P	37296.LTP_HHV8P	40.6
37296.VCYCL_HHV8P	37296.VCYCL_HHV8P	100.0
37296.VCYCL_HHV8P	9606.ENSP00000265421	57.69
37296.VCYCL_HHV8P	9606.ENSP00000301071	50.0
37296.VCYCL_HHV8P	9606.ENSP00000301072	50.0
37296.VCYCL_HHV8P	9606.ENSP00000318197	50.0
37296.VCYCL_HHV8P	9606.ENSP00000324804	44.0
37296.VCYCL_HHV8P	9606.ENSP00000326042	50.0
37296.VCYCL_HHV8P	9606.ENSP00000338799	61.11
37296.VCYCL_HHV8P	9606.ENSP00000380969	40.8
37296.VCYCL_HHV8P	9606.ENSP00000382982	50.0
37296.VIL6_HHV8P	37296.VIL6_HHV8P	100.0
37296.VIRF1_HHV8P	37296.VIRF1_HHV8P	100.0
37296.VIRF1_HHV8P	37296.VIRF2_HHV8P	70.0
37296.VIRF1_HHV8P	37296.VIRF3_HHV8P	47.47
37296.VIRF1_HHV8P	37296.VIRF4_HHV8P	37.23
37296.VIRF1_HHV8P	9606.ENSP00000245414	66.67
37296.VIRF1_HHV8P	9606.ENSP00000284811	71.43
37296.VIRF1_HHV8P	9606.ENSP00000310127	66.67
37296.VIRF1_HHV8P	9606.ENSP00000329411	78.57
37296.VIRF1_HHV8P	9606.ENSP00000355988	66.67
37296.VIRF2_HHV8P	37296.VIRF1_HHV8P	70.0
37296.VIRF2_HHV8P	37296.VIRF2_HHV8P	100.0
37296.VIRF2_HHV8P	37296.VIRF3_HHV8P	46.01
37296.VIRF2_HHV8P	37296.VIRF4_HHV8P	46.4
37296.VIRF2_HHV8P	9606.ENSP00000313420	52.0
37296.VIRF2_HHV8P	9606.ENSP00000355759	51.28
37296.VIRF2_HHV8P	9606.ENSP00000355988	52.5
37296.VIRF2_HHV8P	9606.ENSP00000417281	52.0
37296.VIRF3_HHV8P	37296.VIRF1_HHV8P	56.67
37296.VIRF3_HHV8P	37296.VIRF2_HHV8P	46.01
37296.VIRF3_HHV8P	37296.VIRF3_HHV8P	100.0
37296.VIRF3_HHV8P	37296.VIRF4_HHV8P	45.83
37296.VIRF3_HHV8P	9606.ENSP00000253024	43.21
37296.VIRF3_HHV8P	9606.ENSP00000265428	47.06
37296.VIRF3_HHV8P	9606.ENSP00000326804	68.75
37296.VIRF3_HHV8P	9606.ENSP00000355988	53.33
37296.VIRF3_HHV8P	9606.ENSP00000364805	40.43
37296.VIRF3_HHV8P	9606.ENSP00000375863	47.06
37296.VIRF4_HHV8P	37296.ICP27_HHV8P	44.0
37296.VIRF4_HHV8P	37296.VIRF1_HHV8P	42.86
37296.VIRF4_HHV8P	37296.VIRF2_HHV8P	46.4
37296.VIRF4_HHV8P	37296.VIRF3_HHV8P	45.83
37296.VIRF4_HHV8P	37296.VIRF4_HHV8P	100.0
9606.ENSP00000012443	9606.ENSP00000012443	100.0
9606.ENSP00000012443	9606.ENSP00000223190	47.06
9606.ENSP00000012443	9606.ENSP00000254719	52.17
9606.ENSP00000012443	9606.ENSP00000293760	70.59
9606.ENSP00000012443	9606.ENSP00000305503	58.33
9606.ENSP00000012443	9606.ENSP00000319169	48.78
9606.ENSP00000012443	9606.ENSP00000343535	52.38
9606.ENSP00000012443	9606.ENSP00000372067	44.23
9606.ENSP00000071281	37296.VIRF1_HHV8P	41.38
9606.ENSP00000071281	9606.ENSP00000071281	100.0
9606.ENSP00000071281	9606.ENSP00000253024	44.26
9606.ENSP00000071281	9606.ENSP00000262367	50.0
9606.ENSP00000071281	9606.ENSP00000263253	52.78
9606.ENSP00000071281	9606.ENSP00000310127	52.63
9606.ENSP00000071281	9606.ENSP00000338799	68.75
9606.ENSP00000071281	9606.ENSP00000353622	55.56
9606.ENSP00000071281	9606.ENSP00000358777	45.83
9606.ENSP00000071281	9606.ENSP00000376076	76.92
9606.ENSP00000071281	9606.ENSP00000386229	60.87
9606.ENSP00000071281	9606.ENSP00000406955	39.47
9606.ENSP00000201031	9606.ENSP00000201031	100.0
9606.ENSP00000201031	9606.ENSP00000262953	51.61
9606.ENSP00000201031	9606.ENSP00000264350	53.85
9606.ENSP00000201031	9606.ENSP00000313420	52.38
9606.ENSP00000201031	9606.ENSP00000386229	52.63
9606.ENSP00000216225	9606.ENSP00000216225	100.0
9606.ENSP00000216225	9606.ENSP00000216714	42.86
9606.ENSP00000216225	9606.ENSP00000245414	43.75
9606.ENSP00000216225	9606.ENSP00000253571	60.0
9606.ENSP00000216225	9606.ENSP00000262367	52.94
9606.ENSP00000216225	9606.ENSP00000263253	68.75
9606.ENSP00000216225	9606.ENSP00000375863	48.0
9606.ENSP00000216714	9606.ENSP00000216714	100.0
9606.ENSP00000216714	9606.ENSP00000262367	50.0
9606.ENSP00000216714	9606.ENSP00000340330	50.0
9606.ENSP00000223190	37296.LTP_HHV8P	53.33
9606.ENSP00000223190	9606.ENSP00000012443	54.05
9606.ENSP00000223190	9606.ENSP00000223190	100.0
9606.ENSP00000223190	9606.ENSP00000262953	61.11
9606.ENSP00000223190	9606.ENSP00000297164	40.24
9606.ENSP00000223190	9606.ENSP00000310127	54.05
9606.ENSP00000223190	9606.ENSP00000324287	63.33
9606.ENSP00000223190	9606.ENSP00000348933	48.28
9606.ENSP00000223190	9606.ENSP00000362649	50.0
9606.ENSP00000223190	9606.ENSP00000364589	49.15
9606.ENSP00000228318	37296.MIR2_HHV8P	76.92
9606.ENSP00000228318	9606.ENSP00000228318	100.0
9606.ENSP00000228318	9606.ENSP00000233057	46.55
9606.ENSP00000228318	9606.ENSP00000245414	50.0
9606.ENSP00000228318	9606.ENSP00000313420	65.22
9606.ENSP00000228318	9606.ENSP00000364289	45.95
9606.ENSP00000233057	9606.ENSP00000233057	100.0
9606.ENSP00000233057	9606.ENSP00000257904	41.48
9606.ENSP00000233057	9606.ENSP00000265734	46.15
9606.ENSP00000233057	9606.ENSP00000319169	48.48
9606.ENSP00000245414	37296.VIRF1_HHV8P	63.64
9606.ENSP00000245414	9606.ENSP00000228318	50.0
9606.ENSP00000245414	9606.ENSP00000245414	100.0
9606.ENSP00000245414	9606.ENSP00000310127	57.0
9606.ENSP00000245414	9606.ENSP00000329411	55.77
9606.ENSP00000245414	9606.ENSP00000355988	65.42
9606.ENSP00000245414	9606.ENSP00000386156	47.06
9606.ENSP00000250263	9606.ENSP00000012443	41.09
9606.ENSP00000250263	9606.ENSP00000250263	100.0
9606.ENSP00000250263	9606.ENSP00000262367	48.08
9606.ENSP00000250263	9606.ENSP00000267064	55.56
9606.ENSP00000250263	9606.ENSP00000313420	49.06
9606.ENSP00000250263	9606.ENSP00000343535	51.52
9606.ENSP00000250263	9606.ENSP00000375863	62.5
9606.ENSP00000250263	9606.ENSP00000406955	44.83
9606.ENSP00000253024	9606.ENSP00000071281	44.26
9606.ENSP00000253024	9606.ENSP00000253024	100.0
9606.ENSP00000253024	9606.ENSP00000262367	33.82
9606.ENSP00000253024	9606.ENSP00000265428	46.77
9606.ENSP00000253024	9606.ENSP00000328547	46.67
9606.ENSP00000253571	9606.ENSP00000216225	60.0
9606.ENSP00000253571	9606.ENSP00000233057	69.44
9606.ENSP00000253571	9606.ENSP00000253571	100.0
9606.ENSP00000253571	9606.ENSP00000319169	46.15
9606.ENSP00000254719	9606.ENSP00000012443	52.0
9606.ENSP00000254719	9606.ENSP00000254719	100.0
9606.ENSP00000254719	9606.ENSP00000264350	35.85
9606.ENSP00000254719	9606.ENSP00000323837	39.06
9606.ENSP00000254719	9606.ENSP00000345206	50.0
9606.ENSP00000254719	9606.ENSP00000376808	68.0
9606.ENSP00000254901	9606.ENSP00000254901	100.0
9606.ENSP00000254901	9606.ENSP00000319169	61.11
9606.ENSP00000254901	9606.ENSP00000324287	45.16
9606.ENSP00000254901	9606.ENSP00000353622	40.74
9606.ENSP00000254901	9606.ENSP00000368959	63.39
9606.ENSP00000254901	9606.ENSP00000376808	43.06
9606.ENSP00000254901	9606.ENSP00000466399	48.39
9606.ENSP00000256474	9606.ENSP00000256474	100.0
9606.ENSP00000256474	9606.ENSP00000263253	51.16
9606.ENSP00000256474	9606.ENSP00000265428	57.89
9606.ENSP00000256474	9606.ENSP00000330343	50.0
9606.ENSP00000256474	9606.ENSP00000340330	66.67
9606.ENSP00000256474	9606.ENSP00000376076	51.61
9606.ENSP00000256474	9606.ENSP00000405965	50.0
9606.ENSP00000257904	9606.ENSP00000012443	45.28
9606.ENSP00000257904	9606.ENSP00000233057	41.48
9606.ENSP00000257904	9606.ENSP00000257904	100.0
9606.ENSP00000257904	9606.ENSP00000262367	90.91
9606.ENSP00000257904	9606.ENSP00000265734	80.2
9606.ENSP00000257904	9606.ENSP00000283179	37.21
9606.ENSP00000257904	9606.ENSP00000313420	37.65
9606.ENSP00000257904	9606.ENSP00000331879	50.0
9606.ENSP00000257904	9606.ENSP00000399968	44.83
9606.ENSP00000257904	9606.ENSP00000430432	44.19
9606.ENSP00000261692	9606.ENSP00000261692	100.0
9606.ENSP00000261692	9606.ENSP00000264350	48.98
