qseqid	sseqid	bitscore
351073.MU2_REOVL	9606.ENSP00000196061	25.0
351073.MU2_REOVL	9606.ENSP00000347733	31.2
351073.MU2_REOVL	9606.ENSP00000349259	25.4
351073.MU2_REOVL	9606.ENSP00000363232	28.5
351073.MU2_REOVL	9606.ENSP00000363807	29.6
351073.MU2_REOVL	9606.ENSP00000413001	25.8
351073.SIGM3_REOVL	9606.ENSP00000283195	24.3
351073.SIGM3_REOVL	9606.ENSP00000290541	24.3
9606.ENSP00000228251	9606.ENSP00000262193	24.6
9606.ENSP00000228251	9606.ENSP00000313851	25.8
9606.ENSP00000228251	9606.ENSP00000341382	31.2
9606.ENSP00000228251	9606.ENSP00000349259	25.0
9606.ENSP00000228251	9606.ENSP00000361626	187.0
9606.ENSP00000228251	9606.ENSP00000374552	25.4
9606.ENSP00000252050	9606.ENSP00000217971	28.9
9606.ENSP00000252050	9606.ENSP00000221265	29.3
9606.ENSP00000252050	9606.ENSP00000226574	30.8
9606.ENSP00000252050	9606.ENSP00000231790	28.9
9606.ENSP00000252050	9606.ENSP00000276585	26.9
9606.ENSP00000252050	9606.ENSP00000283195	28.5
9606.ENSP00000252050	9606.ENSP00000342121	36.2
9606.ENSP00000252050	9606.ENSP00000351777	26.9
9606.ENSP00000252050	9606.ENSP00000354742	33.9
9606.ENSP00000252050	9606.ENSP00000360532	28.9
9606.ENSP00000252050	9606.ENSP00000360985	27.7
9606.ENSP00000252050	9606.ENSP00000364235	28.9
9606.ENSP00000252050	9606.ENSP00000364589	47.4
9606.ENSP00000252050	9606.ENSP00000365991	26.9
9606.ENSP00000252050	9606.ENSP00000373354	27.3
9606.ENSP00000252050	9606.ENSP00000374552	28.1
9606.ENSP00000252050	9606.ENSP00000395772	31.2
9606.ENSP00000252050	9606.ENSP00000466950	30.0
9606.ENSP00000270625	9606.ENSP00000264156	23.1
9606.ENSP00000270625	9606.ENSP00000441875	22.7
9606.ENSP00000275603	9606.ENSP00000300648	25.0
9606.ENSP00000275603	9606.ENSP00000328494	25.4
9606.ENSP00000275603	9606.ENSP00000340019	41.6
9606.ENSP00000280326	9606.ENSP00000266732	27.7
9606.ENSP00000280326	9606.ENSP00000340019	55.1
9606.ENSP00000280326	9606.ENSP00000340330	25.4
9606.ENSP00000280326	9606.ENSP00000433681	24.6
9606.ENSP00000281456	9606.ENSP00000258281	25.4
9606.ENSP00000281456	9606.ENSP00000263694	24.6
9606.ENSP00000281456	9606.ENSP00000303222	38.1
9606.ENSP00000281456	9606.ENSP00000360671	556.0
9606.ENSP00000281456	9606.ENSP00000362718	30.4
9606.ENSP00000295688	9606.ENSP00000340019	47.4
9606.ENSP00000295688	9606.ENSP00000348965	26.9
9606.ENSP00000295688	9606.ENSP00000355465	25.0
9606.ENSP00000295688	9606.ENSP00000365131	25.4
9606.ENSP00000295688	9606.ENSP00000369042	27.3
9606.ENSP00000295688	9606.ENSP00000405620	26.6
9606.ENSP00000295688	9606.ENSP00000436786	25.0
9606.ENSP00000301071	9606.ENSP00000240423	25.8
9606.ENSP00000301071	9606.ENSP00000248437	877.0
9606.ENSP00000301071	9606.ENSP00000259818	355.0
9606.ENSP00000301071	9606.ENSP00000264071	356.0
9606.ENSP00000301071	9606.ENSP00000301071	944.0
9606.ENSP00000301071	9606.ENSP00000301072	926.0
9606.ENSP00000301071	9606.ENSP00000333326	824.0
9606.ENSP00000301071	9606.ENSP00000336799	941.0
9606.ENSP00000301071	9606.ENSP00000339001	360.0
9606.ENSP00000301071	9606.ENSP00000341289	357.0
9606.ENSP00000301071	9606.ENSP00000356130	26.2
9606.ENSP00000301071	9606.ENSP00000369703	357.0
9606.ENSP00000301071	9606.ENSP00000451560	341.0
9606.ENSP00000301072	9606.ENSP00000240423	25.8
9606.ENSP00000301072	9606.ENSP00000248437	881.0
9606.ENSP00000301072	9606.ENSP00000259818	357.0
9606.ENSP00000301072	9606.ENSP00000264071	359.0
