qseqid	sseqid	bitscore
194441.ENV_HTLV2	37296.VIRF3_HHV8P	22.3
194441.ENV_HTLV2	9606.ENSP00000324897	23.5
194441.ENV_HTLV2	9606.ENSP00000365439	28.1
194441.ENV_HTLV2	9606.ENSP00000367207	21.9
194441.ENV_HTLV2	9606.ENSP00000378504	23.5
194441.ENV_HTLV2	9606.ENSP00000386229	24.6
194441.REX_HTLV2	37296.KBZIP_HHV8P	21.9
194441.REX_HTLV2	9606.ENSP00000263253	20.8
194441.REX_HTLV2	9606.ENSP00000338799	21.2
194441.REX_HTLV2	9606.ENSP00000357442	20.4
194441.TAX_HTLV2	9606.ENSP00000216225	21.2
194441.TAX_HTLV2	9606.ENSP00000257904	21.2
194441.TAX_HTLV2	9606.ENSP00000263253	21.6
194441.TAX_HTLV2	9606.ENSP00000367697	21.2
194441.TAX_HTLV2	9606.ENSP00000379475	21.2
9606.ENSP00000204566	9606.ENSP00000281708	26.9
9606.ENSP00000204566	9606.ENSP00000313420	23.5
9606.ENSP00000204566	9606.ENSP00000325690	25.0
9606.ENSP00000221996	37296.LTP_HHV8P	21.2
9606.ENSP00000221996	9606.ENSP00000305503	23.9
9606.ENSP00000240343	9606.ENSP00000254901	19.2
9606.ENSP00000240343	9606.ENSP00000263253	20.0
9606.ENSP00000240343	9606.ENSP00000297164	18.5
9606.ENSP00000240343	9606.ENSP00000323837	20.4
9606.ENSP00000240343	9606.ENSP00000417710	18.9
9606.ENSP00000242248	9606.ENSP00000253024	21.9
9606.ENSP00000242248	9606.ENSP00000262953	21.9
9606.ENSP00000242248	9606.ENSP00000264720	24.3
9606.ENSP00000242248	9606.ENSP00000265421	117.0
9606.ENSP00000242248	9606.ENSP00000281708	23.9
9606.ENSP00000242248	9606.ENSP00000313420	21.9
9606.ENSP00000242248	9606.ENSP00000336701	23.9
9606.ENSP00000242248	9606.ENSP00000340330	25.0
9606.ENSP00000242248	9606.ENSP00000372067	27.3
9606.ENSP00000242248	9606.ENSP00000406162	30.0
9606.ENSP00000248879	37296.LTP_HHV8P	21.6
9606.ENSP00000248879	9606.ENSP00000201031	23.1
9606.ENSP00000248879	9606.ENSP00000263253	23.1
9606.ENSP00000248879	9606.ENSP00000323837	21.6
9606.ENSP00000248879	9606.ENSP00000343535	23.1
9606.ENSP00000250113	9606.ENSP00000262017	25.8
9606.ENSP00000250113	9606.ENSP00000262306	21.9
9606.ENSP00000250113	9606.ENSP00000269305	23.1
9606.ENSP00000250113	9606.ENSP00000300291	28.1
9606.ENSP00000250113	9606.ENSP00000352438	34.7
9606.ENSP00000250113	9606.ENSP00000365439	40.4
9606.ENSP00000254043	37296.KBZIP_HHV8P	23.9
9606.ENSP00000254043	37296.MIR1_HHV8P	25.8
9606.ENSP00000254043	9606.ENSP00000253024	21.9
9606.ENSP00000254043	9606.ENSP00000254719	21.9
9606.ENSP00000254043	9606.ENSP00000324287	25.4
9606.ENSP00000256495	37296.LTP_HHV8P	23.5
9606.ENSP00000256495	9606.ENSP00000267064	21.6
9606.ENSP00000256495	9606.ENSP00000310127	21.6
9606.ENSP00000256495	9606.ENSP00000313420	22.3
9606.ENSP00000256495	9606.ENSP00000329411	21.6
9606.ENSP00000256495	9606.ENSP00000364289	22.3
9606.ENSP00000256495	9606.ENSP00000365439	21.9
9606.ENSP00000256495	9606.ENSP00000367207	33.5
9606.ENSP00000256495	9606.ENSP00000380969	25.0
9606.ENSP00000256495	9606.ENSP00000399968	26.2
9606.ENSP00000264018	37296.LTP_HHV8P	23.5
9606.ENSP00000264018	9606.ENSP00000256474	21.6
9606.ENSP00000264018	9606.ENSP00000269349	285.0
9606.ENSP00000264018	9606.ENSP00000301071	21.9
9606.ENSP00000264018	9606.ENSP00000313420	22.3
9606.ENSP00000264018	9606.ENSP00000318197	22.3
9606.ENSP00000264018	9606.ENSP00000326042	21.9
9606.ENSP00000264018	9606.ENSP00000364589	22.7
9606.ENSP00000264018	9606.ENSP00000379475	247.0
9606.ENSP00000264018	9606.ENSP00000382982	21.9
9606.ENSP00000264982	9606.ENSP00000264350	22.7
9606.ENSP00000264982	9606.ENSP00000353622	22.7
9606.ENSP00000265854	9606.ENSP00000216714	22.3
9606.ENSP00000265854	9606.ENSP00000313420	23.9
9606.ENSP00000265854	9606.ENSP00000364289	23.5
9606.ENSP00000265854	9606.ENSP00000417710	25.8
9606.ENSP00000270451	9606.ENSP00000071281	20.4
9606.ENSP00000270451	9606.ENSP00000262953	21.2
9606.ENSP00000270451	9606.ENSP00000265734	21.2
9606.ENSP00000270451	9606.ENSP00000310127	21.9
9606.ENSP00000270451	9606.ENSP00000406955	72.8
9606.ENSP00000270649	9606.ENSP00000071281	32.3
9606.ENSP00000270649	9606.ENSP00000262367	23.9
9606.ENSP00000270649	9606.ENSP00000263253	27.3
9606.ENSP00000270649	9606.ENSP00000313420	23.5
9606.ENSP00000270649	9606.ENSP00000364270	26.9
9606.ENSP00000270649	9606.ENSP00000364589	23.1
9606.ENSP00000270649	9606.ENSP00000406955	115.0
9606.ENSP00000286317	37296.LTP_HHV8P	20.8
9606.ENSP00000286317	9606.ENSP00000265734	20.4
9606.ENSP00000286317	9606.ENSP00000283179	21.6
9606.ENSP00000286317	9606.ENSP00000328547	20.4
9606.ENSP00000286317	9606.ENSP00000441828	20.4
9606.ENSP00000287387	37296.ORF73_HHV8P	20.4
9606.ENSP00000287387	9606.ENSP00000267064	21.9
9606.ENSP00000287387	9606.ENSP00000323837	20.8
9606.ENSP00000287387	9606.ENSP00000355759	21.2
9606.ENSP00000287387	9606.ENSP00000438465	21.6
9606.ENSP00000295201	37296.LTP_HHV8P	23.9
9606.ENSP00000295201	9606.ENSP00000364289	23.1
9606.ENSP00000305503	9606.ENSP00000012443	25.4
9606.ENSP00000305503	9606.ENSP00000264350	23.9
9606.ENSP00000305503	9606.ENSP00000265428	24.3
9606.ENSP00000305503	9606.ENSP00000305503	1027.0
9606.ENSP00000305503	9606.ENSP00000313420	23.1
9606.ENSP00000305503	9606.ENSP00000359095	22.7
9606.ENSP00000307852	9606.ENSP00000262367	21.9
9606.ENSP00000307852	9606.ENSP00000262953	22.3
9606.ENSP00000307852	9606.ENSP00000300291	25.8
9606.ENSP00000307852	9606.ENSP00000302176	21.2
9606.ENSP00000307852	9606.ENSP00000319169	23.1
9606.ENSP00000307852	9606.ENSP00000324287	22.3
9606.ENSP00000307852	9606.ENSP00000328547	22.3
9606.ENSP00000307852	9606.ENSP00000364805	21.6
9606.ENSP00000307852	9606.ENSP00000406955	21.2
9606.ENSP00000307852	9606.ENSP00000417710	23.5
9606.ENSP00000307852	9606.ENSP00000418287	21.9
9606.ENSP00000313422	37296.ICP27_HHV8P	21.6
9606.ENSP00000313422	9606.ENSP00000263253	21.6
9606.ENSP00000313422	9606.ENSP00000265428	21.9
9606.ENSP00000313422	9606.ENSP00000313420	23.9
9606.ENSP00000313422	9606.ENSP00000326804	22.3
9606.ENSP00000313422	9606.ENSP00000352438	21.9
9606.ENSP00000313422	9606.ENSP00000357442	25.8
9606.ENSP00000318821	9606.ENSP00000223190	22.7
9606.ENSP00000318821	9606.ENSP00000253571	22.3
9606.ENSP00000318821	9606.ENSP00000262367	25.0
9606.ENSP00000318821	9606.ENSP00000343535	23.1
9606.ENSP00000320935	37296.MIR2_HHV8P	21.6
9606.ENSP00000320935	9606.ENSP00000233057	23.1
9606.ENSP00000320935	9606.ENSP00000293760	21.6
9606.ENSP00000320935	9606.ENSP00000302176	22.7
9606.ENSP00000320935	9606.ENSP00000430432	23.9
9606.ENSP00000323065	9606.ENSP00000262367	20.8
9606.ENSP00000323065	9606.ENSP00000265372	20.4
9606.ENSP00000323065	9606.ENSP00000267064	20.8
9606.ENSP00000323065	9606.ENSP00000276603	23.9
9606.ENSP00000323065	9606.ENSP00000313420	20.4
9606.ENSP00000323065	9606.ENSP00000324897	23.9
9606.ENSP00000323065	9606.ENSP00000343535	25.0
9606.ENSP00000323065	9606.ENSP00000355759	20.4
9606.ENSP00000323065	9606.ENSP00000357442	21.6
9606.ENSP00000323065	9606.ENSP00000363021	21.9
9606.ENSP00000323065	9606.ENSP00000376808	20.8
9606.ENSP00000323065	9606.ENSP00000399968	22.7
9606.ENSP00000325929	37296.VIRF2_HHV8P	23.9
9606.ENSP00000325929	9606.ENSP00000216225	33.1
9606.ENSP00000325929	9606.ENSP00000228318	22.3
9606.ENSP00000325929	9606.ENSP00000253024	24.6
9606.ENSP00000325929	9606.ENSP00000253571	28.5
9606.ENSP00000325929	9606.ENSP00000313420	29.6
9606.ENSP00000325929	9606.ENSP00000328547	24.6
9606.ENSP00000325929	9606.ENSP00000340330	25.8
9606.ENSP00000325929	9606.ENSP00000406955	22.3
9606.ENSP00000327704	9606.ENSP00000265428	22.3
9606.ENSP00000327704	9606.ENSP00000302176	21.6
9606.ENSP00000327704	9606.ENSP00000313420	23.9
9606.ENSP00000327704	9606.ENSP00000353622	22.3
9606.ENSP00000327704	9606.ENSP00000472998	20.8
9606.ENSP00000328251	9606.ENSP00000262017	23.5
9606.ENSP00000328251	9606.ENSP00000329411	23.9
