qseqid	sseqid	pident
194440.ENV_HTL1C	9606.ENSP00000301071	18.919
194440.ENV_HTL1C	9606.ENSP00000301072	19.595
194440.ENV_HTL1C	9606.ENSP00000354772	28.947
194440.ENV_HTL1C	9606.ENSP00000357905	44.828
194440.HBZ_HTL1C	63330.V_HENDH	27.5
194440.HBZ_HTL1C	63330.W_HENDH	27.5
194440.HBZ_HTL1C	9606.ENSP00000251968	29.545
194440.HBZ_HTL1C	9606.ENSP00000261667	46.667
194440.HBZ_HTL1C	9606.ENSP00000334373	35.484
194440.REX_HTL1C	9606.ENSP00000216336	26.666999999999998
194440.REX_HTL1C	9606.ENSP00000245323	70.0
194440.REX_HTL1C	9606.ENSP00000267202	40.0
194440.REX_HTL1C	9606.ENSP00000314363	42.308
194440.TAX_HTL1C	9606.ENSP00000231751	70.0
194440.TAX_HTL1C	9606.ENSP00000261667	33.333
194440.TAX_HTL1C	9606.ENSP00000289316	25.0
194440.TAX_HTL1C	9606.ENSP00000321744	25.0
194440.TAX_HTL1C	9606.ENSP00000334373	33.333
194440.TAX_HTL1C	9606.ENSP00000348706	25.0
194440.TAX_HTL1C	9606.ENSP00000349430	25.0
194440.TAX_HTL1C	9606.ENSP00000352442	23.076999999999998
194440.TAX_HTL1C	9606.ENSP00000380177	25.0
194440.TAX_HTL1C	9606.ENSP00000445831	25.0
9606.ENSP00000005340	9606.ENSP00000251968	31.480999999999998
9606.ENSP00000005340	9606.ENSP00000263621	25.926
9606.ENSP00000200457	9606.ENSP00000231751	34.615
9606.ENSP00000200457	9606.ENSP00000251642	31.373
9606.ENSP00000200457	9606.ENSP00000263642	46.667
9606.ENSP00000200457	9606.ENSP00000303373	47.619
9606.ENSP00000200457	9606.ENSP00000328484	47.619
9606.ENSP00000200457	9606.ENSP00000341094	47.619
9606.ENSP00000200457	9606.ENSP00000352119	47.619
9606.ENSP00000200457	9606.ENSP00000352627	47.619
9606.ENSP00000200457	9606.ENSP00000354772	34.043
9606.ENSP00000200457	9606.ENSP00000366679	47.619
9606.ENSP00000204566	63330.C_HENDH	24.39
9606.ENSP00000204566	9606.ENSP00000261667	26.415
9606.ENSP00000204566	9606.ENSP00000334373	23.256
9606.ENSP00000204566	9606.ENSP00000354394	26.561999999999998
9606.ENSP00000221996	9606.ENSP00000300161	23.81
9606.ENSP00000221996	9606.ENSP00000301071	25.641
9606.ENSP00000221996	9606.ENSP00000301072	33.333
9606.ENSP00000221996	9606.ENSP00000306330	21.951
9606.ENSP00000222224	63330.C_HENDH	33.333
9606.ENSP00000222224	9606.ENSP00000231751	28.125
9606.ENSP00000222224	9606.ENSP00000261267	36.667
9606.ENSP00000222224	9606.ENSP00000366565	23.076999999999998
9606.ENSP00000233331	9606.ENSP00000251968	36.667
9606.ENSP00000233331	9606.ENSP00000263642	38.095
9606.ENSP00000233331	9606.ENSP00000324810	36.17
9606.ENSP00000235310	63330.GLYCP_HENDH	28.0
9606.ENSP00000235310	9606.ENSP00000257497	22.726999999999997
9606.ENSP00000235310	9606.ENSP00000261267	22.535
9606.ENSP00000235310	9606.ENSP00000315768	34.483000000000004
9606.ENSP00000238156	9606.ENSP00000231751	28.125
9606.ENSP00000238156	9606.ENSP00000251968	47.368
9606.ENSP00000238156	9606.ENSP00000261667	30.769000000000002
9606.ENSP00000238156	9606.ENSP00000431254	38.461999999999996
9606.ENSP00000240343	9606.ENSP00000299198	28.125
9606.ENSP00000240343	9606.ENSP00000314363	37.5
9606.ENSP00000242248	9606.ENSP00000225275	34.483000000000004
9606.ENSP00000242248	9606.ENSP00000299198	29.031999999999996
9606.ENSP00000242248	9606.ENSP00000324810	21.053
9606.ENSP00000242248	9606.ENSP00000354394	25.758000000000003
9606.ENSP00000246912	63330.V_HENDH	37.5
9606.ENSP00000246912	9606.ENSP00000263642	24.324
9606.ENSP00000246912	9606.ENSP00000290158	31.579
9606.ENSP00000246912	9606.ENSP00000301072	34.211
9606.ENSP00000248879	9606.ENSP00000234347	83.333
9606.ENSP00000248879	9606.ENSP00000315768	24.793000000000003
9606.ENSP00000249440	63330.C_HENDH	43.75
9606.ENSP00000249440	9606.ENSP00000225275	40.741
9606.ENSP00000249440	9606.ENSP00000354394	31.373
9606.ENSP00000249440	9606.ENSP00000357905	30.303
9606.ENSP00000252818	63330.V_HENDH	30.769000000000002
9606.ENSP00000252818	63330.W_HENDH	30.769000000000002
9606.ENSP00000252818	9606.ENSP00000225275	35.0
9606.ENSP00000252818	9606.ENSP00000251968	23.353
9606.ENSP00000252818	9606.ENSP00000257497	48.276
9606.ENSP00000252818	9606.ENSP00000301071	27.869
9606.ENSP00000252818	9606.ENSP00000357905	42.308
9606.ENSP00000254043	9606.ENSP00000251968	33.333
9606.ENSP00000254043	9606.ENSP00000290158	42.857
9606.ENSP00000254043	9606.ENSP00000315768	24.096
9606.ENSP00000256495	63330.W_HENDH	37.931
9606.ENSP00000256495	9606.ENSP00000245323	36.0
9606.ENSP00000256495	9606.ENSP00000251968	38.461999999999996
9606.ENSP00000256495	9606.ENSP00000290158	19.048
9606.ENSP00000259021	9606.ENSP00000261667	26.471
9606.ENSP00000262053	9606.ENSP00000251642	27.5
9606.ENSP00000262053	9606.ENSP00000257497	26.263
9606.ENSP00000262053	9606.ENSP00000315768	37.5
9606.ENSP00000262053	9606.ENSP00000354394	30.303
9606.ENSP00000262053	9606.ENSP00000354772	35.135
9606.ENSP00000262053	9606.ENSP00000357905	30.303
9606.ENSP00000262074	9606.ENSP00000225275	25.862
9606.ENSP00000262074	9606.ENSP00000251968	26.087
9606.ENSP00000262074	9606.ENSP00000263642	50.0
9606.ENSP00000262074	9606.ENSP00000301071	24.051
9606.ENSP00000262074	9606.ENSP00000301072	24.051
9606.ENSP00000262074	9606.ENSP00000328359	27.906999999999996
9606.ENSP00000262074	9606.ENSP00000357905	44.443999999999996
9606.ENSP00000262074	9606.ENSP00000372126	27.906999999999996
9606.ENSP00000262570	9606.ENSP00000251968	30.136999999999997
9606.ENSP00000262570	9606.ENSP00000263642	36.842
9606.ENSP00000262570	9606.ENSP00000301071	36.364000000000004
9606.ENSP00000262570	9606.ENSP00000301072	33.333
9606.ENSP00000263278	9606.ENSP00000229239	45.714
9606.ENSP00000263278	9606.ENSP00000263642	34.615
9606.ENSP00000263278	9606.ENSP00000314363	50.0
9606.ENSP00000263278	9606.ENSP00000354394	42.857
9606.ENSP00000263278	9606.ENSP00000357905	44.443999999999996
9606.ENSP00000264110	9606.ENSP00000251968	58.333
9606.ENSP00000264110	9606.ENSP00000299198	36.364000000000004
9606.ENSP00000264110	9606.ENSP00000314363	48.148
9606.ENSP00000264110	9606.ENSP00000324810	21.666999999999998
