qseqid	sseqid	ppos
351073.MU2_REOVL	10298.DPOL_HHV11	38.74
351073.MU2_REOVL	9606.ENSP00000363232	44.78
351073.SIGM3_REOVL	9606.ENSP00000313420	51.85
351073.SIGM3_REOVL	9606.ENSP00000323421	60.0
351073.SIGM3_REOVL	9606.ENSP00000347119	62.96
351073.SIGM3_REOVL	9606.ENSP00000356520	51.72
9606.ENSP00000228251	10298.LTP_HHV11	36.59
9606.ENSP00000228251	10298.OBP_HHV11	72.22
9606.ENSP00000228251	9606.ENSP00000228251	100.0
9606.ENSP00000228251	9606.ENSP00000244020	68.18
9606.ENSP00000228251	9606.ENSP00000267064	54.76
9606.ENSP00000228251	9606.ENSP00000326031	51.43
9606.ENSP00000228251	9606.ENSP00000342905	50.0
9606.ENSP00000228251	9606.ENSP00000345156	50.0
9606.ENSP00000228251	9606.ENSP00000347232	45.1
9606.ENSP00000228251	9606.ENSP00000361626	93.94
9606.ENSP00000228251	9606.ENSP00000362900	64.0
9606.ENSP00000228251	9606.ENSP00000378917	50.0
9606.ENSP00000252050	10298.ICP0_HHV11	40.34
9606.ENSP00000252050	10298.US03_HHV11	50.98
9606.ENSP00000252050	9606.ENSP00000322242	48.78
9606.ENSP00000252050	9606.ENSP00000350052	48.98
9606.ENSP00000252050	9606.ENSP00000351777	49.12
9606.ENSP00000252050	9606.ENSP00000361202	37.59
9606.ENSP00000252050	9606.ENSP00000362578	35.65
9606.ENSP00000270625	9606.ENSP00000233146	44.87
9606.ENSP00000270625	9606.ENSP00000262435	52.38
9606.ENSP00000270625	9606.ENSP00000270625	100.0
9606.ENSP00000270625	9606.ENSP00000302896	52.38
9606.ENSP00000270625	9606.ENSP00000375977	48.78
9606.ENSP00000270625	9606.ENSP00000419027	71.43
9606.ENSP00000270625	9606.ENSP00000441875	39.22
9606.ENSP00000275603	9606.ENSP00000275603	100.0
9606.ENSP00000275603	9606.ENSP00000286788	46.05
9606.ENSP00000275603	9606.ENSP00000295688	57.0
9606.ENSP00000275603	9606.ENSP00000299300	50.94
9606.ENSP00000275603	9606.ENSP00000317334	53.35
9606.ENSP00000275603	9606.ENSP00000332816	72.73
9606.ENSP00000275603	9606.ENSP00000340019	49.48
9606.ENSP00000275603	9606.ENSP00000345599	62.96
9606.ENSP00000275603	9606.ENSP00000377958	54.87
9606.ENSP00000280326	10298.ICP22_HHV11	65.0
9606.ENSP00000280326	9606.ENSP00000245907	41.18
9606.ENSP00000280326	9606.ENSP00000275603	53.85
9606.ENSP00000280326	9606.ENSP00000286788	52.58
9606.ENSP00000280326	9606.ENSP00000295688	58.21
9606.ENSP00000280326	9606.ENSP00000299300	55.12
9606.ENSP00000280326	9606.ENSP00000317334	55.73
9606.ENSP00000280326	9606.ENSP00000340019	46.28
9606.ENSP00000280326	9606.ENSP00000350767	51.72
9606.ENSP00000280326	9606.ENSP00000352980	51.72
9606.ENSP00000280326	9606.ENSP00000377958	62.18
9606.ENSP00000280326	9606.ENSP00000381167	42.86
9606.ENSP00000281456	9606.ENSP00000360671	94.3
9606.ENSP00000281456	9606.ENSP00000370808	94.63
