qseqid	sseqid	ppos
63330.C_HENDH	9606.ENSP00000310219	45.24
63330.GLYCP_HENDH	9606.ENSP00000264414	75.0
63330.GLYCP_HENDH	9606.ENSP00000265094	60.0
63330.V_HENDH	36427.NSP1_ROTHC	48.84
63330.V_HENDH	9606.ENSP00000265094	55.56
63330.V_HENDH	9606.ENSP00000310219	68.42
63330.V_HENDH	9606.ENSP00000364805	38.28
63330.W_HENDH	36427.NSP1_ROTHC	48.84
63330.W_HENDH	9606.ENSP00000265094	55.56
63330.W_HENDH	9606.ENSP00000364805	38.28
9606.ENSP00000216336	9606.ENSP00000247207	57.14
9606.ENSP00000216336	9606.ENSP00000264414	55.22
9606.ENSP00000216336	9606.ENSP00000310219	57.14
9606.ENSP00000216336	9606.ENSP00000364802	57.14
9606.ENSP00000216336	9606.ENSP00000364805	57.14
9606.ENSP00000225275	36427.NSP1_ROTHC	66.67
9606.ENSP00000225275	9606.ENSP00000265094	63.16
9606.ENSP00000225275	9606.ENSP00000310219	39.01
9606.ENSP00000225655	9606.ENSP00000247207	52.38
9606.ENSP00000225655	9606.ENSP00000310219	39.13
9606.ENSP00000225655	9606.ENSP00000364802	46.15
9606.ENSP00000229239	9606.ENSP00000247207	47.37
9606.ENSP00000229239	9606.ENSP00000264414	69.23
9606.ENSP00000229239	9606.ENSP00000310219	52.17
9606.ENSP00000229239	9606.ENSP00000352980	60.0
9606.ENSP00000229239	9606.ENSP00000364802	47.37
9606.ENSP00000229239	9606.ENSP00000364805	47.83
9606.ENSP00000229239	9606.ENSP00000431822	44.83
9606.ENSP00000231751	9606.ENSP00000247207	55.0
9606.ENSP00000231751	9606.ENSP00000265094	42.31
9606.ENSP00000231751	9606.ENSP00000352980	66.67
9606.ENSP00000231751	9606.ENSP00000364802	47.27
9606.ENSP00000231751	9606.ENSP00000364805	49.09
9606.ENSP00000238081	9606.ENSP00000262306	52.17
9606.ENSP00000238081	9606.ENSP00000264414	60.0
9606.ENSP00000238081	9606.ENSP00000265094	38.71
9606.ENSP00000244573	36427.NSP1_ROTHC	71.43
9606.ENSP00000245323	9606.ENSP00000265094	48.39
9606.ENSP00000251642	9606.ENSP00000303373	54.05
9606.ENSP00000251642	9606.ENSP00000321389	54.05
9606.ENSP00000251642	9606.ENSP00000328484	54.05
9606.ENSP00000251642	9606.ENSP00000332194	54.05
9606.ENSP00000251642	9606.ENSP00000341094	54.05
9606.ENSP00000251642	9606.ENSP00000352119	54.05
9606.ENSP00000251642	9606.ENSP00000355656	54.05
9606.ENSP00000251642	9606.ENSP00000358158	54.05
9606.ENSP00000251642	9606.ENSP00000366679	54.05
9606.ENSP00000251642	9606.ENSP00000373730	54.05
9606.ENSP00000251968	9606.ENSP00000247207	45.3
9606.ENSP00000251968	9606.ENSP00000264414	42.5
9606.ENSP00000251968	9606.ENSP00000310219	63.64
9606.ENSP00000251968	9606.ENSP00000352980	54.17
9606.ENSP00000251968	9606.ENSP00000364802	50.0
9606.ENSP00000251968	9606.ENSP00000364805	60.0
9606.ENSP00000257497	9606.ENSP00000247207	75.0
9606.ENSP00000257497	9606.ENSP00000264414	42.95
9606.ENSP00000257497	9606.ENSP00000265094	72.73
9606.ENSP00000257497	9606.ENSP00000364805	75.0
9606.ENSP00000261267	9606.ENSP00000264414	40.85
9606.ENSP00000261667	9606.ENSP00000265094	42.59
9606.ENSP00000261667	9606.ENSP00000310219	54.55
9606.ENSP00000261667	9606.ENSP00000364802	47.22
9606.ENSP00000263642	9606.ENSP00000247207	75.0
9606.ENSP00000263642	9606.ENSP00000264414	46.15
9606.ENSP00000264335	9606.ENSP00000264414	65.0
9606.ENSP00000264335	9606.ENSP00000310219	60.0
9606.ENSP00000264335	9606.ENSP00000364802	60.0
9606.ENSP00000264335	9606.ENSP00000364805	60.0
9606.ENSP00000289316	9606.ENSP00000264414	62.07
9606.ENSP00000289316	9606.ENSP00000303373	56.41
9606.ENSP00000289316	9606.ENSP00000321389	56.41
9606.ENSP00000289316	9606.ENSP00000328484	56.41
9606.ENSP00000289316	9606.ENSP00000332194	56.41
9606.ENSP00000289316	9606.ENSP00000341094	56.41
9606.ENSP00000289316	9606.ENSP00000352119	56.41
9606.ENSP00000289316	9606.ENSP00000355656	56.41
9606.ENSP00000289316	9606.ENSP00000358158	56.41
9606.ENSP00000289316	9606.ENSP00000364802	66.67
9606.ENSP00000289316	9606.ENSP00000364805	66.67
9606.ENSP00000289316	9606.ENSP00000366679	56.41
9606.ENSP00000289316	9606.ENSP00000373730	56.41
9606.ENSP00000290158	9606.ENSP00000310219	44.76
9606.ENSP00000291009	36427.NSP1_ROTHC	60.0
