qseqid	sseqid	ppos
351073.MU2_REOVL	9606.ENSP00000316032	43.33
351073.MU2_REOVL	9606.ENSP00000335153	40.74
351073.SIGM3_REOVL	11588.NSS_RVFVZ	55.56
351073.SIGM3_REOVL	9606.ENSP00000264990	52.17
351073.SIGM3_REOVL	9606.ENSP00000316032	44.66
351073.SIGM3_REOVL	9606.ENSP00000360154	78.57
351073.SIGM3_REOVL	9606.ENSP00000377958	80.0
9606.ENSP00000228251	9606.ENSP00000299300	47.06
9606.ENSP00000228251	9606.ENSP00000301071	43.75
9606.ENSP00000228251	9606.ENSP00000301072	43.75
9606.ENSP00000228251	9606.ENSP00000324173	43.06
9606.ENSP00000228251	9606.ENSP00000335153	57.89
9606.ENSP00000252050	9606.ENSP00000296464	43.94
9606.ENSP00000252050	9606.ENSP00000360154	65.0
9606.ENSP00000252050	9606.ENSP00000384144	61.11
9606.ENSP00000252050	9606.ENSP00000451560	65.0
9606.ENSP00000270625	9606.ENSP00000286788	75.0
9606.ENSP00000270625	9606.ENSP00000295688	50.0
9606.ENSP00000270625	9606.ENSP00000324173	53.57
9606.ENSP00000275603	9606.ENSP00000280326	53.85
9606.ENSP00000275603	9606.ENSP00000286788	46.05
9606.ENSP00000275603	9606.ENSP00000295688	57.0
9606.ENSP00000275603	9606.ENSP00000299300	50.94
9606.ENSP00000275603	9606.ENSP00000335153	41.82
9606.ENSP00000275603	9606.ENSP00000377958	54.87
9606.ENSP00000275603	9606.ENSP00000384144	53.33
9606.ENSP00000280326	9606.ENSP00000247207	56.76
9606.ENSP00000280326	9606.ENSP00000264071	77.78
9606.ENSP00000280326	9606.ENSP00000265651	39.47
9606.ENSP00000280326	9606.ENSP00000280326	100.0
9606.ENSP00000280326	9606.ENSP00000286788	52.58
9606.ENSP00000280326	9606.ENSP00000295688	58.21
9606.ENSP00000280326	9606.ENSP00000296464	55.17
9606.ENSP00000280326	9606.ENSP00000299300	55.12
9606.ENSP00000280326	9606.ENSP00000324173	54.55
9606.ENSP00000280326	9606.ENSP00000339001	88.89
9606.ENSP00000280326	9606.ENSP00000341289	88.89
9606.ENSP00000280326	9606.ENSP00000377958	62.18
9606.ENSP00000281456	9606.ENSP00000264071	47.62
9606.ENSP00000281456	9606.ENSP00000295688	56.25
9606.ENSP00000281456	9606.ENSP00000296464	55.0
9606.ENSP00000281456	9606.ENSP00000302961	81.82
9606.ENSP00000281456	9606.ENSP00000316032	52.83
9606.ENSP00000281456	9606.ENSP00000339001	47.62
9606.ENSP00000281456	9606.ENSP00000341289	47.62
9606.ENSP00000281456	9606.ENSP00000360154	51.28
9606.ENSP00000281456	9606.ENSP00000377958	41.94
9606.ENSP00000295688	9606.ENSP00000247207	60.0
9606.ENSP00000295688	9606.ENSP00000280326	58.21
