qseqid	sseqid	bitscore
11250.MATRX_HRSVB	10258.Q6TVJ2_ORFSA	18.1
11250.MATRX_HRSVB	10258.Q6TVJ7_ORFSA	20.4
11250.MATRX_HRSVB	9606.ENSP00000299218	17.3
11250.MATRX_HRSVB	9606.ENSP00000326804	19.6
11250.NCAP_HRSVB	10258.Q6TVJ1_ORFSA	18.9
11250.NCAP_HRSVB	10258.Q6TVJ7_ORFSA	19.2
11250.NCAP_HRSVB	10258.Q6TVW2_ORFSA	18.5
11250.NCAP_HRSVB	9606.ENSP00000326804	17.7
11250.NS1_HRSVB	10258.Q6TVW2_ORFSA	16.2
11250.NS1_HRSVB	9606.ENSP00000231487	16.5
11250.NS1_HRSVB	9606.ENSP00000299218	15.8
11250.NS2_HRSVB	10258.Q6TVJ1_ORFSA	22.3
11250.NS2_HRSVB	9606.ENSP00000326804	17.7
11250.SH_HRSVB	10258.Q6TVJ4_ORFSA	17.7
9606.ENSP00000003100	9606.ENSP00000326804	19.6
9606.ENSP00000162044	10258.Q6TVJ4_ORFSA	20.0
9606.ENSP00000162044	9606.ENSP00000299218	19.6
9606.ENSP00000166345	10258.Q6TVJ2_ORFSA	17.7
9606.ENSP00000166345	9606.ENSP00000299218	22.7
9606.ENSP00000216121	10258.Q6TVJ2_ORFSA	18.9
9606.ENSP00000216121	9606.ENSP00000299218	18.1
9606.ENSP00000216121	9606.ENSP00000326804	19.2
9606.ENSP00000216484	10258.Q6TVJ4_ORFSA	18.5
9606.ENSP00000216484	10258.Q6TVJ7_ORFSA	18.9
9606.ENSP00000216484	10258.Q6TVW2_ORFSA	18.5
9606.ENSP00000216484	9606.ENSP00000299218	19.2
9606.ENSP00000216500	10258.Q6TVJ2_ORFSA	21.9
9606.ENSP00000216500	9606.ENSP00000216225	17.7
9606.ENSP00000217109	10258.Q6TVJ1_ORFSA	17.7
9606.ENSP00000217456	10258.Q6TVJ4_ORFSA	17.7
9606.ENSP00000217456	10258.Q6TVJ7_ORFSA	21.9
9606.ENSP00000217456	10258.Q6TVW2_ORFSA	18.9
9606.ENSP00000217456	9606.ENSP00000299218	18.1
9606.ENSP00000217456	9606.ENSP00000326804	20.8
9606.ENSP00000217971	10258.Q6TVJ1_ORFSA	18.9
9606.ENSP00000217971	10258.Q6TVJ7_ORFSA	18.1
9606.ENSP00000217971	9606.ENSP00000231487	19.6
9606.ENSP00000217971	9606.ENSP00000299218	16.5
9606.ENSP00000217971	9606.ENSP00000326804	18.5
9606.ENSP00000220584	10258.Q6TVJ1_ORFSA	18.9
9606.ENSP00000220584	9606.ENSP00000299218	21.2
9606.ENSP00000225972	10258.Q6TVJ1_ORFSA	17.3
9606.ENSP00000225972	10258.Q6TVJ4_ORFSA	18.9
9606.ENSP00000225972	10258.Q6TVJ7_ORFSA	17.3
9606.ENSP00000225972	9606.ENSP00000299218	19.6
9606.ENSP00000227378	9606.ENSP00000326804	20.0
9606.ENSP00000228318	10258.Q6TVJ2_ORFSA	23.1
9606.ENSP00000228318	10258.Q6TVJ7_ORFSA	17.7
9606.ENSP00000228318	9606.ENSP00000299218	18.9
9606.ENSP00000228318	9606.ENSP00000326804	18.1
9606.ENSP00000233616	10258.Q6TVJ4_ORFSA	18.5
9606.ENSP00000233616	9606.ENSP00000216225	23.1
9606.ENSP00000233616	9606.ENSP00000299218	20.4
9606.ENSP00000233616	9606.ENSP00000326804	20.4
9606.ENSP00000235090	10258.Q6TVJ1_ORFSA	19.2
9606.ENSP00000235090	10258.Q6TVJ7_ORFSA	18.1
9606.ENSP00000235090	9606.ENSP00000216225	17.7
9606.ENSP00000238081	10258.Q6TVJ4_ORFSA	19.2
9606.ENSP00000238081	10258.Q6TVJ7_ORFSA	17.7
9606.ENSP00000238081	9606.ENSP00000299218	19.2
9606.ENSP00000243253	10258.Q6TVJ1_ORFSA	18.9
9606.ENSP00000243253	10258.Q6TVJ7_ORFSA	21.9
9606.ENSP00000243253	10258.Q6TVW2_ORFSA	18.9
9606.ENSP00000243253	9606.ENSP00000299218	18.5
9606.ENSP00000243253	9606.ENSP00000326804	19.2
9606.ENSP00000246117	10258.Q6TVJ1_ORFSA	18.9
9606.ENSP00000246117	10258.Q6TVJ2_ORFSA	19.2
9606.ENSP00000246117	10258.Q6TVJ4_ORFSA	18.1
9606.ENSP00000246117	10258.Q6TVW2_ORFSA	18.9
9606.ENSP00000246957	10258.Q6TVJ4_ORFSA	18.9
9606.ENSP00000246957	9606.ENSP00000216225	19.2
9606.ENSP00000246957	9606.ENSP00000299218	20.8
9606.ENSP00000247461	10258.Q6TVJ1_ORFSA	21.6
9606.ENSP00000247461	9606.ENSP00000216225	20.0
9606.ENSP00000247461	9606.ENSP00000299218	18.5
9606.ENSP00000247461	9606.ENSP00000326804	18.5
9606.ENSP00000249923	10258.Q6TVJ1_ORFSA	19.6
9606.ENSP00000249923	10258.Q6TVJ2_ORFSA	18.9
9606.ENSP00000249923	9606.ENSP00000299218	26.6
9606.ENSP00000249923	9606.ENSP00000326804	20.0
9606.ENSP00000251527	10258.Q6TVJ2_ORFSA	20.4
9606.ENSP00000251527	9606.ENSP00000326804	19.6
9606.ENSP00000251871	9606.ENSP00000216225	22.7
9606.ENSP00000251871	9606.ENSP00000299218	19.6
9606.ENSP00000252785	10258.Q6TVJ4_ORFSA	19.2
9606.ENSP00000252785	10258.Q6TVJ7_ORFSA	17.7
9606.ENSP00000252785	9606.ENSP00000299218	17.3
9606.ENSP00000253024	9606.ENSP00000299218	22.3
9606.ENSP00000254508	9606.ENSP00000299218	25.0
9606.ENSP00000254508	9606.ENSP00000326804	21.6
9606.ENSP00000256079	10258.Q6TVJ2_ORFSA	19.2
9606.ENSP00000256079	10258.Q6TVJ7_ORFSA	21.9
9606.ENSP00000256079	10258.Q6TVW2_ORFSA	19.2
9606.ENSP00000256079	9606.ENSP00000299218	20.0
9606.ENSP00000256079	9606.ENSP00000326804	21.9
9606.ENSP00000256496	10258.Q6TVJ7_ORFSA	16.2
9606.ENSP00000256496	9606.ENSP00000299218	22.3
9606.ENSP00000257604	9606.ENSP00000231487	20.4
9606.ENSP00000257604	9606.ENSP00000299218	21.9
9606.ENSP00000258198	10258.Q6TVJ7_ORFSA	21.6
9606.ENSP00000258198	9606.ENSP00000299218	18.1
9606.ENSP00000258198	9606.ENSP00000326804	19.2
9606.ENSP00000258648	9606.ENSP00000299218	17.3
9606.ENSP00000258648	9606.ENSP00000326804	16.9
9606.ENSP00000260665	10258.Q6TVJ7_ORFSA	20.4
9606.ENSP00000260665	9606.ENSP00000299218	21.6
9606.ENSP00000261183	9606.ENSP00000299218	19.2
9606.ENSP00000261183	9606.ENSP00000326804	18.9
9606.ENSP00000261622	9606.ENSP00000299218	25.8
9606.ENSP00000261622	9606.ENSP00000326804	19.2
9606.ENSP00000261776	10258.Q6TVW2_ORFSA	27.7
9606.ENSP00000261776	9606.ENSP00000299218	37.0
9606.ENSP00000261875	9606.ENSP00000231487	17.7
9606.ENSP00000261875	9606.ENSP00000299218	18.9
9606.ENSP00000261875	9606.ENSP00000326804	21.2
9606.ENSP00000261890	10258.Q6TVJ2_ORFSA	18.9
9606.ENSP00000261890	10258.Q6TVW2_ORFSA	17.7
9606.ENSP00000261942	10258.Q6TVJ1_ORFSA	18.1
9606.ENSP00000261942	10258.Q6TVJ2_ORFSA	17.7
9606.ENSP00000261942	10258.Q6TVJ4_ORFSA	21.6
9606.ENSP00000261942	10258.Q6TVJ7_ORFSA	19.6
9606.ENSP00000261942	9606.ENSP00000299218	18.5
9606.ENSP00000262030	10258.Q6TVW2_ORFSA	20.4
9606.ENSP00000262030	9606.ENSP00000326804	19.2
9606.ENSP00000262215	10258.Q6TVJ1_ORFSA	20.4
9606.ENSP00000262215	10258.Q6TVJ2_ORFSA	21.6
9606.ENSP00000262215	10258.Q6TVJ7_ORFSA	22.7
9606.ENSP00000262215	9606.ENSP00000326804	20.4
9606.ENSP00000262554	10258.Q6TVJ4_ORFSA	18.1
9606.ENSP00000262554	10258.Q6TVJ7_ORFSA	17.7
9606.ENSP00000262554	9606.ENSP00000299218	17.7
9606.ENSP00000262646	10258.Q6TVJ1_ORFSA	20.0
9606.ENSP00000262646	10258.Q6TVJ7_ORFSA	16.9
9606.ENSP00000262646	9606.ENSP00000299218	17.7
9606.ENSP00000262854	10258.Q6TVJ7_ORFSA	25.0
9606.ENSP00000262854	9606.ENSP00000299218	21.6
9606.ENSP00000263205	10258.Q6TVJ4_ORFSA	24.6
9606.ENSP00000263205	9606.ENSP00000299218	23.1
9606.ENSP00000263390	10258.Q6TVJ1_ORFSA	18.1
9606.ENSP00000263390	10258.Q6TVJ2_ORFSA	20.0
9606.ENSP00000263390	10258.Q6TVJ7_ORFSA	19.6
9606.ENSP00000263390	9606.ENSP00000299218	18.5
9606.ENSP00000263774	9606.ENSP00000299218	21.2
9606.ENSP00000264167	10258.Q6TVJ2_ORFSA	18.1
9606.ENSP00000264167	10258.Q6TVJ4_ORFSA	20.4
9606.ENSP00000264167	10258.Q6TVW2_ORFSA	19.2
9606.ENSP00000264167	9606.ENSP00000216225	26.9
9606.ENSP00000264167	9606.ENSP00000299218	19.6
9606.ENSP00000264167	9606.ENSP00000326804	18.9
9606.ENSP00000264279	9606.ENSP00000299218	18.1
9606.ENSP00000264279	9606.ENSP00000326804	18.5
9606.ENSP00000264335	10258.Q6TVJ2_ORFSA	21.2
9606.ENSP00000264380	10258.Q6TVJ1_ORFSA	21.6
9606.ENSP00000264380	9606.ENSP00000299218	20.4
9606.ENSP00000264705	10258.Q6TVJ4_ORFSA	20.4
9606.ENSP00000264705	10258.Q6TVW2_ORFSA	25.4
9606.ENSP00000264705	9606.ENSP00000299218	22.7
9606.ENSP00000264705	9606.ENSP00000326804	20.0
9606.ENSP00000265062	9606.ENSP00000231487	16.2
9606.ENSP00000265350	10258.Q6TVJ1_ORFSA	19.2
9606.ENSP00000265350	10258.Q6TVW2_ORFSA	20.0
9606.ENSP00000265351	10258.Q6TVJ1_ORFSA	19.2
