qseqid	sseqid	bitscore
11320.HEMA_I34A1	9606.ENSP00000245503	30.4
11320.HEMA_I34A1	9606.ENSP00000261973	25.4
11320.HEMA_I34A1	9606.ENSP00000282412	27.3
11320.HEMA_I34A1	9606.ENSP00000339957	25.4
11320.HEMA_I34A1	9606.ENSP00000344460	26.2
11320.HEMA_I34A1	9606.ENSP00000371419	25.0
11320.HEMA_I34A1	9606.ENSP00000414202	25.0
11320.M1_I34A1	9606.ENSP00000233838	24.6
11320.M1_I34A1	9606.ENSP00000284273	24.3
11320.M1_I34A1	9606.ENSP00000290341	24.3
11320.M1_I34A1	9606.ENSP00000383892	23.9
11320.M1_I34A1	9606.ENSP00000407685	23.5
11320.M2_I34A1	9606.ENSP00000308369	21.9
11320.M2_I34A1	9606.ENSP00000320866	22.3
11320.M2_I34A1	9606.ENSP00000339299	23.1
11320.M2_I34A1	9606.ENSP00000348901	21.6
11320.M2_I34A1	9606.ENSP00000355180	22.3
11320.M2_I34A1	9606.ENSP00000377502	22.7
11320.M2_I34A1	9606.ENSP00000389934	21.9
11320.M2_I34A1	9606.ENSP00000406229	21.6
11320.M2_I34A1	9606.ENSP00000428288	22.7
11320.NCAP_I34A1	9606.ENSP00000333982	26.2
11320.NCAP_I34A1	9606.ENSP00000365725	27.3
11320.NCAP_I34A1	9606.ENSP00000389934	24.6
11320.NCAP_I34A1	9606.ENSP00000399259	24.6
11320.NCAP_I34A1	9606.ENSP00000416097	25.0
11320.NEP_I34A1	9606.ENSP00000261597	23.1
11320.NEP_I34A1	9606.ENSP00000262776	22.3
11320.NEP_I34A1	9606.ENSP00000283195	23.5
11320.NEP_I34A1	9606.ENSP00000295550	21.9
11320.NEP_I34A1	9606.ENSP00000300527	21.9
11320.NEP_I34A1	9606.ENSP00000320949	23.5
11320.NEP_I34A1	9606.ENSP00000344577	27.7
11320.NEP_I34A1	9606.ENSP00000347532	23.5
11320.NEP_I34A1	9606.ENSP00000354045	22.3
11320.NEP_I34A1	9606.ENSP00000379612	24.3
11320.NEP_I34A1	9606.ENSP00000447300	26.2
11320.NRAM_I34A1	9606.ENSP00000258341	24.6
11320.NRAM_I34A1	9606.ENSP00000263388	25.4
11320.NRAM_I34A1	9606.ENSP00000294258	25.4
11320.NRAM_I34A1	9606.ENSP00000320309	24.3
11320.NRAM_I34A1	9606.ENSP00000331831	24.3
11320.NRAM_I34A1	9606.ENSP00000430333	28.1
11320.NS1_I34A1	9606.ENSP00000359665	25.0
11320.NS1_I34A1	9606.ENSP00000368612	23.9
11320.NS1_I34A1	9606.ENSP00000406229	23.9
11320.PA_I34A1	9606.ENSP00000240316	25.0
11320.PA_I34A1	9606.ENSP00000363054	25.4
11320.PA_I34A1	9606.ENSP00000363338	26.6
11320.PA_I34A1	9606.ENSP00000365643	25.8
11320.PA_I34A1	9606.ENSP00000377941	28.9
11320.PA_I34A1	9606.ENSP00000388731	27.3
11320.PB2_I34A1	9606.ENSP00000261667	28.1
11320.PB2_I34A1	9606.ENSP00000295550	25.4
11320.PB2_I34A1	9606.ENSP00000306983	26.6
11320.RDRP_I34A1	9606.ENSP00000339723	26.6
11320.RDRP_I34A1	9606.ENSP00000432768	26.9
9606.ENSP00000005340	9606.ENSP00000005340	1487.0
9606.ENSP00000005340	9606.ENSP00000260130	25.8
9606.ENSP00000005340	9606.ENSP00000262193	28.1
9606.ENSP00000005340	9606.ENSP00000263925	49.3
9606.ENSP00000005340	9606.ENSP00000269571	26.6
9606.ENSP00000005340	9606.ENSP00000324532	29.6
9606.ENSP00000005340	9606.ENSP00000345731	53.5
9606.ENSP00000005340	9606.ENSP00000389427	25.4
9606.ENSP00000009530	9606.ENSP00000009530	617.0
9606.ENSP00000009530	9606.ENSP00000265729	23.5
9606.ENSP00000009530	9606.ENSP00000269571	27.7
9606.ENSP00000009530	9606.ENSP00000269593	35.4
9606.ENSP00000009530	9606.ENSP00000276202	25.8
9606.ENSP00000009530	9606.ENSP00000320949	23.9
9606.ENSP00000009530	9606.ENSP00000364403	24.6
9606.ENSP00000009530	9606.ENSP00000377941	26.6
9606.ENSP00000009530	9606.ENSP00000389087	24.3
9606.ENSP00000009530	9606.ENSP00000411096	27.3
9606.ENSP00000168216	9606.ENSP00000216500	46.2
9606.ENSP00000168216	9606.ENSP00000219439	38.9
9606.ENSP00000168216	9606.ENSP00000370648	31.6
9606.ENSP00000168216	9606.ENSP00000385083	67.4
9606.ENSP00000168216	9606.ENSP00000457230	30.4
9606.ENSP00000196551	9606.ENSP00000182096	24.6
9606.ENSP00000196551	9606.ENSP00000196551	424.0
9606.ENSP00000200457	9606.ENSP00000228307	85.1
9606.ENSP00000200457	9606.ENSP00000253754	45.1
9606.ENSP00000200457	9606.ENSP00000256194	25.0
9606.ENSP00000200457	9606.ENSP00000280772	25.0
9606.ENSP00000200457	9606.ENSP00000310309	74.7
9606.ENSP00000200457	9606.ENSP00000310901	42.7
9606.ENSP00000200457	9606.ENSP00000318089	379.0
9606.ENSP00000200457	9606.ENSP00000321746	70.1
9606.ENSP00000200457	9606.ENSP00000322909	58.9
9606.ENSP00000200457	9606.ENSP00000323929	24.6
9606.ENSP00000200457	9606.ENSP00000324422	250.0
9606.ENSP00000200457	9606.ENSP00000328521	25.4
9606.ENSP00000200457	9606.ENSP00000334153	25.4
9606.ENSP00000200457	9606.ENSP00000339299	33.9
9606.ENSP00000200457	9606.ENSP00000345656	28.9
9606.ENSP00000200457	9606.ENSP00000348099	71.2
9606.ENSP00000200457	9606.ENSP00000350937	50.1
9606.ENSP00000200457	9606.ENSP00000378332	83.2
9606.ENSP00000200457	9606.ENSP00000401514	24.6
9606.ENSP00000200457	9606.ENSP00000432768	31.2
9606.ENSP00000202773	9606.ENSP00000316357	24.3
9606.ENSP00000202773	9606.ENSP00000337688	24.6
9606.ENSP00000202773	9606.ENSP00000365725	25.4
9606.ENSP00000215071	10376.KITH_EBVB9	27.3
9606.ENSP00000215071	10376.UL07_EBVB9	25.4
9606.ENSP00000215071	9606.ENSP00000215071	724.0
9606.ENSP00000215071	9606.ENSP00000256646	24.3
9606.ENSP00000215071	9606.ENSP00000274276	24.6
9606.ENSP00000215071	9606.ENSP00000396937	24.3
9606.ENSP00000215071	9606.ENSP00000416097	24.3
9606.ENSP00000215754	10376.BRRF1_EBVB9	23.9
9606.ENSP00000215754	9606.ENSP00000205061	23.1
9606.ENSP00000215754	9606.ENSP00000262027	23.1
9606.ENSP00000215754	9606.ENSP00000276202	21.9
9606.ENSP00000215754	9606.ENSP00000338523	22.3
9606.ENSP00000215754	9606.ENSP00000345892	22.7
9606.ENSP00000215754	9606.ENSP00000348965	22.7
9606.ENSP00000215829	9606.ENSP00000233838	23.1
9606.ENSP00000215829	9606.ENSP00000249923	21.9
9606.ENSP00000215829	9606.ENSP00000294168	24.3
9606.ENSP00000215829	9606.ENSP00000303351	29.3
9606.ENSP00000215829	9606.ENSP00000339958	25.4
9606.ENSP00000215829	9606.ENSP00000363397	23.1
9606.ENSP00000215829	9606.ENSP00000401514	26.6
9606.ENSP00000215829	9606.ENSP00000406229	26.2
9606.ENSP00000216038	9606.ENSP00000262375	25.0
9606.ENSP00000216038	9606.ENSP00000364764	27.3
9606.ENSP00000216038	9606.ENSP00000365462	24.6
9606.ENSP00000216122	9606.ENSP00000224140	27.7
9606.ENSP00000216122	9606.ENSP00000247668	25.4
9606.ENSP00000216122	9606.ENSP00000294543	25.8
9606.ENSP00000216122	9606.ENSP00000406229	26.6
9606.ENSP00000216181	9606.ENSP00000217971	26.9
9606.ENSP00000216181	9606.ENSP00000222399	29.3
9606.ENSP00000216181	9606.ENSP00000224140	26.9
9606.ENSP00000216181	9606.ENSP00000224237	30.8
9606.ENSP00000216181	9606.ENSP00000238256	27.3
9606.ENSP00000216181	9606.ENSP00000245503	1288.0
9606.ENSP00000216181	9606.ENSP00000253925	37.7
9606.ENSP00000216181	9606.ENSP00000258341	26.9
9606.ENSP00000216181	9606.ENSP00000258947	30.8
9606.ENSP00000216181	9606.ENSP00000260665	26.9
9606.ENSP00000216181	9606.ENSP00000261622	27.7
9606.ENSP00000216181	9606.ENSP00000262843	29.3
9606.ENSP00000216181	9606.ENSP00000265272	33.1
9606.ENSP00000216181	9606.ENSP00000269383	30.4
9606.ENSP00000216181	9606.ENSP00000274695	26.9
9606.ENSP00000216181	9606.ENSP00000283033	26.9
9606.ENSP00000216181	9606.ENSP00000299157	32.7
9606.ENSP00000216181	9606.ENSP00000299314	31.6
9606.ENSP00000216181	9606.ENSP00000323300	33.1
9606.ENSP00000216181	9606.ENSP00000324422	28.5
9606.ENSP00000216181	9606.ENSP00000324532	32.0
9606.ENSP00000216181	9606.ENSP00000329165	27.7
9606.ENSP00000216181	9606.ENSP00000333982	26.9
9606.ENSP00000216181	9606.ENSP00000342136	27.7
9606.ENSP00000216181	9606.ENSP00000345892	26.9
9606.ENSP00000216181	9606.ENSP00000346560	33.5
9606.ENSP00000216181	9606.ENSP00000347532	32.0
9606.ENSP00000216181	9606.ENSP00000347560	27.7
9606.ENSP00000216181	9606.ENSP00000351503	28.1
9606.ENSP00000216181	9606.ENSP00000358363	28.1
9606.ENSP00000216181	9606.ENSP00000363095	30.0
9606.ENSP00000216181	9606.ENSP00000366404	32.7
9606.ENSP00000216181	9606.ENSP00000379612	28.5
9606.ENSP00000216181	9606.ENSP00000380444	374.0
9606.ENSP00000216181	9606.ENSP00000401514	30.4
9606.ENSP00000216181	9606.ENSP00000404220	27.3
9606.ENSP00000216181	9606.ENSP00000440586	29.6
9606.ENSP00000216190	9606.ENSP00000300737	24.6
9606.ENSP00000216190	9606.ENSP00000368438	25.0
9606.ENSP00000216190	9606.ENSP00000401514	25.0
9606.ENSP00000216190	9606.ENSP00000432768	24.6
9606.ENSP00000216727	9606.ENSP00000262031	29.3
9606.ENSP00000216727	9606.ENSP00000263253	25.0
9606.ENSP00000216727	9606.ENSP00000316357	26.6
9606.ENSP00000216727	9606.ENSP00000318195	37.7
9606.ENSP00000216727	9606.ENSP00000322926	25.4
9606.ENSP00000216727	9606.ENSP00000325376	30.0
9606.ENSP00000216727	9606.ENSP00000341826	40.8
9606.ENSP00000216727	9606.ENSP00000348965	26.6
9606.ENSP00000216727	9606.ENSP00000356257	25.0
9606.ENSP00000216727	9606.ENSP00000357196	25.8
9606.ENSP00000216727	9606.ENSP00000358635	34.7
9606.ENSP00000216727	9606.ENSP00000359645	33.5
9606.ENSP00000216727	9606.ENSP00000369677	24.3
9606.ENSP00000216727	9606.ENSP00000372193	23.9
9606.ENSP00000216727	9606.ENSP00000407509	27.7
9606.ENSP00000216727	9606.ENSP00000432768	29.3
9606.ENSP00000217182	9606.ENSP00000237289	26.2
9606.ENSP00000217182	9606.ENSP00000261168	26.6
9606.ENSP00000217182	9606.ENSP00000262375	25.0
9606.ENSP00000217182	9606.ENSP00000263409	27.3
9606.ENSP00000217182	9606.ENSP00000332756	24.6
9606.ENSP00000217182	9606.ENSP00000357879	25.8
9606.ENSP00000217182	9606.ENSP00000360184	27.3
9606.ENSP00000217182	9606.ENSP00000376472	25.0
9606.ENSP00000218348	9606.ENSP00000264018	26.9
9606.ENSP00000218348	9606.ENSP00000296978	30.0
9606.ENSP00000218348	9606.ENSP00000312042	27.7
9606.ENSP00000218348	9606.ENSP00000316357	59.7
9606.ENSP00000218348	9606.ENSP00000324532	27.7
9606.ENSP00000218348	9606.ENSP00000339957	55.5
9606.ENSP00000218348	9606.ENSP00000339958	28.1
9606.ENSP00000218348	9606.ENSP00000354238	26.6
9606.ENSP00000218348	9606.ENSP00000355890	26.2
9606.ENSP00000218348	9606.ENSP00000359000	26.2
9606.ENSP00000218348	9606.ENSP00000362299	27.3
9606.ENSP00000219473	9606.ENSP00000316357	59.7
9606.ENSP00000219473	9606.ENSP00000339957	49.7
9606.ENSP00000219473	9606.ENSP00000347872	25.8
9606.ENSP00000219473	9606.ENSP00000433352	25.8
9606.ENSP00000220429	9606.ENSP00000222399	24.6
9606.ENSP00000220429	9606.ENSP00000224140	28.5
