qseqid	sseqid	ppos
337051.VE2_HPV05	9606.ENSP00000253024	37.68
337051.VE2_HPV05	9606.ENSP00000314030	50.0
337051.VE2_HPV05	9606.ENSP00000336725	43.48
337051.VE2_HPV05	9606.ENSP00000337632	60.71
337051.VE2_HPV05	9606.ENSP00000360645	70.59
337051.VE6_HPV05	9606.ENSP00000254108	70.0
337051.VE6_HPV05	9606.ENSP00000300107	50.0
337051.VE6_HPV05	9606.ENSP00000302961	65.22
337051.VE6_HPV05	9606.ENSP00000307078	55.88
337051.VE6_HPV05	9606.ENSP00000317985	90.91
337051.VE7_HPV05	9606.ENSP00000243563	38.24
337051.VE7_HPV05	9606.ENSP00000284694	33.33
337051.VE7_HPV05	9606.ENSP00000299767	72.73
337051.VE7_HPV05	9606.ENSP00000300107	53.85
337051.VE7_HPV05	9606.ENSP00000314030	47.62
337051.VE7_HPV05	9606.ENSP00000335153	53.85
337051.VE7_HPV05	9606.ENSP00000337804	81.82
337051.VE7_HPV05	9606.ENSP00000360645	53.12
337051.VE7_HPV05	9606.ENSP00000375863	100.0
9606.ENSP00000005226	9606.ENSP00000217182	45.83
9606.ENSP00000005226	9606.ENSP00000265056	47.92
9606.ENSP00000005226	9606.ENSP00000317334	61.54
9606.ENSP00000005226	9606.ENSP00000317985	57.14
9606.ENSP00000005226	9606.ENSP00000343966	65.38
9606.ENSP00000080059	9606.ENSP00000299767	61.29
9606.ENSP00000190165	9606.ENSP00000265028	37.88
9606.ENSP00000190165	9606.ENSP00000318115	50.0
9606.ENSP00000190165	9606.ENSP00000375863	52.94
9606.ENSP00000204517	9606.ENSP00000216181	56.52
9606.ENSP00000204517	9606.ENSP00000240851	66.67
9606.ENSP00000204517	9606.ENSP00000272322	49.3
9606.ENSP00000204517	9606.ENSP00000304592	50.0
9606.ENSP00000204517	9606.ENSP00000310670	51.61
9606.ENSP00000204517	9606.ENSP00000316357	44.44
9606.ENSP00000204517	9606.ENSP00000343966	47.54
9606.ENSP00000204517	9606.ENSP00000354346	51.43
9606.ENSP00000204517	9606.ENSP00000424838	47.27
9606.ENSP00000216122	9606.ENSP00000249923	43.9
9606.ENSP00000216122	9606.ENSP00000265056	50.34
9606.ENSP00000216122	9606.ENSP00000300107	45.24
9606.ENSP00000216122	9606.ENSP00000358695	43.68
9606.ENSP00000216122	9606.ENSP00000473172	54.76
9606.ENSP00000221561	9606.ENSP00000216181	50.0
9606.ENSP00000221561	9606.ENSP00000249923	43.48
9606.ENSP00000221561	9606.ENSP00000312735	38.54
9606.ENSP00000221561	9606.ENSP00000375863	52.63
9606.ENSP00000222511	9606.ENSP00000217182	54.76
9606.ENSP00000222511	9606.ENSP00000217426	59.09
9606.ENSP00000222511	9606.ENSP00000307078	63.16
9606.ENSP00000222511	9606.ENSP00000317985	50.0
9606.ENSP00000222511	9606.ENSP00000321845	47.5
9606.ENSP00000222511	9606.ENSP00000330054	48.75
9606.ENSP00000222511	9606.ENSP00000377176	45.45
9606.ENSP00000222511	9606.ENSP00000377958	43.9
9606.ENSP00000222511	9606.ENSP00000379475	41.94
9606.ENSP00000225688	9606.ENSP00000216181	52.73
9606.ENSP00000225688	9606.ENSP00000217182	65.38
9606.ENSP00000225688	9606.ENSP00000284694	48.72
9606.ENSP00000225688	9606.ENSP00000318115	48.78
9606.ENSP00000225688	9606.ENSP00000330054	65.38
9606.ENSP00000225688	9606.ENSP00000346067	42.55
9606.ENSP00000225688	9606.ENSP00000370109	91.67
9606.ENSP00000225688	9606.ENSP00000380033	57.14
9606.ENSP00000225688	9606.ENSP00000380734	48.84
9606.ENSP00000225688	9606.ENSP00000424838	47.13
9606.ENSP00000225737	9606.ENSP00000249923	48.72
9606.ENSP00000225737	9606.ENSP00000316357	46.81
9606.ENSP00000225737	9606.ENSP00000317985	50.0
9606.ENSP00000225737	9606.ENSP00000328410	41.98
9606.ENSP00000225737	9606.ENSP00000354346	60.71
9606.ENSP00000225737	9606.ENSP00000360645	57.89
9606.ENSP00000228307	9606.ENSP00000217426	41.07
9606.ENSP00000228307	9606.ENSP00000253024	50.0
9606.ENSP00000228307	9606.ENSP00000262375	40.24
9606.ENSP00000228307	9606.ENSP00000335153	58.82
9606.ENSP00000228307	9606.ENSP00000347329	39.45
9606.ENSP00000228307	9606.ENSP00000354346	38.89
9606.ENSP00000228307	9606.ENSP00000473172	43.75
9606.ENSP00000229854	9606.ENSP00000265056	52.15
9606.ENSP00000229854	9606.ENSP00000300107	62.07
9606.ENSP00000229854	9606.ENSP00000301071	45.61
9606.ENSP00000229854	9606.ENSP00000301072	45.61
9606.ENSP00000229854	9606.ENSP00000314949	72.22
9606.ENSP00000229854	9606.ENSP00000322542	42.86
9606.ENSP00000229854	9606.ENSP00000336725	51.72
9606.ENSP00000229854	9606.ENSP00000340019	59.18
9606.ENSP00000229854	9606.ENSP00000360645	38.46
9606.ENSP00000229854	9606.ENSP00000382840	51.72
9606.ENSP00000230340	9606.ENSP00000304592	42.19
9606.ENSP00000230340	9606.ENSP00000310670	48.0
9606.ENSP00000230340	9606.ENSP00000318115	51.52
9606.ENSP00000230340	9606.ENSP00000336725	41.59
9606.ENSP00000230340	9606.ENSP00000347329	42.68
9606.ENSP00000231004	9606.ENSP00000240851	57.89
9606.ENSP00000231004	9606.ENSP00000369654	50.0
9606.ENSP00000231004	9606.ENSP00000382840	50.0
9606.ENSP00000233331	9606.ENSP00000314030	41.67
9606.ENSP00000233331	9606.ENSP00000337804	44.12
9606.ENSP00000233331	9606.ENSP00000369127	49.09
9606.ENSP00000237536	9606.ENSP00000216181	44.32
9606.ENSP00000237536	9606.ENSP00000304592	47.17
9606.ENSP00000237536	9606.ENSP00000307078	64.71
9606.ENSP00000237536	9606.ENSP00000317985	47.58
9606.ENSP00000237536	9606.ENSP00000377958	59.09
9606.ENSP00000239666	9606.ENSP00000216181	43.75
9606.ENSP00000239666	9606.ENSP00000262375	51.85
9606.ENSP00000239666	9606.ENSP00000280326	53.33
9606.ENSP00000239666	9606.ENSP00000304592	59.09
9606.ENSP00000239666	9606.ENSP00000349168	66.67
9606.ENSP00000239666	9606.ENSP00000355086	53.85
9606.ENSP00000239882	9606.ENSP00000216181	42.86
9606.ENSP00000239882	9606.ENSP00000253792	52.78
9606.ENSP00000239882	9606.ENSP00000304592	38.33
9606.ENSP00000239882	9606.ENSP00000314949	65.22
9606.ENSP00000239882	9606.ENSP00000377176	56.52
9606.ENSP00000239940	9606.ENSP00000325875	71.43
9606.ENSP00000239940	9606.ENSP00000335153	71.43
9606.ENSP00000239940	9606.ENSP00000337804	88.89
9606.ENSP00000245615	9606.ENSP00000272322	60.0
9606.ENSP00000245615	9606.ENSP00000321845	57.14
9606.ENSP00000245615	9606.ENSP00000347329	41.51
9606.ENSP00000257118	9606.ENSP00000216181	55.17
9606.ENSP00000257118	9606.ENSP00000253024	43.24
9606.ENSP00000257118	9606.ENSP00000300107	54.39
9606.ENSP00000257118	9606.ENSP00000312735	42.86
9606.ENSP00000257118	9606.ENSP00000349168	42.35
9606.ENSP00000257118	9606.ENSP00000361927	42.35
9606.ENSP00000257604	9606.ENSP00000216181	63.89
9606.ENSP00000257604	9606.ENSP00000217182	55.56
9606.ENSP00000257604	9606.ENSP00000316357	58.33
9606.ENSP00000257604	9606.ENSP00000330054	52.78
9606.ENSP00000257604	9606.ENSP00000424838	60.0
9606.ENSP00000258105	9606.ENSP00000262746	55.56
9606.ENSP00000258105	9606.ENSP00000301522	53.57
9606.ENSP00000258105	9606.ENSP00000321845	43.75
9606.ENSP00000260130	35305.NSS_BUNL8	59.26
9606.ENSP00000260130	9606.ENSP00000312735	52.63
9606.ENSP00000260130	9606.ENSP00000316357	40.54
9606.ENSP00000260130	9606.ENSP00000317985	45.45
9606.ENSP00000260187	9606.ENSP00000316357	63.64
9606.ENSP00000260187	9606.ENSP00000337804	41.67
9606.ENSP00000260187	9606.ENSP00000369654	63.16
9606.ENSP00000260324	9606.ENSP00000314949	61.9
9606.ENSP00000260324	9606.ENSP00000322542	66.67
9606.ENSP00000260665	9606.ENSP00000216181	42.25
9606.ENSP00000260665	9606.ENSP00000217182	60.87
9606.ENSP00000260665	9606.ENSP00000249923	55.56
9606.ENSP00000260665	9606.ENSP00000262375	57.14
9606.ENSP00000260665	9606.ENSP00000284694	56.0
9606.ENSP00000260665	9606.ENSP00000304592	80.0
9606.ENSP00000260665	9606.ENSP00000330054	60.87
9606.ENSP00000260665	9606.ENSP00000335153	68.75
9606.ENSP00000260665	9606.ENSP00000347329	68.0
9606.ENSP00000260665	9606.ENSP00000375863	55.56
9606.ENSP00000260665	9606.ENSP00000377958	66.67
9606.ENSP00000260665	9606.ENSP00000380033	62.5
9606.ENSP00000261182	9606.ENSP00000284694	53.85
9606.ENSP00000261182	9606.ENSP00000301072	40.16
9606.ENSP00000261182	9606.ENSP00000304592	66.67
9606.ENSP00000261182	9606.ENSP00000336725	61.29
9606.ENSP00000261182	9606.ENSP00000349168	56.41
9606.ENSP00000261182	9606.ENSP00000380734	51.85
9606.ENSP00000261182	9606.ENSP00000382840	61.29
9606.ENSP00000261683	9606.ENSP00000262375	61.54
9606.ENSP00000262041	9606.ENSP00000301071	55.88
9606.ENSP00000262041	9606.ENSP00000301072	55.88
9606.ENSP00000262041	9606.ENSP00000302961	40.62
9606.ENSP00000262041	9606.ENSP00000316357	48.15
9606.ENSP00000262041	9606.ENSP00000317985	50.0
9606.ENSP00000262041	9606.ENSP00000348442	47.5
9606.ENSP00000262041	9606.ENSP00000424838	58.06
9606.ENSP00000262077	9606.ENSP00000225792	39.68
9606.ENSP00000262077	9606.ENSP00000253792	50.0
9606.ENSP00000262077	9606.ENSP00000321845	45.76
9606.ENSP00000262077	9606.ENSP00000329002	38.27
9606.ENSP00000262077	9606.ENSP00000369127	100.0
9606.ENSP00000262367	9606.ENSP00000253792	43.24
9606.ENSP00000262367	9606.ENSP00000310670	62.5
9606.ENSP00000262367	9606.ENSP00000316357	37.01
9606.ENSP00000262367	9606.ENSP00000325875	66.67
9606.ENSP00000262367	9606.ENSP00000338477	54.55
9606.ENSP00000262367	9606.ENSP00000473172	42.31
9606.ENSP00000262375	9606.ENSP00000217182	50.0
9606.ENSP00000262375	9606.ENSP00000217426	46.67
9606.ENSP00000262375	9606.ENSP00000262375	100.0
9606.ENSP00000262375	9606.ENSP00000265028	42.69
9606.ENSP00000262375	9606.ENSP00000299767	50.0
9606.ENSP00000262375	9606.ENSP00000304592	60.0
9606.ENSP00000262375	9606.ENSP00000307078	53.45
9606.ENSP00000262375	9606.ENSP00000314030	46.09
9606.ENSP00000262375	9606.ENSP00000317985	65.0
9606.ENSP00000262375	9606.ENSP00000330054	50.0
9606.ENSP00000262375	9606.ENSP00000337804	44.0
9606.ENSP00000262375	9606.ENSP00000338477	48.28
9606.ENSP00000262375	9606.ENSP00000369127	44.39
9606.ENSP00000262887	9606.ENSP00000262375	53.85
9606.ENSP00000262887	9606.ENSP00000302961	73.68
9606.ENSP00000262887	9606.ENSP00000316357	47.37
9606.ENSP00000262887	9606.ENSP00000318115	60.0
9606.ENSP00000262887	9606.ENSP00000354346	46.51
9606.ENSP00000262887	9606.ENSP00000360645	48.48
9606.ENSP00000263253	9606.ENSP00000265028	53.57
9606.ENSP00000263253	9606.ENSP00000302961	54.93
9606.ENSP00000263253	9606.ENSP00000316357	45.0
9606.ENSP00000263253	9606.ENSP00000330054	50.0
9606.ENSP00000263253	9606.ENSP00000335153	46.3
9606.ENSP00000263253	9606.ENSP00000338477	56.82
9606.ENSP00000263253	9606.ENSP00000347329	43.44
9606.ENSP00000263468	9606.ENSP00000217426	60.0
9606.ENSP00000263468	9606.ENSP00000300107	63.16
9606.ENSP00000263468	9606.ENSP00000302961	46.55
9606.ENSP00000263468	9606.ENSP00000336725	43.08
9606.ENSP00000263468	9606.ENSP00000370109	54.55
9606.ENSP00000263925	9606.ENSP00000253024	53.57
9606.ENSP00000263925	9606.ENSP00000300107	57.14
9606.ENSP00000263925	9606.ENSP00000304592	41.94
9606.ENSP00000263925	9606.ENSP00000312735	61.9
9606.ENSP00000263925	9606.ENSP00000321845	44.07
9606.ENSP00000263925	9606.ENSP00000337804	54.84
