qseqid	sseqid	ppos
337041.VE1_HPV16	9606.ENSP00000297954	69.23
337041.VE1_HPV16	9606.ENSP00000346667	68.0
337041.VE5_HPV16	10245.B8_VACCW	55.17
337041.VE5_HPV16	9606.ENSP00000295598	57.14
337041.VE6_HPV16	9606.ENSP00000297954	64.29
337041.VE6_HPV16	9606.ENSP00000357459	61.54
337041.VE7_HPV16	9606.ENSP00000268712	81.25
337041.VE7_HPV16	9606.ENSP00000297954	87.5
337041.VE7_HPV16	9606.ENSP00000311997	40.23
337041.VE7_HPV16	9606.ENSP00000316357	50.0
337041.VE7_HPV16	9606.ENSP00000344789	58.33
337041.VE7_HPV16	9606.ENSP00000354777	33.82
337041.VE7_HPV16	9606.ENSP00000357459	48.28
337041.VL1_HPV16	10245.N1_VACCW	37.33
337041.VL1_HPV16	9606.ENSP00000229277	72.22
337041.VL1_HPV16	9606.ENSP00000234590	72.22
337041.VL1_HPV16	9606.ENSP00000283179	46.05
337041.VL1_HPV16	9606.ENSP00000324105	73.33
337041.VL2_HPV16	10245.F1_VACCW	39.62
337041.VL2_HPV16	9606.ENSP00000263967	65.22
337041.VL2_HPV16	9606.ENSP00000281456	50.0
337041.VL2_HPV16	9606.ENSP00000358635	46.43
337041.VL2_HPV16	9606.ENSP00000360671	50.0
337041.VL2_HPV16	9606.ENSP00000398698	53.12
337041.VL2_HPV16	9606.ENSP00000419027	57.58
9606.ENSP00000012049	9606.ENSP00000259818	62.96
9606.ENSP00000012049	9606.ENSP00000297954	46.67
9606.ENSP00000012049	9606.ENSP00000309431	65.0
9606.ENSP00000012049	9606.ENSP00000328808	59.26
9606.ENSP00000012049	9606.ENSP00000339001	62.96
9606.ENSP00000012049	9606.ENSP00000341289	62.96
9606.ENSP00000012049	9606.ENSP00000369703	62.96
9606.ENSP00000158771	9606.ENSP00000222254	45.45
9606.ENSP00000158771	9606.ENSP00000269122	47.06
9606.ENSP00000158771	9606.ENSP00000274335	46.67
9606.ENSP00000158771	9606.ENSP00000313059	48.72
9606.ENSP00000158771	9606.ENSP00000341360	44.0
9606.ENSP00000158771	9606.ENSP00000384018	52.63
9606.ENSP00000158771	9606.ENSP00000419371	39.39
9606.ENSP00000162749	10245.C22L_VACCW	46.58
9606.ENSP00000162749	9606.ENSP00000311489	42.11
9606.ENSP00000162749	9606.ENSP00000337853	56.52
9606.ENSP00000162749	9606.ENSP00000346667	45.0
9606.ENSP00000162749	9606.ENSP00000349259	51.61
9606.ENSP00000166345	9606.ENSP00000233057	45.45
9606.ENSP00000166345	9606.ENSP00000353878	39.06
9606.ENSP00000166345	9606.ENSP00000356520	46.43
9606.ENSP00000175091	9606.ENSP00000268712	46.51
9606.ENSP00000175091	9606.ENSP00000289153	75.0
9606.ENSP00000175091	9606.ENSP00000307078	52.94
9606.ENSP00000175091	9606.ENSP00000371994	54.05
9606.ENSP00000175091	9606.ENSP00000384018	87.5
9606.ENSP00000175091	9606.ENSP00000404121	46.67
9606.ENSP00000175091	9606.ENSP00000430684	47.92
9606.ENSP00000185150	9606.ENSP00000301071	39.53
9606.ENSP00000185150	9606.ENSP00000301072	39.53
9606.ENSP00000185150	9606.ENSP00000324173	60.0
9606.ENSP00000185150	9606.ENSP00000346667	48.15
9606.ENSP00000185150	9606.ENSP00000369129	69.23
9606.ENSP00000185150	9606.ENSP00000384018	80.0
9606.ENSP00000199936	10245.VLTF3_VACCW	57.14
9606.ENSP00000199936	9606.ENSP00000430684	44.9
9606.ENSP00000217244	10245.KBTB1_VACCW	48.98
9606.ENSP00000217244	9606.ENSP00000233057	44.92
9606.ENSP00000217244	9606.ENSP00000242576	51.72
9606.ENSP00000217244	9606.ENSP00000256458	46.24
9606.ENSP00000217244	9606.ENSP00000269122	58.62
9606.ENSP00000217244	9606.ENSP00000297954	50.0
9606.ENSP00000217244	9606.ENSP00000313059	47.76
9606.ENSP00000217244	9606.ENSP00000346667	42.23
9606.ENSP00000217244	9606.ENSP00000358622	51.72
9606.ENSP00000217244	9606.ENSP00000359424	44.44
9606.ENSP00000217244	9606.ENSP00000375086	45.16
9606.ENSP00000217244	9606.ENSP00000430684	44.55
9606.ENSP00000217446	9606.ENSP00000354720	51.35
9606.ENSP00000218348	9606.ENSP00000269122	39.63
9606.ENSP00000218348	9606.ENSP00000311113	44.0
9606.ENSP00000218348	9606.ENSP00000313059	64.0
9606.ENSP00000218348	9606.ENSP00000316357	65.52
9606.ENSP00000218348	9606.ENSP00000349259	43.75
9606.ENSP00000219476	9606.ENSP00000302397	46.81
9606.ENSP00000219476	9606.ENSP00000307078	57.69
9606.ENSP00000219476	9606.ENSP00000344789	46.72
9606.ENSP00000219476	9606.ENSP00000349259	38.98
9606.ENSP00000221561	9606.ENSP00000222254	53.33
9606.ENSP00000221561	9606.ENSP00000262741	44.74
9606.ENSP00000221561	9606.ENSP00000346667	45.83
9606.ENSP00000222008	9606.ENSP00000268712	61.54
9606.ENSP00000222008	9606.ENSP00000299198	38.46
9606.ENSP00000222224	9606.ENSP00000222005	57.89
9606.ENSP00000222224	9606.ENSP00000316357	36.92
9606.ENSP00000222224	9606.ENSP00000324173	53.33
9606.ENSP00000222224	9606.ENSP00000353878	66.67
9606.ENSP00000222224	9606.ENSP00000354720	52.5
9606.ENSP00000222224	9606.ENSP00000354777	56.25
9606.ENSP00000222224	9606.ENSP00000371994	43.82
9606.ENSP00000222224	9606.ENSP00000404121	54.29
9606.ENSP00000222572	10245.KBTB1_VACCW	63.64
9606.ENSP00000222572	9606.ENSP00000302397	76.92
9606.ENSP00000222572	9606.ENSP00000313059	51.43
9606.ENSP00000222572	9606.ENSP00000382840	60.0
9606.ENSP00000223190	9606.ENSP00000307078	45.07
9606.ENSP00000223190	9606.ENSP00000311489	52.17
9606.ENSP00000223190	9606.ENSP00000313059	55.56
9606.ENSP00000223190	9606.ENSP00000324287	63.33
9606.ENSP00000223190	9606.ENSP00000357459	48.21
9606.ENSP00000223190	9606.ENSP00000419371	48.19
9606.ENSP00000223641	9606.ENSP00000297954	49.12
9606.ENSP00000223641	9606.ENSP00000309103	37.63
9606.ENSP00000223641	9606.ENSP00000371994	69.23
9606.ENSP00000225525	9606.ENSP00000234590	53.12
9606.ENSP00000225525	9606.ENSP00000324173	73.33
9606.ENSP00000225525	9606.ENSP00000349259	57.14
9606.ENSP00000227525	9606.ENSP00000251343	53.12
9606.ENSP00000227525	9606.ENSP00000302397	57.14
9606.ENSP00000227525	9606.ENSP00000340329	59.26
9606.ENSP00000227525	9606.ENSP00000349259	60.0
9606.ENSP00000227525	9606.ENSP00000404121	38.89
