qseqid	sseqid	bitscore
337051.VE2_HPV05	9606.ENSP00000311489	21.9
337051.VE2_HPV05	9606.ENSP00000313059	23.9
337051.VE2_HPV05	9606.ENSP00000340329	23.5
337051.VE2_HPV05	9606.ENSP00000344789	21.9
337051.VE6_HPV05	9606.ENSP00000268712	21.2
337051.VE6_HPV05	9606.ENSP00000295598	21.2
337051.VE6_HPV05	9606.ENSP00000302397	22.3
337051.VE6_HPV05	9606.ENSP00000346667	20.0
337051.VE6_HPV05	9606.ENSP00000358622	25.0
337051.VE6_HPV05	9606.ENSP00000384018	22.7
337051.VE7_HPV05	9606.ENSP00000295598	19.2
337051.VE7_HPV05	9606.ENSP00000302397	19.2
337051.VE7_HPV05	9606.ENSP00000313059	20.8
9606.ENSP00000005226	9606.ENSP00000217182	24.6
9606.ENSP00000005226	9606.ENSP00000297954	25.8
9606.ENSP00000005226	9606.ENSP00000311489	29.6
9606.ENSP00000005226	9606.ENSP00000313059	25.4
9606.ENSP00000005226	9606.ENSP00000346667	24.6
9606.ENSP00000005226	9606.ENSP00000361202	23.9
9606.ENSP00000005226	9606.ENSP00000384018	25.8
9606.ENSP00000005226	9606.ENSP00000430684	23.1
9606.ENSP00000080059	9606.ENSP00000222254	23.9
9606.ENSP00000080059	9606.ENSP00000263967	22.7
9606.ENSP00000080059	9606.ENSP00000268712	30.4
9606.ENSP00000080059	9606.ENSP00000357459	24.6
9606.ENSP00000080059	9606.ENSP00000369129	25.8
9606.ENSP00000190165	9606.ENSP00000346667	22.3
9606.ENSP00000190165	9606.ENSP00000349259	26.2
9606.ENSP00000204517	9606.ENSP00000229277	21.6
9606.ENSP00000204517	9606.ENSP00000311489	24.3
9606.ENSP00000204517	9606.ENSP00000316357	28.1
9606.ENSP00000204517	9606.ENSP00000354720	21.6
9606.ENSP00000204517	9606.ENSP00000369129	21.6
9606.ENSP00000204517	9606.ENSP00000371994	21.9
9606.ENSP00000204517	9606.ENSP00000419371	21.9
9606.ENSP00000216122	9606.ENSP00000263967	22.7
9606.ENSP00000216122	9606.ENSP00000299198	22.7
9606.ENSP00000216122	9606.ENSP00000344789	23.9
9606.ENSP00000221561	9606.ENSP00000222254	21.2
9606.ENSP00000221561	9606.ENSP00000262741	20.8
9606.ENSP00000221561	9606.ENSP00000346667	21.6
9606.ENSP00000222511	10245.F1_VACCW	21.6
9606.ENSP00000222511	9606.ENSP00000263967	23.5
9606.ENSP00000222511	9606.ENSP00000281456	26.6
9606.ENSP00000222511	9606.ENSP00000283179	25.8
9606.ENSP00000222511	9606.ENSP00000297954	26.9
9606.ENSP00000222511	9606.ENSP00000303373	22.3
9606.ENSP00000222511	9606.ENSP00000307078	21.9
9606.ENSP00000222511	9606.ENSP00000321389	22.3
9606.ENSP00000222511	9606.ENSP00000328484	20.8
9606.ENSP00000222511	9606.ENSP00000330054	25.4
9606.ENSP00000222511	9606.ENSP00000337853	22.3
9606.ENSP00000222511	9606.ENSP00000355656	22.3
9606.ENSP00000222511	9606.ENSP00000358158	20.8
9606.ENSP00000222511	9606.ENSP00000366679	20.8
9606.ENSP00000222511	9606.ENSP00000369129	25.4
9606.ENSP00000222511	9606.ENSP00000373730	21.9
9606.ENSP00000225688	9606.ENSP00000217182	23.1
9606.ENSP00000225688	9606.ENSP00000222254	25.4
9606.ENSP00000225688	9606.ENSP00000247207	20.8
9606.ENSP00000225688	9606.ENSP00000262741	21.2
9606.ENSP00000225688	9606.ENSP00000274335	22.7
9606.ENSP00000225688	9606.ENSP00000283179	20.8
9606.ENSP00000225688	9606.ENSP00000297954	21.6
9606.ENSP00000225688	9606.ENSP00000330054	23.5
9606.ENSP00000225688	9606.ENSP00000346667	22.7
9606.ENSP00000225688	9606.ENSP00000369129	24.6
9606.ENSP00000225737	9606.ENSP00000222005	26.2
9606.ENSP00000225737	9606.ENSP00000289316	23.1
9606.ENSP00000225737	9606.ENSP00000297954	28.9
9606.ENSP00000225737	9606.ENSP00000316357	24.3
9606.ENSP00000225737	9606.ENSP00000321744	22.7
9606.ENSP00000225737	9606.ENSP00000344789	23.9
9606.ENSP00000225737	9606.ENSP00000347119	22.3
9606.ENSP00000225737	9606.ENSP00000348706	22.7
9606.ENSP00000225737	9606.ENSP00000349430	22.7
9606.ENSP00000225737	9606.ENSP00000352442	22.7
9606.ENSP00000225737	9606.ENSP00000380177	23.1
9606.ENSP00000225737	9606.ENSP00000445831	22.7
9606.ENSP00000228307	9606.ENSP00000242576	22.7
9606.ENSP00000228307	9606.ENSP00000371994	22.3
9606.ENSP00000228307	9606.ENSP00000419371	21.9
9606.ENSP00000228307	9606.ENSP00000430684	24.3
9606.ENSP00000229854	9606.ENSP00000228318	24.3
9606.ENSP00000229854	9606.ENSP00000274335	26.6
9606.ENSP00000229854	9606.ENSP00000301071	22.7
9606.ENSP00000229854	9606.ENSP00000301072	22.7
9606.ENSP00000229854	9606.ENSP00000311489	30.0
9606.ENSP00000229854	9606.ENSP00000313059	24.6
9606.ENSP00000229854	9606.ENSP00000366618	21.9
9606.ENSP00000230340	10245.KBTB1_VACCW	22.3
9606.ENSP00000230340	9606.ENSP00000324287	23.5
9606.ENSP00000230340	9606.ENSP00000344789	28.9
9606.ENSP00000231004	10245.KBTB1_VACCW	22.7
9606.ENSP00000231004	9606.ENSP00000269122	22.3
9606.ENSP00000231004	9606.ENSP00000343657	23.9
9606.ENSP00000231004	9606.ENSP00000356520	23.1
9606.ENSP00000231004	9606.ENSP00000359424	25.0
9606.ENSP00000231004	9606.ENSP00000365439	22.7
9606.ENSP00000231004	9606.ENSP00000384018	21.9
9606.ENSP00000231004	9606.ENSP00000404121	21.9
9606.ENSP00000231004	9606.ENSP00000430684	25.8
9606.ENSP00000233331	9606.ENSP00000288071	22.7
