qseqid	sseqid	bitscore
63330.C_HENDH	9606.ENSP00000299218	16.2
63330.C_HENDH	9606.ENSP00000326804	16.5
63330.GLYCP_HENDH	10258.Q6TVJ1_ORFSA	18.5
63330.GLYCP_HENDH	10258.Q6TVW2_ORFSA	18.1
63330.V_HENDH	10258.Q6TVJ2_ORFSA	18.1
63330.V_HENDH	9606.ENSP00000231487	18.5
63330.V_HENDH	9606.ENSP00000299218	19.2
63330.V_HENDH	9606.ENSP00000326804	20.8
63330.W_HENDH	10258.Q6TVJ2_ORFSA	17.7
63330.W_HENDH	9606.ENSP00000231487	18.5
63330.W_HENDH	9606.ENSP00000299218	18.9
63330.W_HENDH	9606.ENSP00000326804	18.9
9606.ENSP00000216336	10258.Q6TVJ4_ORFSA	19.6
9606.ENSP00000216336	10258.Q6TVW2_ORFSA	24.3
9606.ENSP00000216336	9606.ENSP00000216225	16.2
9606.ENSP00000216336	9606.ENSP00000299218	16.9
9606.ENSP00000216336	9606.ENSP00000326804	18.1
9606.ENSP00000225275	10258.Q6TVJ1_ORFSA	20.8
9606.ENSP00000225275	9606.ENSP00000299218	21.6
9606.ENSP00000225655	9606.ENSP00000299218	16.5
9606.ENSP00000225655	9606.ENSP00000326804	16.9
9606.ENSP00000229239	10258.Q6TVJ4_ORFSA	17.7
9606.ENSP00000229239	10258.Q6TVW2_ORFSA	20.0
9606.ENSP00000229239	9606.ENSP00000299218	20.4
9606.ENSP00000229239	9606.ENSP00000326804	20.4
9606.ENSP00000231751	10258.Q6TVJ2_ORFSA	20.0
9606.ENSP00000231751	10258.Q6TVJ7_ORFSA	20.4
9606.ENSP00000231751	10258.Q6TVW2_ORFSA	18.5
9606.ENSP00000231751	9606.ENSP00000231487	19.2
9606.ENSP00000234347	9606.ENSP00000299218	19.2
9606.ENSP00000238081	10258.Q6TVJ4_ORFSA	19.2
9606.ENSP00000238081	10258.Q6TVJ7_ORFSA	17.7
9606.ENSP00000238081	9606.ENSP00000299218	19.2
9606.ENSP00000244573	10258.Q6TVJ1_ORFSA	18.9
9606.ENSP00000244573	10258.Q6TVJ4_ORFSA	23.5
9606.ENSP00000244573	10258.Q6TVJ7_ORFSA	17.3
9606.ENSP00000244573	10258.Q6TVW2_ORFSA	18.1
9606.ENSP00000244573	9606.ENSP00000326804	17.7
9606.ENSP00000245323	9606.ENSP00000299218	18.1
9606.ENSP00000251642	10258.Q6TVW2_ORFSA	19.6
9606.ENSP00000251642	9606.ENSP00000299218	21.2
9606.ENSP00000251642	9606.ENSP00000326804	21.2
9606.ENSP00000251968	10258.Q6TVJ1_ORFSA	20.8
9606.ENSP00000251968	10258.Q6TVJ7_ORFSA	18.1
9606.ENSP00000251968	9606.ENSP00000326804	18.1
9606.ENSP00000257497	10258.Q6TVJ1_ORFSA	18.5
9606.ENSP00000257497	10258.Q6TVJ2_ORFSA	21.9
9606.ENSP00000257497	10258.Q6TVW2_ORFSA	20.0
9606.ENSP00000257497	9606.ENSP00000299218	18.1
9606.ENSP00000257497	9606.ENSP00000326804	21.9
9606.ENSP00000261267	10258.Q6TVJ1_ORFSA	16.5
9606.ENSP00000261267	10258.Q6TVJ7_ORFSA	17.3
9606.ENSP00000261667	9606.ENSP00000216225	20.0
9606.ENSP00000261667	9606.ENSP00000231487	18.5
9606.ENSP00000261667	9606.ENSP00000299218	26.6
9606.ENSP00000261667	9606.ENSP00000326804	22.3
9606.ENSP00000263621	10258.Q6TVJ2_ORFSA	18.1
9606.ENSP00000263621	10258.Q6TVJ4_ORFSA	19.6
9606.ENSP00000263621	9606.ENSP00000216225	16.9
9606.ENSP00000263621	9606.ENSP00000326804	18.1
9606.ENSP00000263642	10258.Q6TVJ1_ORFSA	19.6
9606.ENSP00000263642	10258.Q6TVW2_ORFSA	20.8
9606.ENSP00000263642	9606.ENSP00000299218	20.0
9606.ENSP00000263642	9606.ENSP00000326804	21.2
9606.ENSP00000264335	10258.Q6TVJ2_ORFSA	21.2
9606.ENSP00000267202	10258.Q6TVJ1_ORFSA	20.0
9606.ENSP00000267202	9606.ENSP00000299218	18.9
