qseqid	sseqid	pident
337051.VE2_HPV05	9606.ENSP00000244741	21.368000000000002
337051.VE2_HPV05	9606.ENSP00000253925	29.508000000000003
337051.VE2_HPV05	9606.ENSP00000347581	35.0
337051.VE2_HPV05	9606.ENSP00000349437	28.235
337051.VE2_HPV05	9606.ENSP00000357048	32.308
337051.VE2_HPV05	9606.ENSP00000395650	40.741
337051.VE6_HPV05	10376.BTRF1_EBVB9	31.915
337051.VE6_HPV05	10376.EAR_EBVB9	26.087
337051.VE6_HPV05	9606.ENSP00000245503	55.0
337051.VE6_HPV05	9606.ENSP00000262554	30.769000000000002
337051.VE6_HPV05	9606.ENSP00000283033	47.059
337051.VE6_HPV05	9606.ENSP00000285419	41.379
337051.VE7_HPV05	9606.ENSP00000280772	32.143
337051.VE7_HPV05	9606.ENSP00000340237	31.579
337051.VE7_HPV05	9606.ENSP00000364847	32.258
337051.VE7_HPV05	9606.ENSP00000401514	30.233
9606.ENSP00000005226	10376.LTP_EBVB9	21.839000000000002
9606.ENSP00000005226	9606.ENSP00000005340	35.443000000000005
9606.ENSP00000005226	9606.ENSP00000238256	22.581
9606.ENSP00000005226	9606.ENSP00000253754	37.705
9606.ENSP00000005226	9606.ENSP00000253925	32.653
9606.ENSP00000005226	9606.ENSP00000260130	33.333
9606.ENSP00000005226	9606.ENSP00000263925	31.776
9606.ENSP00000005226	9606.ENSP00000280772	34.884
9606.ENSP00000005226	9606.ENSP00000283033	26.531
9606.ENSP00000005226	9606.ENSP00000285419	37.5
9606.ENSP00000005226	9606.ENSP00000296043	42.028999999999996
9606.ENSP00000005226	9606.ENSP00000296388	32.558
9606.ENSP00000005226	9606.ENSP00000321746	29.576999999999998
9606.ENSP00000005226	9606.ENSP00000342935	37.931
9606.ENSP00000005226	9606.ENSP00000345731	30.833000000000002
9606.ENSP00000005226	9606.ENSP00000348099	40.323
9606.ENSP00000005226	9606.ENSP00000360635	34.783
9606.ENSP00000005226	9606.ENSP00000364361	24.39
9606.ENSP00000005226	9606.ENSP00000377502	36.735
9606.ENSP00000005226	9606.ENSP00000380444	25.881999999999998
9606.ENSP00000005226	9606.ENSP00000392057	26.496
9606.ENSP00000005226	9606.ENSP00000404220	31.480999999999998
9606.ENSP00000005226	9606.ENSP00000433352	40.0
9606.ENSP00000080059	9606.ENSP00000342935	36.667
9606.ENSP00000080059	9606.ENSP00000353375	21.569000000000003
9606.ENSP00000190165	9606.ENSP00000252512	29.825
9606.ENSP00000190165	9606.ENSP00000253754	27.083000000000002
9606.ENSP00000190165	9606.ENSP00000256194	50.0
9606.ENSP00000190165	9606.ENSP00000352208	29.31
9606.ENSP00000190165	9606.ENSP00000362931	66.667
9606.ENSP00000190165	9606.ENSP00000375730	32.558
9606.ENSP00000190165	9606.ENSP00000406209	46.153999999999996
9606.ENSP00000204517	9606.ENSP00000240851	40.741
9606.ENSP00000204517	9606.ENSP00000262554	43.478
9606.ENSP00000204517	9606.ENSP00000316357	31.111
9606.ENSP00000204517	9606.ENSP00000342222	25.0
9606.ENSP00000204517	9606.ENSP00000345892	23.932
9606.ENSP00000204517	9606.ENSP00000347532	35.135
9606.ENSP00000204517	9606.ENSP00000352841	33.333
9606.ENSP00000204517	9606.ENSP00000356265	33.333
9606.ENSP00000204517	9606.ENSP00000357448	53.125
9606.ENSP00000204517	9606.ENSP00000380921	28.125
9606.ENSP00000204517	9606.ENSP00000395983	23.333000000000002
9606.ENSP00000204517	9606.ENSP00000433352	60.0
9606.ENSP00000216122	9606.ENSP00000224140	42.222
9606.ENSP00000216122	9606.ENSP00000247668	21.978
9606.ENSP00000216122	9606.ENSP00000294543	29.090999999999998
9606.ENSP00000216122	9606.ENSP00000406229	30.435
9606.ENSP00000221561	9606.ENSP00000025301	41.463
9606.ENSP00000221561	9606.ENSP00000162044	37.931
9606.ENSP00000221561	9606.ENSP00000256637	37.143
9606.ENSP00000221561	9606.ENSP00000258729	40.476
9606.ENSP00000221561	9606.ENSP00000267113	29.545
9606.ENSP00000221561	9606.ENSP00000312506	36.207
9606.ENSP00000222511	9606.ENSP00000205061	21.154
9606.ENSP00000222511	9606.ENSP00000263277	25.0
9606.ENSP00000222511	9606.ENSP00000265857	40.909
9606.ENSP00000222511	9606.ENSP00000333769	34.783
9606.ENSP00000222511	9606.ENSP00000336712	30.263
9606.ENSP00000222511	9606.ENSP00000344460	45.0
9606.ENSP00000222511	9606.ENSP00000368884	31.480999999999998
9606.ENSP00000222511	9606.ENSP00000379612	42.5
9606.ENSP00000225688	10376.EBNA3_EBVB9	28.846
9606.ENSP00000225688	10376.GB_EBVB9	22.093000000000004
9606.ENSP00000225688	9606.ENSP00000245503	24.324
9606.ENSP00000225688	9606.ENSP00000246792	38.065
9606.ENSP00000225688	9606.ENSP00000256196	37.766
9606.ENSP00000225688	9606.ENSP00000261636	23.563000000000002
9606.ENSP00000225688	9606.ENSP00000295550	50.0
9606.ENSP00000225688	9606.ENSP00000321971	19.632
9606.ENSP00000225688	9606.ENSP00000345689	23.076999999999998
9606.ENSP00000225688	9606.ENSP00000348786	37.725
9606.ENSP00000225688	9606.ENSP00000349415	29.63
9606.ENSP00000225688	9606.ENSP00000351132	24.06
9606.ENSP00000225688	9606.ENSP00000356465	25.581
9606.ENSP00000225688	9606.ENSP00000368612	47.368
9606.ENSP00000225688	9606.ENSP00000396937	34.483000000000004
9606.ENSP00000225688	9606.ENSP00000410403	25.281
9606.ENSP00000225688	9606.ENSP00000418401	35.714
9606.ENSP00000225737	9606.ENSP00000265641	36.364000000000004
9606.ENSP00000225737	9606.ENSP00000356265	88.889
9606.ENSP00000225737	9606.ENSP00000379612	27.273000000000003
9606.ENSP00000228307	10376.UL25_EBVB9	34.043
9606.ENSP00000228307	9606.ENSP00000228307	100.0
9606.ENSP00000228307	9606.ENSP00000253754	38.775999999999996
9606.ENSP00000228307	9606.ENSP00000256194	32.653
9606.ENSP00000228307	9606.ENSP00000258947	35.484
9606.ENSP00000228307	9606.ENSP00000276202	37.838
9606.ENSP00000228307	9606.ENSP00000310309	29.461
9606.ENSP00000228307	9606.ENSP00000310901	36.364000000000004
9606.ENSP00000228307	9606.ENSP00000318089	31.092
9606.ENSP00000228307	9606.ENSP00000321746	41.278999999999996
9606.ENSP00000228307	9606.ENSP00000322909	33.023
9606.ENSP00000228307	9606.ENSP00000324422	32.203
9606.ENSP00000228307	9606.ENSP00000328521	39.286
9606.ENSP00000228307	9606.ENSP00000329419	31.395
9606.ENSP00000228307	9606.ENSP00000339299	41.379
9606.ENSP00000228307	9606.ENSP00000348099	35.593
9606.ENSP00000228307	9606.ENSP00000350937	33.663000000000004
9606.ENSP00000228307	9606.ENSP00000378332	50.515
9606.ENSP00000228307	9606.ENSP00000432768	33.333
9606.ENSP00000229854	9606.ENSP00000204961	33.333
9606.ENSP00000229854	9606.ENSP00000308610	44.443999999999996
9606.ENSP00000229854	9606.ENSP00000351132	42.857
9606.ENSP00000229854	9606.ENSP00000351605	30.303
9606.ENSP00000229854	9606.ENSP00000369677	53.333
9606.ENSP00000229854	9606.ENSP00000429084	25.287
9606.ENSP00000230340	9606.ENSP00000357307	56.25
9606.ENSP00000230340	9606.ENSP00000441875	27.848000000000003
9606.ENSP00000231004	9606.ENSP00000230419	27.723000000000003
9606.ENSP00000231004	9606.ENSP00000231004	100.0
9606.ENSP00000231004	9606.ENSP00000262367	27.059
9606.ENSP00000231004	9606.ENSP00000264313	44.0
9606.ENSP00000231004	9606.ENSP00000265857	33.333
9606.ENSP00000231004	9606.ENSP00000296043	30.189
9606.ENSP00000231004	9606.ENSP00000339299	24.0
9606.ENSP00000231004	9606.ENSP00000347560	36.0
9606.ENSP00000231004	9606.ENSP00000353452	33.871
9606.ENSP00000231004	9606.ENSP00000365643	29.787
9606.ENSP00000231004	9606.ENSP00000367064	28.125
9606.ENSP00000233331	10376.BNL2B_EBVB9	34.545
9606.ENSP00000233331	9606.ENSP00000258648	22.905
9606.ENSP00000233331	9606.ENSP00000276654	34.694
9606.ENSP00000233331	9606.ENSP00000296388	56.522
9606.ENSP00000233331	9606.ENSP00000355500	24.675
9606.ENSP00000237536	9606.ENSP00000231004	66.667
9606.ENSP00000237536	9606.ENSP00000245503	31.666999999999998
9606.ENSP00000237536	9606.ENSP00000262367	34.615
9606.ENSP00000237536	9606.ENSP00000280527	29.268
9606.ENSP00000237536	9606.ENSP00000292579	37.037
9606.ENSP00000237536	9606.ENSP00000294168	35.165
9606.ENSP00000237536	9606.ENSP00000296043	91.667
