qseqid	sseqid	ppos
10376.BALF1_EBVB9	10298.LTP_HHV11	42.86
10376.BALF1_EBVB9	9606.ENSP00000298139	44.0
10376.BALF1_EBVB9	9606.ENSP00000354791	48.0
10376.BALF1_EBVB9	9606.ENSP00000361076	55.56
10376.BDLF2_EBVB9	9606.ENSP00000289316	41.67
10376.BDLF2_EBVB9	9606.ENSP00000321744	41.67
10376.BDLF2_EBVB9	9606.ENSP00000342886	41.67
10376.BDLF2_EBVB9	9606.ENSP00000349430	41.67
10376.BDLF2_EBVB9	9606.ENSP00000350580	41.67
10376.BDLF2_EBVB9	9606.ENSP00000358151	41.67
10376.BDLF2_EBVB9	9606.ENSP00000366618	46.0
10376.BDLF2_EBVB9	9606.ENSP00000370968	59.26
10376.BDLF2_EBVB9	9606.ENSP00000380177	41.67
10376.BLRF2_EBVB9	9606.ENSP00000265594	55.0
10376.BLRF2_EBVB9	9606.ENSP00000338020	57.89
10376.BLRF2_EBVB9	9606.ENSP00000356224	56.25
10376.BNL2A_EBVB9	9606.ENSP00000267064	50.0
10376.BNL2A_EBVB9	9606.ENSP00000329967	78.57
10376.BNL2A_EBVB9	9606.ENSP00000338020	46.43
10376.BNL2A_EBVB9	9606.ENSP00000346671	66.67
10376.BNL2A_EBVB9	9606.ENSP00000354125	46.67
10376.BNL2A_EBVB9	9606.ENSP00000384273	63.16
10376.BNL2B_EBVB9	10298.SHUT_HHV11	46.88
10376.BNL2B_EBVB9	9606.ENSP00000217455	59.09
10376.BNL2B_EBVB9	9606.ENSP00000263642	47.06
10376.BNL2B_EBVB9	9606.ENSP00000265990	81.82
10376.BNL2B_EBVB9	9606.ENSP00000313420	66.67
10376.BNL2B_EBVB9	9606.ENSP00000347232	36.54
10376.BRRF1_EBVB9	10298.DPOL_HHV11	48.44
10376.BRRF1_EBVB9	10298.ICP4_HHV11	50.0
10376.BRRF1_EBVB9	9606.ENSP00000304350	48.65
10376.BTRF1_EBVB9	10298.LTP_HHV11	53.23
10376.BZLF1_EBVB9	10298.GC_HHV11	45.76
10376.BZLF1_EBVB9	10298.LTP_HHV11	48.0
10376.BZLF1_EBVB9	10298.PRIM_HHV11	45.95
10376.BZLF1_EBVB9	9606.ENSP00000229319	46.88
10376.BZLF1_EBVB9	9606.ENSP00000265056	37.93
10376.BZLF1_EBVB9	9606.ENSP00000283179	48.39
10376.BZLF1_EBVB9	9606.ENSP00000310040	55.56
10376.BZLF1_EBVB9	9606.ENSP00000346671	41.03
10376.DNBI_EBVB9	10298.DNBI_HHV11	39.53
10376.DNBI_EBVB9	9606.ENSP00000305790	41.33
10376.DUT_EBVB9	9606.ENSP00000286317	72.22
10376.DUT_EBVB9	9606.ENSP00000355759	58.82
10376.DUT_EBVB9	9606.ENSP00000356224	68.75
10376.EAR_EBVB9	9606.ENSP00000222005	61.9
10376.EAR_EBVB9	9606.ENSP00000263382	50.0
10376.EAR_EBVB9	9606.ENSP00000350028	46.34
10376.EAR_EBVB9	9606.ENSP00000354791	54.55
10376.EAR_EBVB9	9606.ENSP00000363676	38.89
10376.EBNA1_EBVB9	9606.ENSP00000352400	32.89
10376.EBNA2_EBVB9	9606.ENSP00000303373	63.16
10376.EBNA2_EBVB9	9606.ENSP00000321389	63.16
10376.EBNA2_EBVB9	9606.ENSP00000328484	63.16
10376.EBNA2_EBVB9	9606.ENSP00000332194	63.16
10376.EBNA2_EBVB9	9606.ENSP00000341094	63.16
10376.EBNA2_EBVB9	9606.ENSP00000352119	63.16
10376.EBNA2_EBVB9	9606.ENSP00000355656	63.16
10376.EBNA2_EBVB9	9606.ENSP00000358158	63.16
10376.EBNA2_EBVB9	9606.ENSP00000366679	63.16
10376.EBNA2_EBVB9	9606.ENSP00000373730	63.16
10376.EBNA3_EBVB9	9606.ENSP00000234420	51.35
10376.EBNA3_EBVB9	9606.ENSP00000265594	46.94
10376.EBNA3_EBVB9	9606.ENSP00000430432	54.84
10376.EBNA4_EBVB9	9606.ENSP00000259808	41.25
10376.EBNA4_EBVB9	9606.ENSP00000268058	48.6
10376.EBNA4_EBVB9	9606.ENSP00000296674	68.18
10376.EBNA4_EBVB9	9606.ENSP00000311997	45.35
10376.EBNA4_EBVB9	9606.ENSP00000356224	33.33
10376.EBNA6_EBVB9	10298.LTP_HHV11	51.92
10376.EBNA6_EBVB9	9606.ENSP00000430432	39.6
10376.GB_EBVB9	9606.ENSP00000227524	41.18
10376.GB_EBVB9	9606.ENSP00000264025	43.21
10376.GB_EBVB9	9606.ENSP00000313420	82.35
10376.GB_EBVB9	9606.ENSP00000323421	59.09
10376.GB_EBVB9	9606.ENSP00000353622	85.0
10376.GB_EBVB9	9606.ENSP00000371475	51.43
10376.GM_EBVB9	10298.LTP_HHV11	42.55
10376.GM_EBVB9	9606.ENSP00000325863	51.92
10376.GM_EBVB9	9606.ENSP00000335321	43.9
10376.GM_EBVB9	9606.ENSP00000354791	41.41
10376.GM_EBVB9	9606.ENSP00000418960	54.55
10376.GN_EBVB9	10298.ICP4_HHV11	47.92
10376.GN_EBVB9	9606.ENSP00000360922	76.47
10376.GN_EBVB9	9606.ENSP00000375863	43.48
10376.GP350_EBVB9	10298.LTP_HHV11	43.33
10376.GP350_EBVB9	9606.ENSP00000311997	35.06
10376.GP350_EBVB9	9606.ENSP00000313007	61.9
10376.GP350_EBVB9	9606.ENSP00000335321	46.94
10376.GP350_EBVB9	9606.ENSP00000338020	43.81
10376.GP350_EBVB9	9606.ENSP00000354791	52.94
10376.GP350_EBVB9	9606.ENSP00000356224	46.88
10376.GP350_EBVB9	9606.ENSP00000357047	42.03
10376.GP350_EBVB9	9606.ENSP00000362082	48.78
10376.GP42_EBVB9	10298.ICP0_HHV11	55.17
10376.GP42_EBVB9	10298.LTP_HHV11	51.61
10376.GP42_EBVB9	9606.ENSP00000217182	45.71
10376.GP42_EBVB9	9606.ENSP00000227524	40.54
10376.GP42_EBVB9	9606.ENSP00000264025	43.59
10376.GP42_EBVB9	9606.ENSP00000330054	45.71
10376.GP42_EBVB9	9606.ENSP00000338020	50.0
10376.GP42_EBVB9	9606.ENSP00000356224	45.65
10376.GP42_EBVB9	9606.ENSP00000419425	51.52
10376.ICP27_EBVB9	10298.ICP27_HHV11	38.68
10376.ICP27_EBVB9	10298.LTP_HHV11	68.0
10376.ICP27_EBVB9	10298.RNB_HHV11	77.78
10376.ICP27_EBVB9	9606.ENSP00000227378	75.0
10376.ICP27_EBVB9	9606.ENSP00000264606	40.37
10376.ICP27_EBVB9	9606.ENSP00000313007	46.51
10376.ICP27_EBVB9	9606.ENSP00000332604	47.27
10376.ICP27_EBVB9	9606.ENSP00000346120	42.62
10376.ICP27_EBVB9	9606.ENSP00000360163	84.62
10376.ICP27_EBVB9	9606.ENSP00000364802	82.35
10376.ICP27_EBVB9	9606.ENSP00000389103	50.0
10376.KITH_EBVB9	9606.ENSP00000282050	51.35
10376.KITH_EBVB9	9606.ENSP00000318297	43.04
10376.KITH_EBVB9	9606.ENSP00000351777	47.37
10376.KITH_EBVB9	9606.ENSP00000356520	47.62
10376.KITH_EBVB9	9606.ENSP00000380414	43.55
10376.KITH_EBVB9	9606.ENSP00000459789	43.66
10376.KR2_EBVB9	9606.ENSP00000216274	61.29
10376.KR2_EBVB9	9606.ENSP00000259808	73.33
10376.KR2_EBVB9	9606.ENSP00000324740	42.41
10376.KR2_EBVB9	9606.ENSP00000329967	50.0
10376.KR2_EBVB9	9606.ENSP00000332604	60.61
10376.KR2_EBVB9	9606.ENSP00000354791	46.51
10376.KR2_EBVB9	9606.ENSP00000364802	47.06
10376.KR2_EBVB9	9606.ENSP00000380414	68.18
10376.KR2_EBVB9	9606.ENSP00000445175	46.67
10376.LF2_EBVB9	9606.ENSP00000245907	57.89
10376.LF2_EBVB9	9606.ENSP00000251968	59.38
10376.LF2_EBVB9	9606.ENSP00000265990	66.67
10376.LF2_EBVB9	9606.ENSP00000286479	51.85
10376.LF2_EBVB9	9606.ENSP00000295688	56.52
10376.LF2_EBVB9	9606.ENSP00000323929	56.41
10376.LF2_EBVB9	9606.ENSP00000326031	43.33
10376.LF2_EBVB9	9606.ENSP00000381167	55.26
10376.LMP1_EBVB9	10298.DPOL_HHV11	61.54
10376.LMP1_EBVB9	10298.GD_HHV11	46.67
10376.LMP1_EBVB9	10298.GG_HHV11	40.82
10376.LMP1_EBVB9	10298.RIR1_HHV11	35.14
10376.LMP1_EBVB9	9606.ENSP00000350720	42.86
10376.LMP2_EBVB9	10298.LTP_HHV11	57.45
10376.LMP2_EBVB9	10298.PRIM_HHV11	45.95
10376.LMP2_EBVB9	9606.ENSP00000265594	71.43
10376.LMP2_EBVB9	9606.ENSP00000265773	33.33
10376.LMP2_EBVB9	9606.ENSP00000323967	45.45
10376.LMP2_EBVB9	9606.ENSP00000350720	32.35
10376.LMP2_EBVB9	9606.ENSP00000352257	52.0
10376.LTP_EBVB9	10298.LTP_HHV11	36.14
10376.LTP_EBVB9	9606.ENSP00000222005	48.7
10376.LTP_EBVB9	9606.ENSP00000254436	52.5
10376.LTP_EBVB9	9606.ENSP00000259808	47.92
10376.LTP_EBVB9	9606.ENSP00000265773	46.67
10376.LTP_EBVB9	9606.ENSP00000301071	41.38
10376.LTP_EBVB9	9606.ENSP00000309555	51.72
10376.LTP_EBVB9	9606.ENSP00000320176	48.57
10376.LTP_EBVB9	9606.ENSP00000323421	42.7
10376.LTP_EBVB9	9606.ENSP00000323967	44.83
10376.LTP_EBVB9	9606.ENSP00000324740	42.62
10376.LTP_EBVB9	9606.ENSP00000335153	35.42
10376.LTP_EBVB9	9606.ENSP00000335321	36.52
10376.LTP_EBVB9	9606.ENSP00000345156	44.44
10376.LTP_EBVB9	9606.ENSP00000352400	48.45
10376.LTP_EBVB9	9606.ENSP00000357113	39.13
10376.LTP_EBVB9	9606.ENSP00000362063	56.76
10376.LTP_EBVB9	9606.ENSP00000362578	36.69
10376.LTP_EBVB9	9606.ENSP00000369757	46.67
10376.LTP_EBVB9	9606.ENSP00000381167	49.25
10376.LTP_EBVB9	9606.ENSP00000420213	43.59
10376.MTP_EBVB9	9606.ENSP00000283179	68.42
10376.MTP_EBVB9	9606.ENSP00000301071	47.73
10376.MTP_EBVB9	9606.ENSP00000313420	51.85
10376.MTP_EBVB9	9606.ENSP00000320176	55.17
10376.MTP_EBVB9	9606.ENSP00000354791	47.5
10376.MTP_EBVB9	9606.ENSP00000358866	47.27
10376.MTP_EBVB9	9606.ENSP00000375730	43.75
10376.MTP_EBVB9	9606.ENSP00000420213	56.0
10376.Q2MG95_EBVB9	9606.ENSP00000357113	46.43
10376.Q2MG95_EBVB9	9606.ENSP00000362578	57.5
10376.Q2MG95_EBVB9	9606.ENSP00000386717	40.0
10376.Q2MG96_EBVB9	9606.ENSP00000350052	57.58
10376.Q2MG96_EBVB9	9606.ENSP00000358866	42.42
10376.Q2MG96_EBVB9	9606.ENSP00000381167	54.84
10376.Q2MG96_EBVB9	9606.ENSP00000439189	76.19
10376.Q2MG97_EBVB9	9606.ENSP00000278823	50.0
10376.Q2MG97_EBVB9	9606.ENSP00000420213	71.43
10376.Q8AZJ7_EBVB9	9606.ENSP00000216274	59.09
10376.Q8AZJ7_EBVB9	9606.ENSP00000311430	46.84
10376.Q8AZJ7_EBVB9	9606.ENSP00000311997	50.0
10376.Q8AZJ7_EBVB9	9606.ENSP00000356224	44.94
10376.Q8AZJ7_EBVB9	9606.ENSP00000356520	42.37
10376.Q8AZJ7_EBVB9	9606.ENSP00000368646	40.54
10376.RIR2_EBVB9	9606.ENSP00000352400	76.92
10376.RIR2_EBVB9	9606.ENSP00000356224	53.19
10376.RTA_EBVB9	10298.RIR1_HHV11	45.16
10376.RTA_EBVB9	9606.ENSP00000265335	44.44
10376.RTA_EBVB9	9606.ENSP00000265773	48.48
10376.RTA_EBVB9	9606.ENSP00000317334	66.67
10376.RTA_EBVB9	9606.ENSP00000332604	50.0
10376.RTA_EBVB9	9606.ENSP00000350720	53.85
10376.RTA_EBVB9	9606.ENSP00000358635	51.22
10376.TEG7_EBVB9	10298.ICP27_HHV11	37.14
10376.TEG7_EBVB9	10298.RIR1_HHV11	43.9
10376.TEG7_EBVB9	9606.ENSP00000265990	58.82
10376.TEG7_EBVB9	9606.ENSP00000323929	81.82
10376.TEG7_EBVB9	9606.ENSP00000354791	44.44
10376.TEG7_EBVB9	9606.ENSP00000356224	61.76
10376.UL07_EBVB9	9606.ENSP00000216297	50.0
10376.UL07_EBVB9	9606.ENSP00000352257	50.0
10376.UL07_EBVB9	9606.ENSP00000356224	52.5
10376.UL07_EBVB9	9606.ENSP00000357113	35.51
10376.UL07_EBVB9	9606.ENSP00000380033	46.34
10376.UL07_EBVB9	9606.ENSP00000441875	56.52
10376.UL16_EBVB9	9606.ENSP00000216797	50.0
10376.UL16_EBVB9	9606.ENSP00000263382	65.38
10376.UL16_EBVB9	9606.ENSP00000301071	55.56
10376.UL16_EBVB9	9606.ENSP00000301072	55.56
10376.UL16_EBVB9	9606.ENSP00000353622	41.18
10376.UL25_EBVB9	10298.UL25_HHV11	37.83
10376.UL25_EBVB9	9606.ENSP00000224784	64.71
10376.UL25_EBVB9	9606.ENSP00000253788	55.56
10376.UL25_EBVB9	9606.ENSP00000254480	42.86
10376.UL25_EBVB9	9606.ENSP00000265773	53.12
10376.UL25_EBVB9	9606.ENSP00000267064	44.33
10376.UL25_EBVB9	9606.ENSP00000295137	64.71
10376.UL25_EBVB9	9606.ENSP00000335321	45.71
10376.UL25_EBVB9	9606.ENSP00000350333	38.3
10376.UL25_EBVB9	9606.ENSP00000352257	62.5
10376.UL25_EBVB9	9606.ENSP00000352400	42.5
10376.UL25_EBVB9	9606.ENSP00000355759	57.58
10376.UL25_EBVB9	9606.ENSP00000356224	44.64
10376.UL31_EBVB9	10298.UL31_HHV11	41.22
10376.UL31_EBVB9	9606.ENSP00000265594	43.75
10376.UL31_EBVB9	9606.ENSP00000357283	58.33
10376.UL31_EBVB9	9606.ENSP00000378917	40.91
10376.UL34_EBVB9	10298.UL34_HHV11	34.92
10376.UL34_EBVB9	9606.ENSP00000358866	53.57
10376.UL34_EBVB9	9606.ENSP00000418082	81.82
10376.UL92_EBVB9	10298.ICP0_HHV11	73.68
