qseqid	sseqid	ppos
11676.NEF_HV1H2	9606.ENSP00000301072	46.15
11676.NEF_HV1H2	9606.ENSP00000323300	46.88
11676.NEF_HV1H2	9606.ENSP00000336799	46.15
11676.NEF_HV1H2	9606.ENSP00000347719	53.33
11676.PRO_0000239240	9606.ENSP00000318480	49.09
11676.PRO_0000239240	9606.ENSP00000343741	60.87
11676.PRO_0000239240	9606.ENSP00000348965	41.79
11676.REV_HV1H2	9606.ENSP00000256079	47.17
11676.REV_HV1H2	9606.ENSP00000261875	73.68
11676.REV_HV1H2	9606.ENSP00000262854	53.12
11676.REV_HV1H2	9606.ENSP00000319169	60.0
11676.REV_HV1H2	9606.ENSP00000321259	56.76
11676.REV_HV1H2	9606.ENSP00000348965	59.52
11676.REV_HV1H2	9606.ENSP00000350012	47.62
11676.REV_HV1H2	9606.ENSP00000360985	56.67
11676.REV_HV1H2	9606.ENSP00000363193	54.17
11676.REV_HV1H2	9606.ENSP00000378887	78.57
11676.TAT_HV1H2	9606.ENSP00000254508	41.67
11676.TAT_HV1H2	9606.ENSP00000260665	56.52
11676.TAT_HV1H2	9606.ENSP00000329002	38.3
11676.TAT_HV1H2	9606.ENSP00000358400	75.0
11676.TAT_HV1H2	9606.ENSP00000360985	42.11
11676.TAT_HV1H2	9606.ENSP00000382269	47.22
11676.VIF_HV1H2	9606.ENSP00000246957	48.0
11676.VIF_HV1H2	9606.ENSP00000258648	42.86
11676.VIF_HV1H2	9606.ENSP00000264279	75.0
11676.VIF_HV1H2	9606.ENSP00000300648	56.41
11676.VIF_HV1H2	9606.ENSP00000382269	52.17
11676.VIF_HV1H2	9606.ENSP00000448182	60.0
11676.VPR_HV1H2	9606.ENSP00000285968	44.83
11676.VPR_HV1H2	9606.ENSP00000312735	57.58
11676.VPR_HV1H2	9606.ENSP00000313420	51.52
11676.VPR_HV1H2	9606.ENSP00000323300	44.44
11676.VPR_HV1H2	9606.ENSP00000347719	64.71
11676.VPR_HV1H2	9606.ENSP00000370023	61.54
11676.VPU_HV1H2	9606.ENSP00000246957	60.71
11676.VPU_HV1H2	9606.ENSP00000262854	64.52
11676.VPU_HV1H2	9606.ENSP00000283415	57.89
11676.VPU_HV1H2	9606.ENSP00000336712	72.22
11676.VPU_HV1H2	9606.ENSP00000363193	68.75
11676.VPU_HV1H2	9606.ENSP00000369127	56.41
11676.VPU_HV1H2	9606.ENSP00000401802	55.56
9606.ENSP00000011653	9606.ENSP00000254508	54.9
9606.ENSP00000011653	9606.ENSP00000294053	50.0
9606.ENSP00000011653	9606.ENSP00000355467	59.38
9606.ENSP00000011653	9606.ENSP00000358400	69.57
9606.ENSP00000011653	9606.ENSP00000382269	58.33
9606.ENSP00000013807	9606.ENSP00000256079	43.86
9606.ENSP00000013807	9606.ENSP00000350310	39.39
9606.ENSP00000013807	9606.ENSP00000353444	42.86
9606.ENSP00000013807	9606.ENSP00000358400	53.85
9606.ENSP00000013807	9606.ENSP00000369042	45.45
9606.ENSP00000013807	9606.ENSP00000381237	54.76
9606.ENSP00000044462	9606.ENSP00000292199	43.94
9606.ENSP00000044462	9606.ENSP00000435777	47.17
9606.ENSP00000055077	9606.ENSP00000166345	72.73
9606.ENSP00000055077	9606.ENSP00000251871	54.76
9606.ENSP00000055077	9606.ENSP00000269143	64.0
9606.ENSP00000055077	9606.ENSP00000300107	40.2
9606.ENSP00000055077	9606.ENSP00000311766	41.06
9606.ENSP00000055077	9606.ENSP00000313420	47.83
9606.ENSP00000055077	9606.ENSP00000318297	77.27
9606.ENSP00000055077	9606.ENSP00000318480	44.76
9606.ENSP00000055077	9606.ENSP00000343741	45.16
9606.ENSP00000055077	9606.ENSP00000348965	72.73
9606.ENSP00000055077	9606.ENSP00000351777	57.58
9606.ENSP00000055077	9606.ENSP00000358400	73.68
9606.ENSP00000055077	9606.ENSP00000368030	92.31
9606.ENSP00000055077	9606.ENSP00000369411	50.5
9606.ENSP00000055077	9606.ENSP00000370150	40.87
9606.ENSP00000055077	9606.ENSP00000401802	57.97
9606.ENSP00000081029	9606.ENSP00000254508	44.19
9606.ENSP00000081029	9606.ENSP00000264705	63.16
9606.ENSP00000081029	9606.ENSP00000376472	64.71
9606.ENSP00000081029	9606.ENSP00000393292	42.62
9606.ENSP00000081029	9606.ENSP00000393316	61.11
9606.ENSP00000156825	9606.ENSP00000217109	50.0
9606.ENSP00000156825	9606.ENSP00000246957	51.61
9606.ENSP00000156825	9606.ENSP00000311766	87.5
9606.ENSP00000156825	9606.ENSP00000318480	73.68
9606.ENSP00000156825	9606.ENSP00000329419	51.61
9606.ENSP00000156825	9606.ENSP00000337838	53.66
9606.ENSP00000156825	9606.ENSP00000351777	48.48
9606.ENSP00000156825	9606.ENSP00000353224	43.75
9606.ENSP00000156825	9606.ENSP00000354468	40.28
9606.ENSP00000156825	9606.ENSP00000355607	54.05
9606.ENSP00000156825	9606.ENSP00000363193	41.86
9606.ENSP00000156825	9606.ENSP00000370150	46.15
9606.ENSP00000156825	9606.ENSP00000382269	67.86
9606.ENSP00000156825	9606.ENSP00000401802	55.56
9606.ENSP00000160827	9606.ENSP00000263205	48.98
9606.ENSP00000160827	9606.ENSP00000264705	61.9
9606.ENSP00000160827	9606.ENSP00000265563	57.14
9606.ENSP00000160827	9606.ENSP00000300107	58.54
9606.ENSP00000160827	9606.ENSP00000332455	56.67
9606.ENSP00000160827	9606.ENSP00000337838	46.58
9606.ENSP00000160827	9606.ENSP00000351777	75.0
9606.ENSP00000160827	9606.ENSP00000368030	76.92
9606.ENSP00000160827	9606.ENSP00000369411	59.46
9606.ENSP00000160827	9606.ENSP00000370150	51.11
9606.ENSP00000160827	9606.ENSP00000394863	48.84
9606.ENSP00000166345	9606.ENSP00000166345	100.0
9606.ENSP00000166345	9606.ENSP00000265062	61.29
9606.ENSP00000166345	9606.ENSP00000269143	49.7
9606.ENSP00000166345	9606.ENSP00000273130	44.79
9606.ENSP00000166345	9606.ENSP00000300107	70.83
9606.ENSP00000166345	9606.ENSP00000301764	41.03
9606.ENSP00000166345	9606.ENSP00000311766	42.26
9606.ENSP00000166345	9606.ENSP00000318297	80.0
9606.ENSP00000166345	9606.ENSP00000318480	47.34
9606.ENSP00000166345	9606.ENSP00000322439	39.47
9606.ENSP00000166345	9606.ENSP00000323421	65.22
9606.ENSP00000166345	9606.ENSP00000332455	59.38
9606.ENSP00000166345	9606.ENSP00000336994	61.9
9606.ENSP00000166345	9606.ENSP00000348965	66.67
9606.ENSP00000166345	9606.ENSP00000351777	48.12
9606.ENSP00000166345	9606.ENSP00000357907	51.72
9606.ENSP00000166345	9606.ENSP00000358400	72.73
9606.ENSP00000166345	9606.ENSP00000363193	44.87
9606.ENSP00000166345	9606.ENSP00000368030	42.42
9606.ENSP00000166345	9606.ENSP00000370150	50.88
9606.ENSP00000166345	9606.ENSP00000401802	50.0
9606.ENSP00000166534	9606.ENSP00000267113	43.33
9606.ENSP00000166534	9606.ENSP00000300935	91.67
9606.ENSP00000166534	9606.ENSP00000346874	58.06
9606.ENSP00000166534	9606.ENSP00000351777	52.73
9606.ENSP00000170564	9606.ENSP00000220584	45.61
9606.ENSP00000170564	9606.ENSP00000262854	42.7
9606.ENSP00000170564	9606.ENSP00000264335	65.52
9606.ENSP00000170564	9606.ENSP00000295746	51.39
9606.ENSP00000170564	9606.ENSP00000367123	45.24
9606.ENSP00000185150	9606.ENSP00000292199	61.9
9606.ENSP00000185150	9606.ENSP00000301072	39.53
9606.ENSP00000185150	9606.ENSP00000323720	48.78
9606.ENSP00000185150	9606.ENSP00000336799	39.53
9606.ENSP00000185150	9606.ENSP00000427123	44.9
9606.ENSP00000196061	9606.ENSP00000260665	54.1
9606.ENSP00000196061	9606.ENSP00000264705	60.0
9606.ENSP00000196061	9606.ENSP00000295746	42.19
9606.ENSP00000196061	9606.ENSP00000322439	46.15
9606.ENSP00000196061	9606.ENSP00000380888	48.33
9606.ENSP00000196551	9606.ENSP00000003100	55.17
9606.ENSP00000196551	9606.ENSP00000281928	61.54
9606.ENSP00000196551	9606.ENSP00000296091	68.75
9606.ENSP00000196551	9606.ENSP00000300107	51.61
9606.ENSP00000196551	9606.ENSP00000312066	81.25
9606.ENSP00000196551	9606.ENSP00000348965	44.94
9606.ENSP00000199320	9606.ENSP00000300648	43.08
9606.ENSP00000199320	9606.ENSP00000305653	53.12
9606.ENSP00000199320	9606.ENSP00000358400	56.76
9606.ENSP00000199320	9606.ENSP00000380557	53.33
9606.ENSP00000199320	9606.ENSP00000438465	39.51
9606.ENSP00000202773	9606.ENSP00000295770	52.94
9606.ENSP00000202773	9606.ENSP00000345156	35.37
9606.ENSP00000202773	9606.ENSP00000382269	50.94
9606.ENSP00000205061	9606.ENSP00000262854	37.29
9606.ENSP00000205061	9606.ENSP00000272167	41.86
9606.ENSP00000205061	9606.ENSP00000273130	40.87
9606.ENSP00000205061	9606.ENSP00000281928	43.06
9606.ENSP00000205061	9606.ENSP00000323300	43.75
9606.ENSP00000205061	9606.ENSP00000369213	46.67
9606.ENSP00000212015	9606.ENSP00000253024	41.1
9606.ENSP00000212015	9606.ENSP00000300648	44.9
9606.ENSP00000212015	9606.ENSP00000325612	54.55
9606.ENSP00000212015	9606.ENSP00000345575	78.57
9606.ENSP00000212015	9606.ENSP00000350310	53.66
9606.ENSP00000212015	9606.ENSP00000358400	46.0
9606.ENSP00000212015	9606.ENSP00000369127	41.86
9606.ENSP00000215375	9606.ENSP00000295746	57.78
9606.ENSP00000215375	9606.ENSP00000349456	66.67
9606.ENSP00000215375	9606.ENSP00000380888	65.0
9606.ENSP00000215375	9606.ENSP00000392330	64.0
9606.ENSP00000215570	9606.ENSP00000258198	64.71
9606.ENSP00000215570	9606.ENSP00000262030	60.0
