qseqid	sseqid	ppos
337051.VE2_HPV05	10407.DPOL_HBVCJ	40.3
337051.VE2_HPV05	9606.ENSP00000354526	41.86
337051.VE2_HPV05	9606.ENSP00000401980	47.62
337051.VE6_HPV05	10407.DPOL_HBVCJ	66.67
337051.VE6_HPV05	9606.ENSP00000301727	50.0
337051.VE6_HPV05	9606.ENSP00000325875	75.0
337051.VE6_HPV05	9606.ENSP00000354526	50.0
337051.VE6_HPV05	9606.ENSP00000364589	81.82
337051.VE6_HPV05	9606.ENSP00000387699	77.78
337051.VE7_HPV05	9606.ENSP00000274255	72.22
337051.VE7_HPV05	9606.ENSP00000349156	83.33
337051.VE7_HPV05	9606.ENSP00000359531	100.0
337051.VE7_HPV05	9606.ENSP00000373698	53.85
337051.VE7_HPV05	9606.ENSP00000419692	53.57
9606.ENSP00000005226	10407.HBEAG_HBVCJ	65.0
9606.ENSP00000005226	9606.ENSP00000269305	77.78
9606.ENSP00000005226	9606.ENSP00000270202	42.86
9606.ENSP00000005226	9606.ENSP00000301764	61.54
9606.ENSP00000005226	9606.ENSP00000325875	60.0
9606.ENSP00000005226	9606.ENSP00000338018	48.72
9606.ENSP00000005226	9606.ENSP00000359531	50.0
9606.ENSP00000080059	9606.ENSP00000338018	41.07
9606.ENSP00000080059	9606.ENSP00000354526	61.9
9606.ENSP00000080059	9606.ENSP00000363676	58.82
9606.ENSP00000080059	9606.ENSP00000386341	55.0
9606.ENSP00000080059	9606.ENSP00000417281	37.5
9606.ENSP00000190165	9606.ENSP00000274255	54.84
9606.ENSP00000190165	9606.ENSP00000338018	57.69
9606.ENSP00000204517	9606.ENSP00000364589	71.43
9606.ENSP00000204517	9606.ENSP00000373698	53.33
9606.ENSP00000204517	9606.ENSP00000387699	48.15
9606.ENSP00000216122	10407.DPOL_HBVCJ	44.83
9606.ENSP00000216122	9606.ENSP00000269305	48.0
9606.ENSP00000216122	9606.ENSP00000301764	51.72
9606.ENSP00000216122	9606.ENSP00000349156	52.63
9606.ENSP00000216122	9606.ENSP00000401980	48.39
9606.ENSP00000221561	9606.ENSP00000270202	48.28
9606.ENSP00000221561	9606.ENSP00000364589	53.19
9606.ENSP00000221561	9606.ENSP00000387699	48.48
9606.ENSP00000221561	9606.ENSP00000401980	66.67
9606.ENSP00000222511	9606.ENSP00000274255	72.22
9606.ENSP00000222511	9606.ENSP00000301764	43.3
9606.ENSP00000222511	9606.ENSP00000338018	46.67
9606.ENSP00000225688	9606.ENSP00000270202	52.38
9606.ENSP00000225688	9606.ENSP00000301764	44.44
9606.ENSP00000225688	9606.ENSP00000354526	42.86
9606.ENSP00000225688	9606.ENSP00000364589	42.0
9606.ENSP00000225688	9606.ENSP00000401980	55.0
9606.ENSP00000225737	9606.ENSP00000270202	47.62
9606.ENSP00000225737	9606.ENSP00000373698	45.45
9606.ENSP00000228307	10407.DPOL_HBVCJ	36.36
9606.ENSP00000228307	9606.ENSP00000270202	59.26
9606.ENSP00000228307	9606.ENSP00000301727	53.33
9606.ENSP00000228307	9606.ENSP00000301764	53.57
9606.ENSP00000229854	9606.ENSP00000373698	40.74
9606.ENSP00000229854	9606.ENSP00000419692	45.83
9606.ENSP00000230340	9606.ENSP00000215587	61.54
9606.ENSP00000230340	9606.ENSP00000274255	50.0
9606.ENSP00000230340	9606.ENSP00000301764	50.0
9606.ENSP00000230340	9606.ENSP00000349156	57.89
9606.ENSP00000230340	9606.ENSP00000354526	41.03
9606.ENSP00000230340	9606.ENSP00000419692	61.9
9606.ENSP00000231004	9606.ENSP00000274255	38.27
9606.ENSP00000231004	9606.ENSP00000386341	100.0
9606.ENSP00000233331	9606.ENSP00000269305	43.48
9606.ENSP00000233331	9606.ENSP00000301727	76.92
9606.ENSP00000233331	9606.ENSP00000338018	60.87
9606.ENSP00000237536	9606.ENSP00000301764	41.03
9606.ENSP00000237536	9606.ENSP00000338018	54.55
9606.ENSP00000237536	9606.ENSP00000376445	42.48
9606.ENSP00000239666	9606.ENSP00000354526	32.1
9606.ENSP00000239882	9606.ENSP00000238081	40.74
9606.ENSP00000239882	9606.ENSP00000364589	60.61
9606.ENSP00000239882	9606.ENSP00000417281	85.71
9606.ENSP00000239940	9606.ENSP00000270202	47.37
9606.ENSP00000239940	9606.ENSP00000325875	71.43
9606.ENSP00000239940	9606.ENSP00000354526	83.33
9606.ENSP00000245615	9606.ENSP00000255977	63.64
9606.ENSP00000245615	9606.ENSP00000354526	60.0
9606.ENSP00000257118	9606.ENSP00000349156	59.09
9606.ENSP00000257118	9606.ENSP00000354526	75.0
9606.ENSP00000257118	9606.ENSP00000359531	44.19
9606.ENSP00000257604	9606.ENSP00000269305	43.14
9606.ENSP00000257604	9606.ENSP00000301727	53.85
9606.ENSP00000257604	9606.ENSP00000301764	62.5
9606.ENSP00000257604	9606.ENSP00000349156	62.5
9606.ENSP00000257604	9606.ENSP00000359531	50.0
9606.ENSP00000257604	9606.ENSP00000376445	64.71
9606.ENSP00000257604	9606.ENSP00000401980	61.54
9606.ENSP00000257604	9606.ENSP00000417281	58.06
9606.ENSP00000258105	9606.ENSP00000215587	75.0
9606.ENSP00000258105	9606.ENSP00000301764	100.0
9606.ENSP00000258105	9606.ENSP00000338018	50.0
9606.ENSP00000258105	9606.ENSP00000354526	70.0
9606.ENSP00000258105	9606.ENSP00000364589	56.0
9606.ENSP00000258105	9606.ENSP00000386341	63.16
9606.ENSP00000260130	10407.DPOL_HBVCJ	75.0
9606.ENSP00000260130	9606.ENSP00000255977	65.22
9606.ENSP00000260130	9606.ENSP00000338018	50.0
9606.ENSP00000260130	9606.ENSP00000364589	44.62
9606.ENSP00000260187	9606.ENSP00000301764	41.3
9606.ENSP00000260187	9606.ENSP00000325875	88.89
9606.ENSP00000260187	9606.ENSP00000354526	35.14
9606.ENSP00000260324	9606.ENSP00000325875	60.0
9606.ENSP00000260324	9606.ENSP00000387699	48.48
9606.ENSP00000260324	9606.ENSP00000419692	44.23
9606.ENSP00000260665	9606.ENSP00000269305	60.87
9606.ENSP00000260665	9606.ENSP00000301764	60.0
