qseqid	sseqid	ppos
10633.LT_SV40	9606.ENSP00000217182	65.0
10633.LT_SV40	9606.ENSP00000269122	45.95
10633.LT_SV40	9606.ENSP00000289316	52.17
10633.LT_SV40	9606.ENSP00000291009	48.33
10633.LT_SV40	9606.ENSP00000321744	52.17
10633.LT_SV40	9606.ENSP00000325875	51.43
10633.LT_SV40	9606.ENSP00000330054	65.0
10633.LT_SV40	9606.ENSP00000348706	52.17
10633.LT_SV40	9606.ENSP00000349430	52.17
10633.LT_SV40	9606.ENSP00000352442	52.17
10633.LT_SV40	9606.ENSP00000445831	52.17
10633.ST_SV40	10245.K7_VACCW	39.05
10633.ST_SV40	9606.ENSP00000263967	51.28
10633.ST_SV40	9606.ENSP00000289316	55.0
10633.ST_SV40	9606.ENSP00000321744	55.0
10633.ST_SV40	9606.ENSP00000325875	51.43
10633.ST_SV40	9606.ENSP00000344789	54.84
10633.ST_SV40	9606.ENSP00000348706	55.0
10633.ST_SV40	9606.ENSP00000349430	55.0
10633.ST_SV40	9606.ENSP00000352442	55.0
10633.ST_SV40	9606.ENSP00000357459	78.57
10633.ST_SV40	9606.ENSP00000366618	55.0
10633.ST_SV40	9606.ENSP00000380177	55.0
10633.ST_SV40	9606.ENSP00000445831	52.17
10633.VP1_SV40	10245.B14_VACCW	43.9
10633.VP1_SV40	10245.F1_VACCW	63.16
10633.VP1_SV40	9606.ENSP00000301071	44.12
10633.VP1_SV40	9606.ENSP00000301072	44.12
10633.VP1_SV40	9606.ENSP00000316357	55.56
10633.VP1_SV40	9606.ENSP00000341360	44.44
10633.VP1_SV40	9606.ENSP00000344789	61.54
10633.VP1_SV40	9606.ENSP00000346667	52.0
10633.VP1_SV40	9606.ENSP00000349259	41.46
9606.ENSP00000217244	10245.KBTB1_VACCW	48.98
9606.ENSP00000217244	9606.ENSP00000233057	44.92
9606.ENSP00000217244	9606.ENSP00000242576	51.72
9606.ENSP00000217244	9606.ENSP00000256458	46.24
9606.ENSP00000217244	9606.ENSP00000269122	58.62
9606.ENSP00000217244	9606.ENSP00000297954	50.0
9606.ENSP00000217244	9606.ENSP00000313059	47.76
9606.ENSP00000217244	9606.ENSP00000346667	42.23
9606.ENSP00000217244	9606.ENSP00000358622	51.72
9606.ENSP00000217244	9606.ENSP00000359424	44.44
9606.ENSP00000217244	9606.ENSP00000375086	45.16
9606.ENSP00000217244	9606.ENSP00000430684	44.55
9606.ENSP00000221996	9606.ENSP00000268712	53.57
9606.ENSP00000221996	9606.ENSP00000324173	42.06
9606.ENSP00000221996	9606.ENSP00000359424	54.05
9606.ENSP00000221996	9606.ENSP00000369129	42.65
9606.ENSP00000221996	9606.ENSP00000384018	73.08
9606.ENSP00000230354	9606.ENSP00000268712	60.87
