qseqid	sseqid	ppos
194440.ENV_HTL1C	9606.ENSP00000217182	51.11
194440.ENV_HTL1C	9606.ENSP00000301071	37.84
194440.ENV_HTL1C	9606.ENSP00000301072	38.51
194440.ENV_HTL1C	9606.ENSP00000330054	51.11
194440.HBZ_HTL1C	9606.ENSP00000228318	41.18
194440.HBZ_HTL1C	9606.ENSP00000257622	48.94
194440.HBZ_HTL1C	9606.ENSP00000261839	53.57
194440.HBZ_HTL1C	9606.ENSP00000310670	51.85
194440.HBZ_HTL1C	9606.ENSP00000316357	70.0
194440.HBZ_HTL1C	9606.ENSP00000342434	64.71
194440.HBZ_HTL1C	9606.ENSP00000350720	46.81
194440.HBZ_HTL1C	9606.ENSP00000378917	75.0
194440.HBZ_HTL1C	9606.ENSP00000381428	63.64
194440.HBZ_HTL1C	9606.ENSP00000414208	67.86
194440.REX_HTL1C	9606.ENSP00000339001	56.67
194440.TAX_HTL1C	9606.ENSP00000267064	56.0
194440.TAX_HTL1C	9606.ENSP00000289316	34.62
194440.TAX_HTL1C	9606.ENSP00000303408	34.62
194440.TAX_HTL1C	9606.ENSP00000321744	34.62
194440.TAX_HTL1C	9606.ENSP00000342886	34.62
194440.TAX_HTL1C	9606.ENSP00000346694	44.23
194440.TAX_HTL1C	9606.ENSP00000348706	34.62
194440.TAX_HTL1C	9606.ENSP00000349430	34.62
194440.TAX_HTL1C	9606.ENSP00000356520	72.73
194440.TAX_HTL1C	9606.ENSP00000358151	34.62
194440.TAX_HTL1C	9606.ENSP00000366962	34.62
194440.TAX_HTL1C	9606.ENSP00000450710	65.0
9606.ENSP00000005340	9606.ENSP00000262077	41.44
9606.ENSP00000005340	9606.ENSP00000329967	42.5
9606.ENSP00000005340	9606.ENSP00000342434	33.96
9606.ENSP00000005340	9606.ENSP00000347119	37.5
9606.ENSP00000005340	9606.ENSP00000382177	39.76
9606.ENSP00000200457	9606.ENSP00000262077	40.32
9606.ENSP00000200457	9606.ENSP00000267064	42.11
9606.ENSP00000200457	9606.ENSP00000316357	43.86
9606.ENSP00000200457	9606.ENSP00000426103	58.82
9606.ENSP00000200457	9606.ENSP00000447537	40.0
9606.ENSP00000204566	9606.ENSP00000240327	47.06
9606.ENSP00000204566	9606.ENSP00000261839	51.72
9606.ENSP00000221996	9606.ENSP00000301071	35.9
9606.ENSP00000221996	9606.ENSP00000301072	38.1
9606.ENSP00000221996	9606.ENSP00000316357	64.29
9606.ENSP00000221996	9606.ENSP00000343701	66.67
9606.ENSP00000221996	9606.ENSP00000348704	60.0
9606.ENSP00000221996	9606.ENSP00000351811	48.65
9606.ENSP00000221996	9606.ENSP00000362728	68.75
9606.ENSP00000222224	9606.ENSP00000316357	51.85
9606.ENSP00000222224	9606.ENSP00000329967	43.64
9606.ENSP00000222224	9606.ENSP00000350720	41.18
9606.ENSP00000222224	9606.ENSP00000371236	53.33
9606.ENSP00000222224	9606.ENSP00000404121	54.29
9606.ENSP00000222224	9606.ENSP00000447537	55.56
9606.ENSP00000233331	9606.ENSP00000318195	57.69
9606.ENSP00000233331	9606.ENSP00000371236	60.71
9606.ENSP00000235310	9606.ENSP00000240343	55.56
9606.ENSP00000235310	9606.ENSP00000242577	59.26
9606.ENSP00000235310	9606.ENSP00000254810	47.83
9606.ENSP00000235310	9606.ENSP00000329967	52.94
9606.ENSP00000235310	9606.ENSP00000355778	47.83
9606.ENSP00000235310	9606.ENSP00000381428	71.43
9606.ENSP00000238156	9606.ENSP00000261839	46.61
9606.ENSP00000238156	9606.ENSP00000262077	37.08
9606.ENSP00000238156	9606.ENSP00000321546	67.65
9606.ENSP00000238156	9606.ENSP00000323967	57.14
9606.ENSP00000238156	9606.ENSP00000349168	38.1
9606.ENSP00000238156	9606.ENSP00000351811	50.0
9606.ENSP00000238156	9606.ENSP00000361927	38.1
9606.ENSP00000238156	9606.ENSP00000362728	72.22
9606.ENSP00000238156	9606.ENSP00000382177	66.67
9606.ENSP00000238156	9606.ENSP00000404121	52.63
9606.ENSP00000240343	9606.ENSP00000217182	51.43
9606.ENSP00000240343	9606.ENSP00000240343	100.0
9606.ENSP00000240343	9606.ENSP00000242577	98.88
9606.ENSP00000240343	9606.ENSP00000299353	73.33
9606.ENSP00000240343	9606.ENSP00000316357	75.0
9606.ENSP00000240343	9606.ENSP00000382177	58.06
9606.ENSP00000242248	186538.VP35_EBOZM	44.74
9606.ENSP00000242248	9606.ENSP00000342434	39.71
9606.ENSP00000242248	9606.ENSP00000382177	62.5
9606.ENSP00000242248	9606.ENSP00000404121	44.0
9606.ENSP00000246912	9606.ENSP00000262077	50.0
9606.ENSP00000246912	9606.ENSP00000301072	55.26
9606.ENSP00000246912	9606.ENSP00000342434	56.82
9606.ENSP00000246912	9606.ENSP00000343701	43.94
9606.ENSP00000246912	9606.ENSP00000356087	50.0
9606.ENSP00000248879	9606.ENSP00000261839	53.85
9606.ENSP00000248879	9606.ENSP00000316357	56.52
9606.ENSP00000248879	9606.ENSP00000342434	66.67
9606.ENSP00000248879	9606.ENSP00000354739	51.72
9606.ENSP00000248879	9606.ENSP00000382177	56.25
9606.ENSP00000248879	9606.ENSP00000404121	72.22
9606.ENSP00000248879	9606.ENSP00000426103	44.68
9606.ENSP00000249440	9606.ENSP00000221419	50.0
9606.ENSP00000249440	9606.ENSP00000318195	57.14
9606.ENSP00000249440	9606.ENSP00000338477	44.23
9606.ENSP00000249440	9606.ENSP00000371236	42.11
9606.ENSP00000249440	9606.ENSP00000378917	45.83
9606.ENSP00000249440	9606.ENSP00000382177	39.47
9606.ENSP00000252818	9606.ENSP00000261839	53.33
9606.ENSP00000252818	9606.ENSP00000310670	37.76
9606.ENSP00000252818	9606.ENSP00000311997	55.32
9606.ENSP00000252818	9606.ENSP00000316357	61.11
9606.ENSP00000252818	9606.ENSP00000339001	48.78
9606.ENSP00000252818	9606.ENSP00000382177	52.27
9606.ENSP00000254043	9606.ENSP00000261839	44.04
9606.ENSP00000254043	9606.ENSP00000262077	56.41
9606.ENSP00000254043	9606.ENSP00000311997	43.93
9606.ENSP00000254043	9606.ENSP00000341285	45.24
9606.ENSP00000254043	9606.ENSP00000350720	43.9
9606.ENSP00000254043	9606.ENSP00000351811	38.3
9606.ENSP00000254043	9606.ENSP00000382177	58.62
9606.ENSP00000254043	9606.ENSP00000414208	46.0
9606.ENSP00000256495	9606.ENSP00000267064	72.73
9606.ENSP00000256495	9606.ENSP00000350720	47.73
9606.ENSP00000256495	9606.ENSP00000382177	54.55
9606.ENSP00000256495	9606.ENSP00000404121	52.38
9606.ENSP00000259021	9606.ENSP00000217182	42.86
9606.ENSP00000259021	9606.ENSP00000262077	68.42
9606.ENSP00000259021	9606.ENSP00000378917	37.82
