qseqid	sseqid	bitscore
63330.C_HENDH	11588.NSS_RVFVZ	17.7
63330.C_HENDH	9606.ENSP00000295688	23.9
63330.C_HENDH	9606.ENSP00000296464	20.4
63330.C_HENDH	9606.ENSP00000316032	20.4
63330.C_HENDH	9606.ENSP00000384144	18.1
63330.C_HENDH	9606.ENSP00000451560	18.1
63330.GLYCP_HENDH	9606.ENSP00000264990	21.9
63330.GLYCP_HENDH	9606.ENSP00000280326	23.1
63330.GLYCP_HENDH	9606.ENSP00000286788	20.8
63330.GLYCP_HENDH	9606.ENSP00000325875	21.6
63330.V_HENDH	9606.ENSP00000264990	19.6
63330.V_HENDH	9606.ENSP00000316032	21.2
63330.V_HENDH	9606.ENSP00000360154	20.8
63330.W_HENDH	9606.ENSP00000302961	19.6
63330.W_HENDH	9606.ENSP00000316032	21.6
63330.W_HENDH	9606.ENSP00000360154	20.4
9606.ENSP00000216336	9606.ENSP00000247207	19.2
9606.ENSP00000216336	9606.ENSP00000265651	19.2
9606.ENSP00000216336	9606.ENSP00000360154	20.8
9606.ENSP00000216336	9606.ENSP00000360286	18.9
9606.ENSP00000225275	9606.ENSP00000265651	21.6
9606.ENSP00000225275	9606.ENSP00000286788	21.6
9606.ENSP00000225275	9606.ENSP00000318687	20.8
9606.ENSP00000225275	9606.ENSP00000335153	20.0
9606.ENSP00000225275	9606.ENSP00000377958	20.0
9606.ENSP00000225275	9606.ENSP00000384144	22.7
9606.ENSP00000225655	9606.ENSP00000247207	17.7
9606.ENSP00000225655	9606.ENSP00000264990	20.8
9606.ENSP00000225655	9606.ENSP00000299300	19.2
9606.ENSP00000225655	9606.ENSP00000301071	23.9
9606.ENSP00000225655	9606.ENSP00000301072	21.6
9606.ENSP00000225655	9606.ENSP00000325875	21.2
9606.ENSP00000225655	9606.ENSP00000335153	21.6
9606.ENSP00000225655	9606.ENSP00000360154	17.7
9606.ENSP00000225655	9606.ENSP00000384144	18.1
9606.ENSP00000229239	9606.ENSP00000296464	21.2
9606.ENSP00000229239	9606.ENSP00000302961	19.6
9606.ENSP00000229239	9606.ENSP00000318687	20.8
9606.ENSP00000229239	9606.ENSP00000335153	18.9
9606.ENSP00000229239	9606.ENSP00000377958	20.4
9606.ENSP00000231751	9606.ENSP00000295688	21.2
9606.ENSP00000231751	9606.ENSP00000299300	21.9
9606.ENSP00000231751	9606.ENSP00000324173	24.3
9606.ENSP00000231751	9606.ENSP00000360286	21.2
9606.ENSP00000231751	9606.ENSP00000377958	23.5
9606.ENSP00000234347	9606.ENSP00000265651	21.2
9606.ENSP00000234347	9606.ENSP00000296464	19.6
9606.ENSP00000234347	9606.ENSP00000356348	19.2
