qseqid	sseqid	bitscore
11234.HEMA_MEASC	10633.LT_SV40	20.8
11234.HEMA_MEASC	9606.ENSP00000332455	21.6
11234.NCAP_MEASC	9606.ENSP00000263253	20.0
11234.NCAP_MEASC	9606.ENSP00000274026	22.3
11234.NCAP_MEASC	9606.ENSP00000290158	19.6
11234.NCAP_MEASC	9606.ENSP00000324804	23.1
11234.NCAP_MEASC	9606.ENSP00000357858	19.6
11234.PHOSP_MEASC	10633.ST_SV40	21.9
11234.PHOSP_MEASC	9606.ENSP00000217244	20.0
11234.PHOSP_MEASC	9606.ENSP00000274026	21.2
11234.PHOSP_MEASC	9606.ENSP00000302530	20.8
11234.PHOSP_MEASC	9606.ENSP00000340278	21.9
11234.PHOSP_MEASC	9606.ENSP00000354522	20.8
11234.PHOSP_MEASC	9606.ENSP00000357858	20.4
11234.PHOSP_MEASC	9606.ENSP00000362649	20.4
11234.V_MEASC	10633.ST_SV40	21.6
11234.V_MEASC	9606.ENSP00000274026	21.2
11234.V_MEASC	9606.ENSP00000332455	19.2
11234.V_MEASC	9606.ENSP00000359206	19.6
9606.ENSP00000000412	9606.ENSP00000302640	19.6
9606.ENSP00000000412	9606.ENSP00000368349	19.6
9606.ENSP00000006777	10633.VP1_SV40	19.6
9606.ENSP00000006777	9606.ENSP00000263253	19.6
9606.ENSP00000006777	9606.ENSP00000324804	19.6
9606.ENSP00000006777	9606.ENSP00000332455	21.9
9606.ENSP00000006777	9606.ENSP00000340278	20.0
9606.ENSP00000006777	9606.ENSP00000378699	19.2
9606.ENSP00000011619	9606.ENSP00000263253	21.2
9606.ENSP00000011619	9606.ENSP00000290158	20.4
9606.ENSP00000011619	9606.ENSP00000302530	21.2
9606.ENSP00000011619	9606.ENSP00000354522	23.9
9606.ENSP00000011619	9606.ENSP00000354588	20.8
9606.ENSP00000011619	9606.ENSP00000367207	24.6
9606.ENSP00000054666	9606.ENSP00000362649	16.9
9606.ENSP00000156825	10633.VP1_SV40	20.4
9606.ENSP00000156825	9606.ENSP00000276072	20.4
9606.ENSP00000156825	9606.ENSP00000334373	19.6
9606.ENSP00000156825	9606.ENSP00000354522	19.2
9606.ENSP00000202773	9606.ENSP00000302640	19.6
9606.ENSP00000202773	9606.ENSP00000332455	19.2
9606.ENSP00000202773	9606.ENSP00000354522	20.0
9606.ENSP00000202773	9606.ENSP00000357858	19.2
9606.ENSP00000202773	9606.ENSP00000368881	23.9
9606.ENSP00000202773	9606.ENSP00000378699	19.2
9606.ENSP00000203407	9606.ENSP00000276072	19.6
9606.ENSP00000203407	9606.ENSP00000302530	20.8
9606.ENSP00000203407	9606.ENSP00000332706	20.4
9606.ENSP00000203407	9606.ENSP00000359727	21.9
9606.ENSP00000203407	9606.ENSP00000367207	20.8
9606.ENSP00000203407	9606.ENSP00000368349	23.1
9606.ENSP00000203630	9606.ENSP00000263253	22.3
9606.ENSP00000203630	9606.ENSP00000354522	21.9
9606.ENSP00000203630	9606.ENSP00000357858	18.9
9606.ENSP00000206542	9606.ENSP00000263253	28.5
9606.ENSP00000215375	10633.LT_SV40	18.5
9606.ENSP00000215375	9606.ENSP00000267163	19.2
9606.ENSP00000215375	9606.ENSP00000276072	18.1
9606.ENSP00000215375	9606.ENSP00000302640	23.5
9606.ENSP00000215375	9606.ENSP00000344504	23.1
9606.ENSP00000215567	9606.ENSP00000263253	23.5
9606.ENSP00000215567	9606.ENSP00000302640	22.7
9606.ENSP00000215567	9606.ENSP00000340278	20.8
9606.ENSP00000215567	9606.ENSP00000359727	20.0
9606.ENSP00000215567	9606.ENSP00000367207	20.4
9606.ENSP00000215567	9606.ENSP00000368349	20.0
9606.ENSP00000215570	9606.ENSP00000276072	18.5
9606.ENSP00000215570	9606.ENSP00000334373	17.3
9606.ENSP00000215570	9606.ENSP00000354522	16.9
9606.ENSP00000215739	9606.ENSP00000324804	25.4
9606.ENSP00000215739	9606.ENSP00000354522	21.9
9606.ENSP00000215882	9606.ENSP00000217244	20.0
9606.ENSP00000215882	9606.ENSP00000263253	19.2
9606.ENSP00000215882	9606.ENSP00000302530	19.2
9606.ENSP00000216034	9606.ENSP00000263253	20.0
9606.ENSP00000216034	9606.ENSP00000276072	22.7
9606.ENSP00000216034	9606.ENSP00000354522	18.1
9606.ENSP00000216034	9606.ENSP00000362649	19.6
9606.ENSP00000216034	9606.ENSP00000368349	19.2
9606.ENSP00000216034	9606.ENSP00000376176	18.1
9606.ENSP00000216121	10633.LT_SV40	21.2
9606.ENSP00000216121	9606.ENSP00000221996	20.0
9606.ENSP00000216121	9606.ENSP00000302640	19.2
9606.ENSP00000216121	9606.ENSP00000357858	18.9
9606.ENSP00000216121	9606.ENSP00000359206	23.1
9606.ENSP00000216121	9606.ENSP00000368349	19.2
9606.ENSP00000216218	9606.ENSP00000217244	19.2
9606.ENSP00000216218	9606.ENSP00000263253	21.6
9606.ENSP00000216218	9606.ENSP00000290158	20.4
9606.ENSP00000216218	9606.ENSP00000302640	20.4
9606.ENSP00000216218	9606.ENSP00000354522	22.7
9606.ENSP00000216218	9606.ENSP00000354588	22.3
9606.ENSP00000216218	9606.ENSP00000367207	19.2
9606.ENSP00000216500	9606.ENSP00000276072	19.6
9606.ENSP00000216500	9606.ENSP00000324804	20.8
9606.ENSP00000216500	9606.ENSP00000368349	20.8
9606.ENSP00000217455	9606.ENSP00000263253	24.3
9606.ENSP00000217455	9606.ENSP00000368349	21.2
9606.ENSP00000217455	9606.ENSP00000376176	19.6
9606.ENSP00000217455	9606.ENSP00000378699	19.2
9606.ENSP00000217971	10633.LT_SV40	20.0
9606.ENSP00000217971	9606.ENSP00000263253	21.6
9606.ENSP00000217971	9606.ENSP00000276072	20.4
9606.ENSP00000217971	9606.ENSP00000354588	18.5
9606.ENSP00000217971	9606.ENSP00000357858	20.4
9606.ENSP00000218439	9606.ENSP00000263253	24.3
9606.ENSP00000218439	9606.ENSP00000290158	20.8
9606.ENSP00000218439	9606.ENSP00000302530	20.0
9606.ENSP00000218439	9606.ENSP00000354588	20.0
9606.ENSP00000218439	9606.ENSP00000359531	23.1
9606.ENSP00000218439	9606.ENSP00000368349	20.8
9606.ENSP00000219548	10633.LT_SV40	20.0
9606.ENSP00000219548	9606.ENSP00000263253	24.3
9606.ENSP00000219548	9606.ENSP00000276072	20.4
9606.ENSP00000219548	9606.ENSP00000302530	20.0
9606.ENSP00000219548	9606.ENSP00000354522	19.2
9606.ENSP00000219548	9606.ENSP00000376176	21.6
9606.ENSP00000219789	9606.ENSP00000263253	20.4
9606.ENSP00000219789	9606.ENSP00000359531	18.9
9606.ENSP00000221138	9606.ENSP00000276072	19.6
9606.ENSP00000221138	9606.ENSP00000332706	22.7
9606.ENSP00000221138	9606.ENSP00000357858	20.0
9606.ENSP00000221138	9606.ENSP00000359206	19.6
9606.ENSP00000222214	9606.ENSP00000267163	19.6
9606.ENSP00000222214	9606.ENSP00000276072	25.8
9606.ENSP00000222214	9606.ENSP00000290158	20.8
9606.ENSP00000222308	9606.ENSP00000217244	21.2
9606.ENSP00000222308	9606.ENSP00000267163	22.7
9606.ENSP00000222308	9606.ENSP00000302530	21.9
9606.ENSP00000222308	9606.ENSP00000359206	19.6
