qseqid	sseqid	ppos
11588.NSS_RVFVZ	11588.NSS_RVFVZ	100.0
11588.NSS_RVFVZ	9606.ENSP00000316032	48.48
9606.ENSP00000220764	9606.ENSP00000220764	100.0
9606.ENSP00000220764	9606.ENSP00000301071	66.67
9606.ENSP00000220764	9606.ENSP00000301072	66.67
9606.ENSP00000220764	9606.ENSP00000316032	65.0
9606.ENSP00000247207	9606.ENSP00000247207	100.0
9606.ENSP00000247207	9606.ENSP00000280326	56.76
9606.ENSP00000247207	9606.ENSP00000295688	60.0
9606.ENSP00000247207	9606.ENSP00000296464	51.93
9606.ENSP00000247207	9606.ENSP00000302961	52.61
9606.ENSP00000247207	9606.ENSP00000318687	52.14
9606.ENSP00000247207	9606.ENSP00000324173	80.26
9606.ENSP00000247207	9606.ENSP00000384144	51.97
9606.ENSP00000264071	9606.ENSP00000264071	100.0
9606.ENSP00000264071	9606.ENSP00000280326	77.78
9606.ENSP00000264071	9606.ENSP00000301071	61.06
9606.ENSP00000264071	9606.ENSP00000301072	60.75
9606.ENSP00000264071	9606.ENSP00000316032	65.22
9606.ENSP00000264071	9606.ENSP00000318687	47.92
9606.ENSP00000264071	9606.ENSP00000324173	40.37
9606.ENSP00000264071	9606.ENSP00000339001	98.87
9606.ENSP00000264071	9606.ENSP00000341289	99.55
9606.ENSP00000264071	9606.ENSP00000356348	60.87
9606.ENSP00000264071	9606.ENSP00000451560	96.24
9606.ENSP00000264990	9606.ENSP00000264990	100.0
9606.ENSP00000264990	9606.ENSP00000316032	50.0
9606.ENSP00000264990	9606.ENSP00000335153	38.14
9606.ENSP00000264990	9606.ENSP00000356348	48.28
9606.ENSP00000265651	9606.ENSP00000265651	100.0
9606.ENSP00000265651	9606.ENSP00000280326	38.96
9606.ENSP00000265651	9606.ENSP00000286788	42.11
9606.ENSP00000265651	9606.ENSP00000299300	52.17
9606.ENSP00000265651	9606.ENSP00000301072	48.65
9606.ENSP00000265651	9606.ENSP00000316032	66.67
9606.ENSP00000265651	9606.ENSP00000377958	53.85
9606.ENSP00000265651	9606.ENSP00000451560	71.43
9606.ENSP00000280326	9606.ENSP00000247207	56.76
9606.ENSP00000280326	9606.ENSP00000264071	77.78
9606.ENSP00000280326	9606.ENSP00000265651	39.47
9606.ENSP00000280326	9606.ENSP00000280326	100.0
9606.ENSP00000280326	9606.ENSP00000286788	52.58
9606.ENSP00000280326	9606.ENSP00000295688	58.21
9606.ENSP00000280326	9606.ENSP00000296464	55.17
9606.ENSP00000280326	9606.ENSP00000299300	55.12
9606.ENSP00000280326	9606.ENSP00000324173	54.55
9606.ENSP00000280326	9606.ENSP00000339001	88.89
9606.ENSP00000280326	9606.ENSP00000341289	88.89
9606.ENSP00000280326	9606.ENSP00000377958	62.18
9606.ENSP00000286788	9606.ENSP00000264990	59.09
9606.ENSP00000286788	9606.ENSP00000265651	42.11
9606.ENSP00000286788	9606.ENSP00000280326	52.58
9606.ENSP00000286788	9606.ENSP00000286788	100.0
9606.ENSP00000286788	9606.ENSP00000295688	49.28
9606.ENSP00000286788	9606.ENSP00000296464	49.09
9606.ENSP00000286788	9606.ENSP00000299300	48.58
9606.ENSP00000286788	9606.ENSP00000377958	52.94
9606.ENSP00000295688	9606.ENSP00000247207	60.0
9606.ENSP00000295688	9606.ENSP00000280326	58.21
9606.ENSP00000295688	9606.ENSP00000286788	49.28
9606.ENSP00000295688	9606.ENSP00000295688	100.0
9606.ENSP00000295688	9606.ENSP00000299300	51.49
9606.ENSP00000295688	9606.ENSP00000316032	36.96
9606.ENSP00000295688	9606.ENSP00000335153	46.15
9606.ENSP00000295688	9606.ENSP00000377958	58.64
9606.ENSP00000296464	9606.ENSP00000247207	51.93
9606.ENSP00000296464	9606.ENSP00000296464	100.0
9606.ENSP00000296464	9606.ENSP00000302961	78.31
9606.ENSP00000296464	9606.ENSP00000318687	76.06
9606.ENSP00000296464	9606.ENSP00000324173	56.11
9606.ENSP00000296464	9606.ENSP00000377958	55.17
9606.ENSP00000296464	9606.ENSP00000384144	54.87
9606.ENSP00000299300	9606.ENSP00000265651	52.17
9606.ENSP00000299300	9606.ENSP00000280326	55.12
9606.ENSP00000299300	9606.ENSP00000286788	48.58
9606.ENSP00000299300	9606.ENSP00000295688	51.69
9606.ENSP00000299300	9606.ENSP00000299300	100.0
9606.ENSP00000299300	9606.ENSP00000325875	55.17
9606.ENSP00000299300	9606.ENSP00000377958	54.91
9606.ENSP00000301071	9606.ENSP00000220764	66.67
9606.ENSP00000301071	9606.ENSP00000264071	61.06
9606.ENSP00000301071	9606.ENSP00000301071	100.0
9606.ENSP00000301071	9606.ENSP00000301072	98.89
9606.ENSP00000301071	9606.ENSP00000302961	54.17
9606.ENSP00000301071	9606.ENSP00000339001	61.06
9606.ENSP00000301071	9606.ENSP00000341289	60.83
9606.ENSP00000301071	9606.ENSP00000451560	60.56
9606.ENSP00000301072	9606.ENSP00000220764	66.67
9606.ENSP00000301072	9606.ENSP00000264071	61.29
9606.ENSP00000301072	9606.ENSP00000301071	98.89
9606.ENSP00000301072	9606.ENSP00000301072	100.0
9606.ENSP00000301072	9606.ENSP00000302961	54.17
9606.ENSP00000301072	9606.ENSP00000339001	61.29
9606.ENSP00000301072	9606.ENSP00000341289	61.06
9606.ENSP00000301072	9606.ENSP00000451560	61.07
9606.ENSP00000302961	9606.ENSP00000247207	53.41
9606.ENSP00000302961	9606.ENSP00000296464	78.31
9606.ENSP00000302961	9606.ENSP00000302961	100.0
9606.ENSP00000302961	9606.ENSP00000318687	79.32
9606.ENSP00000302961	9606.ENSP00000324173	53.22
9606.ENSP00000302961	9606.ENSP00000384144	45.52
9606.ENSP00000316032	9606.ENSP00000264071	65.22
9606.ENSP00000316032	9606.ENSP00000264990	50.0
9606.ENSP00000316032	9606.ENSP00000295688	36.96
9606.ENSP00000316032	9606.ENSP00000316032	100.0
9606.ENSP00000316032	9606.ENSP00000325875	56.25
9606.ENSP00000316032	9606.ENSP00000339001	65.22
9606.ENSP00000316032	9606.ENSP00000341289	65.22
9606.ENSP00000316032	9606.ENSP00000360286	77.78
9606.ENSP00000316032	9606.ENSP00000451560	65.22
9606.ENSP00000318687	9606.ENSP00000247207	52.14
9606.ENSP00000318687	9606.ENSP00000264071	47.92
9606.ENSP00000318687	9606.ENSP00000296464	76.06
9606.ENSP00000318687	9606.ENSP00000302961	79.65
9606.ENSP00000318687	9606.ENSP00000318687	100.0
9606.ENSP00000318687	9606.ENSP00000324173	57.57
9606.ENSP00000318687	9606.ENSP00000325875	50.0
9606.ENSP00000318687	9606.ENSP00000335153	50.0
9606.ENSP00000318687	9606.ENSP00000339001	42.86
9606.ENSP00000318687	9606.ENSP00000341289	47.92
9606.ENSP00000318687	9606.ENSP00000384144	46.54
9606.ENSP00000324173	9606.ENSP00000247207	80.59
9606.ENSP00000324173	9606.ENSP00000264071	40.37
9606.ENSP00000324173	9606.ENSP00000280326	54.55
9606.ENSP00000324173	9606.ENSP00000296464	56.11
9606.ENSP00000324173	9606.ENSP00000302961	53.22
9606.ENSP00000324173	9606.ENSP00000318687	57.8
9606.ENSP00000324173	9606.ENSP00000324173	100.0
9606.ENSP00000324173	9606.ENSP00000335153	50.0
9606.ENSP00000324173	9606.ENSP00000360154	66.67
9606.ENSP00000324173	9606.ENSP00000377958	52.94
9606.ENSP00000324173	9606.ENSP00000384144	54.0
9606.ENSP00000325875	9606.ENSP00000316032	57.89
9606.ENSP00000325875	9606.ENSP00000318687	50.0
9606.ENSP00000325875	9606.ENSP00000324173	40.2
