qseqid	sseqid	bitscore
194440.ENV_HTL1C	129951.DPOL_ADE02	23.1
194440.ENV_HTL1C	9606.ENSP00000230419	22.3
194440.ENV_HTL1C	9606.ENSP00000313169	23.9
194440.HBZ_HTL1C	9606.ENSP00000263253	22.7
194440.HBZ_HTL1C	9606.ENSP00000263754	20.8
194440.HBZ_HTL1C	9606.ENSP00000303351	21.9
194440.HBZ_HTL1C	9606.ENSP00000313169	23.1
194440.REX_HTL1C	9606.ENSP00000266000	22.3
194440.REX_HTL1C	9606.ENSP00000342222	21.6
194440.REX_HTL1C	9606.ENSP00000346839	21.2
194440.REX_HTL1C	9606.ENSP00000364188	21.9
194440.REX_HTL1C	9606.ENSP00000440045	20.4
194440.TAX_HTL1C	9606.ENSP00000261739	24.6
194440.TAX_HTL1C	9606.ENSP00000262367	21.6
194440.TAX_HTL1C	9606.ENSP00000263253	21.9
194440.TAX_HTL1C	9606.ENSP00000296129	24.3
194440.TAX_HTL1C	9606.ENSP00000323099	25.0
194440.TAX_HTL1C	9606.ENSP00000345689	21.9
194440.TAX_HTL1C	9606.ENSP00000362768	23.5
9606.ENSP00000005340	9606.ENSP00000253754	22.3
9606.ENSP00000005340	9606.ENSP00000268251	25.0
9606.ENSP00000005340	9606.ENSP00000401802	22.7
9606.ENSP00000005340	9606.ENSP00000408005	26.9
9606.ENSP00000200457	9606.ENSP00000253754	45.1
9606.ENSP00000200457	9606.ENSP00000256637	23.1
9606.ENSP00000200457	9606.ENSP00000262367	27.7
9606.ENSP00000200457	9606.ENSP00000295598	23.5
9606.ENSP00000200457	9606.ENSP00000310901	42.7
9606.ENSP00000200457	9606.ENSP00000334153	25.4
9606.ENSP00000200457	9606.ENSP00000345656	28.9
9606.ENSP00000200457	9606.ENSP00000367545	22.3
9606.ENSP00000204566	129951.CAPSH_ADE02	21.2
9606.ENSP00000204566	9606.ENSP00000230419	21.9
9606.ENSP00000204566	9606.ENSP00000306881	24.6
9606.ENSP00000204566	9606.ENSP00000307887	22.3
9606.ENSP00000204566	9606.ENSP00000333769	21.9
9606.ENSP00000204566	9606.ENSP00000357048	21.2
9606.ENSP00000221996	9606.ENSP00000266659	27.7
9606.ENSP00000221996	9606.ENSP00000357048	25.0
9606.ENSP00000221996	9606.ENSP00000362768	21.6
9606.ENSP00000221996	9606.ENSP00000376472	25.4
9606.ENSP00000222224	129951.DPOL_ADE02	22.3
9606.ENSP00000222224	9606.ENSP00000230419	21.9
9606.ENSP00000222224	9606.ENSP00000262210	21.6
9606.ENSP00000222224	9606.ENSP00000306881	23.5
9606.ENSP00000222224	9606.ENSP00000323099	21.6
9606.ENSP00000222224	9606.ENSP00000343741	25.4
9606.ENSP00000222224	9606.ENSP00000353878	21.9
9606.ENSP00000233331	129951.CORE5_ADE02	21.9
9606.ENSP00000233331	129951.DNB2_ADE02	21.9
9606.ENSP00000233331	129951.DPOL_ADE02	21.6
9606.ENSP00000233331	9606.ENSP00000228506	24.3
9606.ENSP00000233331	9606.ENSP00000296930	21.2
9606.ENSP00000233331	9606.ENSP00000357048	21.9
9606.ENSP00000233331	9606.ENSP00000378312	22.3
9606.ENSP00000233331	9606.ENSP00000404833	24.3
9606.ENSP00000235310	129951.E1B55_ADE02	22.3
9606.ENSP00000235310	9606.ENSP00000216115	20.0
9606.ENSP00000235310	9606.ENSP00000276072	20.4
9606.ENSP00000235310	9606.ENSP00000312506	22.7
9606.ENSP00000235310	9606.ENSP00000343741	21.2
9606.ENSP00000235310	9606.ENSP00000357048	21.9
9606.ENSP00000238156	129951.CAPSH_ADE02	25.0
9606.ENSP00000238156	9606.ENSP00000260324	23.1
9606.ENSP00000238156	9606.ENSP00000264932	21.9
9606.ENSP00000238156	9606.ENSP00000312506	23.1
9606.ENSP00000238156	9606.ENSP00000357448	23.5
9606.ENSP00000240343	129951.DNB2_ADE02	20.8
9606.ENSP00000240343	9606.ENSP00000225916	19.6
9606.ENSP00000240343	9606.ENSP00000263253	20.0
9606.ENSP00000240343	9606.ENSP00000299427	18.9
9606.ENSP00000240343	9606.ENSP00000303222	18.9
9606.ENSP00000240343	9606.ENSP00000303992	20.8
9606.ENSP00000240343	9606.ENSP00000306881	20.4
9606.ENSP00000240343	9606.ENSP00000356150	21.2
9606.ENSP00000242248	9606.ENSP00000260810	22.7
9606.ENSP00000242248	9606.ENSP00000352513	21.9
9606.ENSP00000246912	9606.ENSP00000262133	22.7
9606.ENSP00000246912	9606.ENSP00000263253	23.1
9606.ENSP00000246912	9606.ENSP00000310129	21.2
9606.ENSP00000246912	9606.ENSP00000377470	22.3
9606.ENSP00000248879	9606.ENSP00000263253	23.1
9606.ENSP00000248879	9606.ENSP00000299427	21.9
9606.ENSP00000248879	9606.ENSP00000343741	21.9
9606.ENSP00000248879	9606.ENSP00000367545	24.3
9606.ENSP00000248879	9606.ENSP00000387262	20.8
9606.ENSP00000249440	129951.DNB2_ADE02	21.9
9606.ENSP00000249440	9606.ENSP00000251527	22.7
9606.ENSP00000249440	9606.ENSP00000276072	26.2
9606.ENSP00000249440	9606.ENSP00000349437	23.9
9606.ENSP00000249440	9606.ENSP00000357048	21.9
9606.ENSP00000249440	9606.ENSP00000404833	22.3
9606.ENSP00000249440	9606.ENSP00000418401	22.3
