qseqid	sseqid	pident
337042.VE5_HPV18	9606.ENSP00000286479	46.667
337042.VE5_HPV18	9606.ENSP00000335321	25.581
337042.VE5_HPV18	9606.ENSP00000346067	22.449
337042.VE5_HPV18	9606.ENSP00000363232	40.0
337042.VE6_HPV18	9606.ENSP00000245907	27.66
337042.VE6_HPV18	9606.ENSP00000283179	30.0
337042.VE6_HPV18	9606.ENSP00000356520	54.545
337042.VE7_HPV18	9606.ENSP00000346120	34.483000000000004
337042.VE7_HPV18	9606.ENSP00000350651	44.0
337042.VE7_HPV18	9606.ENSP00000371475	55.556000000000004
337042.VE7_HPV18	9606.ENSP00000430432	46.667
337042.VE7_HPV18	9606.ENSP00000433821	52.632
9606.ENSP00000010404	9606.ENSP00000263857	29.31
9606.ENSP00000010404	9606.ENSP00000299300	58.333
9606.ENSP00000010404	9606.ENSP00000356224	37.931
9606.ENSP00000010404	9606.ENSP00000377892	35.714
9606.ENSP00000016171	9606.ENSP00000309555	28.947
9606.ENSP00000016171	9606.ENSP00000339095	20.455
9606.ENSP00000016171	9606.ENSP00000371475	43.75
9606.ENSP00000044462	9606.ENSP00000264606	42.308
9606.ENSP00000044462	9606.ENSP00000435777	28.302
9606.ENSP00000157812	9606.ENSP00000222247	52.174
9606.ENSP00000157812	9606.ENSP00000259808	40.0
9606.ENSP00000157812	9606.ENSP00000265335	30.769000000000002
9606.ENSP00000157812	9606.ENSP00000275603	31.25
9606.ENSP00000157812	9606.ENSP00000318297	36.923
9606.ENSP00000157812	9606.ENSP00000350028	27.66
9606.ENSP00000157812	9606.ENSP00000351777	44.978
9606.ENSP00000157812	9606.ENSP00000356224	34.0
9606.ENSP00000157812	9606.ENSP00000356520	30.435
9606.ENSP00000157812	9606.ENSP00000357283	28.767
9606.ENSP00000157812	9606.ENSP00000362900	24.528000000000002
9606.ENSP00000157812	9606.ENSP00000381167	56.25
9606.ENSP00000157812	9606.ENSP00000420213	52.941
9606.ENSP00000158771	9606.ENSP00000335321	38.095
9606.ENSP00000158771	9606.ENSP00000371475	36.0
9606.ENSP00000158771	9606.ENSP00000381167	31.429000000000002
9606.ENSP00000162044	10298.LTP_HHV11	73.333
9606.ENSP00000162044	9606.ENSP00000264018	23.377
9606.ENSP00000162044	9606.ENSP00000350333	34.375
9606.ENSP00000162044	9606.ENSP00000352400	39.583
9606.ENSP00000162044	9606.ENSP00000418960	50.0
9606.ENSP00000175091	9606.ENSP00000245907	34.146
9606.ENSP00000175091	9606.ENSP00000305790	32.143
9606.ENSP00000175091	9606.ENSP00000345156	50.0
9606.ENSP00000175091	9606.ENSP00000357047	29.508000000000003
9606.ENSP00000175091	9606.ENSP00000368349	28.889
9606.ENSP00000175091	9606.ENSP00000378917	42.105
9606.ENSP00000215071	10298.GC_HHV11	42.308
9606.ENSP00000215071	9606.ENSP00000356224	34.783
9606.ENSP00000215071	9606.ENSP00000357047	26.666999999999998
9606.ENSP00000215567	9606.ENSP00000459789	25.926
9606.ENSP00000216500	9606.ENSP00000332604	29.268
9606.ENSP00000216500	9606.ENSP00000381167	30.612
9606.ENSP00000217446	10298.LTP_HHV11	29.031999999999996
9606.ENSP00000217446	9606.ENSP00000346671	30.303
9606.ENSP00000217446	9606.ENSP00000365462	30.0
9606.ENSP00000217446	9606.ENSP00000380033	37.931
9606.ENSP00000217456	9606.ENSP00000216274	38.71
9606.ENSP00000217456	9606.ENSP00000265081	20.0
9606.ENSP00000217456	9606.ENSP00000313420	50.0
9606.ENSP00000217456	9606.ENSP00000335153	20.588
9606.ENSP00000217971	9606.ENSP00000217133	66.667
9606.ENSP00000217971	9606.ENSP00000264954	31.111
9606.ENSP00000217971	9606.ENSP00000339001	36.364000000000004
9606.ENSP00000217971	9606.ENSP00000358635	33.333
9606.ENSP00000217971	9606.ENSP00000363745	30.951999999999998
9606.ENSP00000217971	9606.ENSP00000384273	35.135
9606.ENSP00000217971	9606.ENSP00000433821	31.818
9606.ENSP00000218104	9606.ENSP00000229319	25.531999999999996
9606.ENSP00000218104	9606.ENSP00000233146	45.833
9606.ENSP00000218104	9606.ENSP00000234420	57.895
9606.ENSP00000218104	9606.ENSP00000245907	31.034000000000002
9606.ENSP00000218104	9606.ENSP00000265081	56.25
9606.ENSP00000218104	9606.ENSP00000265335	30.769000000000002
9606.ENSP00000218104	9606.ENSP00000323421	69.23100000000001
9606.ENSP00000218104	9606.ENSP00000340019	34.091
9606.ENSP00000218104	9606.ENSP00000346001	31.429000000000002
9606.ENSP00000218104	9606.ENSP00000356224	39.474000000000004
9606.ENSP00000218104	9606.ENSP00000381167	50.0
9606.ENSP00000219313	9606.ENSP00000245907	31.818
9606.ENSP00000219313	9606.ENSP00000264606	35.0
9606.ENSP00000219313	9606.ENSP00000310040	28.881
9606.ENSP00000219313	9606.ENSP00000357047	23.729
9606.ENSP00000219313	9606.ENSP00000364802	34.286
9606.ENSP00000219313	9606.ENSP00000430432	35.556
9606.ENSP00000219700	10298.PRIM_HHV11	31.818
9606.ENSP00000219700	10298.US03_HHV11	30.233
9606.ENSP00000219700	9606.ENSP00000265081	20.160999999999998
9606.ENSP00000219700	9606.ENSP00000269298	32.143
9606.ENSP00000219700	9606.ENSP00000352400	33.333
9606.ENSP00000219700	9606.ENSP00000356224	33.333
9606.ENSP00000219700	9606.ENSP00000360163	26.23
9606.ENSP00000219700	9606.ENSP00000381167	20.513
9606.ENSP00000219789	10298.US03_HHV11	40.0
9606.ENSP00000219789	9606.ENSP00000202773	50.0
9606.ENSP00000219789	9606.ENSP00000265081	29.412
9606.ENSP00000219789	9606.ENSP00000343657	34.286
9606.ENSP00000220772	10298.ICP22_HHV11	27.66
9606.ENSP00000220772	10298.PRIM_HHV11	22.414
9606.ENSP00000220772	9606.ENSP00000286479	34.211
9606.ENSP00000220772	9606.ENSP00000305790	40.0
9606.ENSP00000220772	9606.ENSP00000309555	42.857
9606.ENSP00000220772	9606.ENSP00000342905	34.884
9606.ENSP00000220772	9606.ENSP00000430432	37.838
9606.ENSP00000220853	9606.ENSP00000265081	21.805
9606.ENSP00000220853	9606.ENSP00000298139	24.719
9606.ENSP00000220853	9606.ENSP00000323421	22.603
9606.ENSP00000220853	9606.ENSP00000445175	35.294000000000004
9606.ENSP00000221957	10298.PRIM_HHV11	24.074
9606.ENSP00000221957	9606.ENSP00000313420	30.769000000000002
9606.ENSP00000221957	9606.ENSP00000352400	37.5
9606.ENSP00000221957	9606.ENSP00000384273	32.258
9606.ENSP00000221957	9606.ENSP00000441875	37.5
9606.ENSP00000222308	10298.OBP_HHV11	55.556000000000004
9606.ENSP00000222308	9606.ENSP00000245907	25.455
9606.ENSP00000222308	9606.ENSP00000263857	31.579
9606.ENSP00000222308	9606.ENSP00000304350	50.0
9606.ENSP00000222308	9606.ENSP00000325875	46.667
9606.ENSP00000222308	9606.ENSP00000332604	35.185
9606.ENSP00000222308	9606.ENSP00000360163	37.5
9606.ENSP00000222308	9606.ENSP00000361202	30.303
9606.ENSP00000222308	9606.ENSP00000364802	38.71
9606.ENSP00000222572	9606.ENSP00000265990	47.826
9606.ENSP00000222572	9606.ENSP00000318297	32.143
9606.ENSP00000222572	9606.ENSP00000354125	34.146
9606.ENSP00000222572	9606.ENSP00000356224	34.286
9606.ENSP00000222572	9606.ENSP00000375977	30.303
9606.ENSP00000223641	9606.ENSP00000294172	63.636
9606.ENSP00000223641	9606.ENSP00000305503	66.667
9606.ENSP00000223641	9606.ENSP00000335321	28.169
9606.ENSP00000223641	9606.ENSP00000357283	35.0
9606.ENSP00000223641	9606.ENSP00000358866	34.211
9606.ENSP00000224807	9606.ENSP00000263205	46.428999999999995
9606.ENSP00000224807	9606.ENSP00000313420	31.706999999999997
9606.ENSP00000224807	9606.ENSP00000418960	26.984
9606.ENSP00000227471	10298.RNB_HHV11	44.0
9606.ENSP00000227471	9606.ENSP00000245907	30.0
9606.ENSP00000227471	9606.ENSP00000313420	26.666999999999998
9606.ENSP00000227471	9606.ENSP00000338020	44.443999999999996
9606.ENSP00000227471	9606.ENSP00000356224	37.5
9606.ENSP00000227525	10298.ICP4_HHV11	30.233
9606.ENSP00000227525	9606.ENSP00000305503	38.889
9606.ENSP00000227525	9606.ENSP00000365462	40.909
9606.ENSP00000228506	10298.SHUT_HHV11	34.211
9606.ENSP00000228506	9606.ENSP00000225430	37.5
9606.ENSP00000228506	9606.ENSP00000267064	52.0
9606.ENSP00000228506	9606.ENSP00000323421	39.286
9606.ENSP00000228506	9606.ENSP00000358866	42.308
9606.ENSP00000228506	9606.ENSP00000368349	28.333000000000002
9606.ENSP00000228506	9606.ENSP00000420213	47.619
9606.ENSP00000229314	10298.GD_HHV11	43.75
9606.ENSP00000229314	9606.ENSP00000268058	35.714
9606.ENSP00000231004	9606.ENSP00000254480	20.548000000000002
9606.ENSP00000231004	9606.ENSP00000265773	41.935
9606.ENSP00000231004	9606.ENSP00000335321	25.217
9606.ENSP00000231004	9606.ENSP00000350720	45.0
9606.ENSP00000231004	9606.ENSP00000354125	64.706
9606.ENSP00000231004	9606.ENSP00000357047	30.508000000000003
9606.ENSP00000231004	9606.ENSP00000365439	34.0
9606.ENSP00000231004	9606.ENSP00000375977	32.353
9606.ENSP00000231004	9606.ENSP00000418960	24.194000000000003
9606.ENSP00000231512	9606.ENSP00000283179	37.209
9606.ENSP00000231512	9606.ENSP00000362063	40.0
9606.ENSP00000231512	9606.ENSP00000381167	41.379
9606.ENSP00000233242	9606.ENSP00000265335	24.427
9606.ENSP00000233242	9606.ENSP00000301071	33.333
9606.ENSP00000233242	9606.ENSP00000301072	33.333
9606.ENSP00000233242	9606.ENSP00000318195	25.455
9606.ENSP00000233242	9606.ENSP00000329967	24.59
9606.ENSP00000233242	9606.ENSP00000340019	28.570999999999998
9606.ENSP00000233242	9606.ENSP00000346050	34.328
9606.ENSP00000233242	9606.ENSP00000356224	28.049
9606.ENSP00000233616	9606.ENSP00000338020	25.743000000000002
9606.ENSP00000237530	9606.ENSP00000245907	29.508000000000003
9606.ENSP00000237530	9606.ENSP00000305503	33.961999999999996
9606.ENSP00000237530	9606.ENSP00000354791	35.088
9606.ENSP00000237530	9606.ENSP00000358323	41.667
9606.ENSP00000237596	9606.ENSP00000216297	31.25
9606.ENSP00000237596	9606.ENSP00000238081	30.769000000000002
9606.ENSP00000237596	9606.ENSP00000248975	30.233
9606.ENSP00000237596	9606.ENSP00000306330	35.294000000000004
9606.ENSP00000237596	9606.ENSP00000309334	44.443999999999996
9606.ENSP00000237596	9606.ENSP00000346015	52.381
9606.ENSP00000237596	9606.ENSP00000357283	29.333000000000002
9606.ENSP00000237596	9606.ENSP00000362082	30.189
9606.ENSP00000238831	10298.RIR1_HHV11	70.0
9606.ENSP00000238831	9606.ENSP00000225983	34.211
9606.ENSP00000238831	9606.ENSP00000227524	50.0
9606.ENSP00000238831	9606.ENSP00000326031	23.076999999999998
9606.ENSP00000238831	9606.ENSP00000335153	22.581
9606.ENSP00000238831	9606.ENSP00000343535	20.0
9606.ENSP00000238831	9606.ENSP00000360163	40.741
9606.ENSP00000239940	9606.ENSP00000216297	39.474000000000004
9606.ENSP00000239940	9606.ENSP00000325875	50.0
9606.ENSP00000239940	9606.ENSP00000335153	50.0
9606.ENSP00000239940	9606.ENSP00000381167	46.153999999999996
9606.ENSP00000243253	9606.ENSP00000342905	35.294000000000004
9606.ENSP00000243253	9606.ENSP00000356224	53.333
9606.ENSP00000243253	9606.ENSP00000358857	26.0
9606.ENSP00000243253	9606.ENSP00000363745	24.615
9606.ENSP00000243253	9606.ENSP00000378160	29.545
9606.ENSP00000245615	9606.ENSP00000254480	22.581
9606.ENSP00000245615	9606.ENSP00000265773	42.308
9606.ENSP00000245615	9606.ENSP00000329967	41.379
9606.ENSP00000245615	9606.ENSP00000370968	28.986
9606.ENSP00000247138	9606.ENSP00000265773	30.645
9606.ENSP00000247138	9606.ENSP00000282050	26.666999999999998
9606.ENSP00000247138	9606.ENSP00000298139	21.429000000000002
