qseqid	sseqid	bitscore
10359.ICP27_HCMVM	9606.ENSP00000256458	26.9
10359.ICP27_HCMVM	9606.ENSP00000263967	22.7
10359.ICP27_HCMVM	9606.ENSP00000343657	25.4
10359.ICP27_HCMVM	9606.ENSP00000344789	24.6
10359.IL10H_HCMVM	9606.ENSP00000222254	20.8
10359.IL10H_HCMVM	9606.ENSP00000262741	21.2
10359.IL10H_HCMVM	9606.ENSP00000263967	22.7
10359.IL10H_HCMVM	9606.ENSP00000274335	20.8
10359.IL10H_HCMVM	9606.ENSP00000311997	21.6
10359.IL10H_HCMVM	9606.ENSP00000346667	20.8
10359.IL10H_HCMVM	9606.ENSP00000354720	25.8
10359.IL10H_HCMVM	9606.ENSP00000354777	20.8
10359.IL10H_HCMVM	9606.ENSP00000369129	21.6
10359.PP65_HCMVM	9606.ENSP00000268712	22.7
10359.PP65_HCMVM	9606.ENSP00000297954	22.7
10359.PP65_HCMVM	9606.ENSP00000359424	23.1
10359.PP65_HCMVM	9606.ENSP00000384018	23.1
10359.PP71_HCMVM	9606.ENSP00000259818	23.9
10359.PP71_HCMVM	9606.ENSP00000268712	22.3
10359.PP71_HCMVM	9606.ENSP00000309431	23.9
10359.PP71_HCMVM	9606.ENSP00000311113	22.3
10359.PP71_HCMVM	9606.ENSP00000328808	23.5
10359.PP71_HCMVM	9606.ENSP00000339001	23.1
10359.PP71_HCMVM	9606.ENSP00000341289	23.5
10359.PP71_HCMVM	9606.ENSP00000369703	23.9
10359.UL144_HCMVM	10245.C22L_VACCW	36.2
10359.UL144_HCMVM	9606.ENSP00000268712	24.3
10359.UL144_HCMVM	9606.ENSP00000295598	22.7
10359.UL144_HCMVM	9606.ENSP00000302397	22.7
10359.UL144_HCMVM	9606.ENSP00000313059	21.2
10359.UL144_HCMVM	9606.ENSP00000344789	25.4
10359.UL144_HCMVM	9606.ENSP00000357459	20.8
10359.UL21A_HCMVM	9606.ENSP00000217182	21.6
10359.UL21A_HCMVM	9606.ENSP00000247207	19.2
10359.UL21A_HCMVM	9606.ENSP00000330054	21.9
10359.UL21A_HCMVM	9606.ENSP00000354720	22.7
10359.UL21A_HCMVM	9606.ENSP00000369129	20.8
10359.UL21A_HCMVM	9606.ENSP00000430684	19.6
10359.UL27_HCMVM	9606.ENSP00000311489	22.3
10359.UL27_HCMVM	9606.ENSP00000356520	25.0
10359.UL27_HCMVM	9606.ENSP00000358635	22.3
10359.UL35_HCMVM	10245.H5_VACCW	22.3
10359.UL35_HCMVM	9606.ENSP00000349259	23.1
10359.UL35_HCMVM	9606.ENSP00000354720	23.9
10359.UL42_HCMVM	9606.ENSP00000242576	22.7
10359.UL42_HCMVM	9606.ENSP00000274335	19.2
10359.UL42_HCMVM	9606.ENSP00000311489	22.3
10359.UL42_HCMVM	9606.ENSP00000316357	21.2
10359.UL42_HCMVM	9606.ENSP00000356520	24.6
10359.UL42_HCMVM	9606.ENSP00000358622	25.0
10359.UL42_HCMVM	9606.ENSP00000419371	19.6
10359.UL76_HCMVM	9606.ENSP00000301071	22.7
10359.UL76_HCMVM	9606.ENSP00000316357	21.6
10359.UL76_HCMVM	9606.ENSP00000354720	21.9
10359.UL76_HCMVM	9606.ENSP00000369129	29.6
10359.UL76_HCMVM	9606.ENSP00000382840	23.1
10359.UL97_HCMVM	9606.ENSP00000217182	24.6
10359.UL97_HCMVM	9606.ENSP00000289153	23.5
10359.UL97_HCMVM	9606.ENSP00000330054	25.0
10359.UL97_HCMVM	9606.ENSP00000358622	24.3
10359.UL97_HCMVM	9606.ENSP00000359424	22.3
10359.UL97_HCMVM	9606.ENSP00000369129	22.7
10359.UL97_HCMVM	9606.ENSP00000430684	26.2
10359.UNG_HCMVM	9606.ENSP00000242576	159.0
10359.UNG_HCMVM	9606.ENSP00000263967	22.7
10359.UNG_HCMVM	9606.ENSP00000365439	23.1
10359.UNG_HCMVM	9606.ENSP00000369129	25.0
10359.US02_HCMVM	9606.ENSP00000217182	21.9
10359.US02_HCMVM	9606.ENSP00000330054	21.6
10359.US03_HCMVM	9606.ENSP00000311489	24.6
10359.US03_HCMVM	9606.ENSP00000313059	20.0
10359.US03_HCMVM	9606.ENSP00000384018	21.2
10359.US11_HCMVM	10245.F1_VACCW	21.6
10359.US11_HCMVM	9606.ENSP00000263967	22.3
10359.US11_HCMVM	9606.ENSP00000341360	21.9
10359.US32_HCMVM	9606.ENSP00000268712	20.8
10359.US32_HCMVM	9606.ENSP00000313059	20.8
10359.US32_HCMVM	9606.ENSP00000341360	20.4
10359.US32_HCMVM	9606.ENSP00000358635	20.4
10359.US32_HCMVM	9606.ENSP00000361626	20.0
10359.US32_HCMVM	9606.ENSP00000384018	20.8
10359.VICA_HCMVM	9606.ENSP00000229277	22.3
10359.VICA_HCMVM	9606.ENSP00000263967	22.3
10359.VICA_HCMVM	9606.ENSP00000324105	22.7
10359.VICA_HCMVM	9606.ENSP00000354720	24.6
10359.VICA_HCMVM	9606.ENSP00000369129	23.5
10359.VIE1_HCMVM	9606.ENSP00000269122	26.6
10359.VIE1_HCMVM	9606.ENSP00000307078	23.5
10359.VIE1_HCMVM	9606.ENSP00000349259	23.9
10359.VIE1_HCMVM	9606.ENSP00000354720	24.6
10359.VIE1_HCMVM	9606.ENSP00000359424	24.3
10359.VIE2_HCMVM	9606.ENSP00000229277	25.4
10359.VIE2_HCMVM	9606.ENSP00000268712	22.3
10359.VIE2_HCMVM	9606.ENSP00000302397	24.3
10359.VIE2_HCMVM	9606.ENSP00000311997	22.7
10359.VIE2_HCMVM	9606.ENSP00000316357	22.3
10359.VIE2_HCMVM	9606.ENSP00000344789	22.7
10359.VIE2_HCMVM	9606.ENSP00000349259	21.9
10359.VIE2_HCMVM	9606.ENSP00000354777	23.1
9606.ENSP00000157812	9606.ENSP00000259075	21.6
9606.ENSP00000157812	9606.ENSP00000311489	21.9
9606.ENSP00000157812	9606.ENSP00000340329	23.9
9606.ENSP00000157812	9606.ENSP00000354777	22.7
9606.ENSP00000157812	9606.ENSP00000356520	23.1
9606.ENSP00000157812	9606.ENSP00000382840	23.1
9606.ENSP00000157812	9606.ENSP00000384018	24.3
9606.ENSP00000157812	9606.ENSP00000430684	23.1
9606.ENSP00000216455	9606.ENSP00000263967	25.8
9606.ENSP00000216455	9606.ENSP00000311489	23.9
9606.ENSP00000216455	9606.ENSP00000324173	21.6
9606.ENSP00000216455	9606.ENSP00000349259	20.8
9606.ENSP00000216832	9606.ENSP00000307078	23.1
9606.ENSP00000216832	9606.ENSP00000311997	23.5
9606.ENSP00000216832	9606.ENSP00000341360	23.9
9606.ENSP00000216832	9606.ENSP00000366070	28.5
9606.ENSP00000216832	9606.ENSP00000369129	25.4
9606.ENSP00000216832	9606.ENSP00000382840	24.3
9606.ENSP00000217244	10245.KBTB1_VACCW	21.6
9606.ENSP00000217244	9606.ENSP00000233057	51.2
9606.ENSP00000217244	9606.ENSP00000242576	23.9
9606.ENSP00000217244	9606.ENSP00000256458	32.7
9606.ENSP00000217244	9606.ENSP00000269122	22.7
9606.ENSP00000217244	9606.ENSP00000297954	52.8
9606.ENSP00000217244	9606.ENSP00000313059	51.6
9606.ENSP00000217244	9606.ENSP00000346667	52.8
9606.ENSP00000217244	9606.ENSP00000358622	22.7
9606.ENSP00000217244	9606.ENSP00000359424	61.6
9606.ENSP00000217244	9606.ENSP00000375086	21.6
9606.ENSP00000217244	9606.ENSP00000430684	70.5
9606.ENSP00000219406	9606.ENSP00000234590	24.6
9606.ENSP00000219406	9606.ENSP00000263967	23.1
9606.ENSP00000219406	9606.ENSP00000281456	23.5
9606.ENSP00000219406	9606.ENSP00000289153	23.5
9606.ENSP00000219406	9606.ENSP00000344789	22.3
9606.ENSP00000219406	9606.ENSP00000360671	25.0
9606.ENSP00000219406	9606.ENSP00000370808	24.6
9606.ENSP00000219406	9606.ENSP00000398698	21.9
9606.ENSP00000224784	9606.ENSP00000295598	31.2
9606.ENSP00000224784	9606.ENSP00000299198	21.2
9606.ENSP00000224784	9606.ENSP00000302397	29.3
9606.ENSP00000224784	9606.ENSP00000313199	23.5
9606.ENSP00000224784	9606.ENSP00000344789	22.7
9606.ENSP00000224784	9606.ENSP00000351108	23.5
9606.ENSP00000227752	10245.B8_VACCW	25.4
9606.ENSP00000227752	9606.ENSP00000268712	23.9
9606.ENSP00000227752	9606.ENSP00000269122	23.5
9606.ENSP00000227752	9606.ENSP00000382840	23.1
9606.ENSP00000228284	9606.ENSP00000222254	23.1
9606.ENSP00000228284	9606.ENSP00000268712	23.1
9606.ENSP00000228284	9606.ENSP00000313199	43.5
9606.ENSP00000228284	9606.ENSP00000319690	32.3
9606.ENSP00000228284	9606.ENSP00000341826	39.3
9606.ENSP00000228284	9606.ENSP00000346694	38.5
9606.ENSP00000228284	9606.ENSP00000351108	43.9
9606.ENSP00000228284	9606.ENSP00000357459	26.9
9606.ENSP00000228284	9606.ENSP00000358635	52.8
9606.ENSP00000228284	9606.ENSP00000359645	43.9
9606.ENSP00000228284	9606.ENSP00000363745	57.4
9606.ENSP00000228284	9606.ENSP00000365946	40.8
9606.ENSP00000229239	9606.ENSP00000344789	23.1
9606.ENSP00000229239	9606.ENSP00000357459	21.6
9606.ENSP00000229239	9606.ENSP00000369129	22.3
9606.ENSP00000229239	9606.ENSP00000384018	22.3
9606.ENSP00000231524	9606.ENSP00000217182	23.9
9606.ENSP00000231524	9606.ENSP00000283179	22.7
9606.ENSP00000231524	9606.ENSP00000311997	22.7
9606.ENSP00000231524	9606.ENSP00000324173	22.7
9606.ENSP00000231524	9606.ENSP00000330054	23.9
9606.ENSP00000231524	9606.ENSP00000340329	22.3
9606.ENSP00000231524	9606.ENSP00000346667	23.1
9606.ENSP00000231524	9606.ENSP00000354394	23.9
9606.ENSP00000231524	9606.ENSP00000356520	21.9
9606.ENSP00000231524	9606.ENSP00000369129	22.7
9606.ENSP00000240343	9606.ENSP00000217182	20.8
9606.ENSP00000240343	9606.ENSP00000311489	23.1
9606.ENSP00000240343	9606.ENSP00000326119	18.1
9606.ENSP00000240343	9606.ENSP00000349259	25.0
9606.ENSP00000240343	9606.ENSP00000358622	18.9
9606.ENSP00000240343	9606.ENSP00000387266	19.2
9606.ENSP00000242577	9606.ENSP00000222254	19.2
9606.ENSP00000242577	9606.ENSP00000234590	18.9
9606.ENSP00000242577	9606.ENSP00000247207	20.0
9606.ENSP00000242577	9606.ENSP00000311489	19.6
9606.ENSP00000242577	9606.ENSP00000326119	18.1
9606.ENSP00000242577	9606.ENSP00000349259	21.9
9606.ENSP00000242577	9606.ENSP00000387266	23.5
9606.ENSP00000253792	9606.ENSP00000269122	23.5
9606.ENSP00000253792	9606.ENSP00000354720	29.6
9606.ENSP00000259512	9606.ENSP00000356520	21.6
9606.ENSP00000261667	10245.VLTF3_VACCW	21.9
9606.ENSP00000261667	9606.ENSP00000256458	22.3
9606.ENSP00000261667	9606.ENSP00000283179	23.1
9606.ENSP00000261667	9606.ENSP00000311113	25.8
9606.ENSP00000261769	9606.ENSP00000302397	24.3
9606.ENSP00000261769	9606.ENSP00000384018	25.4
9606.ENSP00000262213	9606.ENSP00000269122	21.2
9606.ENSP00000262213	9606.ENSP00000346667	23.5
9606.ENSP00000263121	9606.ENSP00000228318	23.5
9606.ENSP00000263121	9606.ENSP00000344789	21.9
9606.ENSP00000263121	9606.ENSP00000346694	23.9
9606.ENSP00000263121	9606.ENSP00000356520	24.3
9606.ENSP00000263121	9606.ENSP00000359424	21.6
9606.ENSP00000264639	10245.F1_VACCW	25.0
9606.ENSP00000264639	9606.ENSP00000263967	23.9
9606.ENSP00000264639	9606.ENSP00000274335	21.9
9606.ENSP00000264639	9606.ENSP00000297954	23.1
9606.ENSP00000264639	9606.ENSP00000316357	21.9
9606.ENSP00000264639	9606.ENSP00000354777	23.1
9606.ENSP00000264657	10245.VLTF3_VACCW	24.6
9606.ENSP00000264657	9606.ENSP00000222254	27.3
9606.ENSP00000264657	9606.ENSP00000262741	29.3
9606.ENSP00000264657	9606.ENSP00000274335	25.4
9606.ENSP00000264657	9606.ENSP00000295598	25.0
9606.ENSP00000264657	9606.ENSP00000302397	25.4
9606.ENSP00000264657	9606.ENSP00000307078	22.7
9606.ENSP00000264657	9606.ENSP00000324173	23.9
9606.ENSP00000264657	9606.ENSP00000324287	26.9
9606.ENSP00000264657	9606.ENSP00000354394	788.0
9606.ENSP00000264657	9606.ENSP00000354720	25.4
9606.ENSP00000264657	9606.ENSP00000358622	26.2
9606.ENSP00000264657	9606.ENSP00000419027	23.5
9606.ENSP00000264710	9606.ENSP00000283179	21.2
9606.ENSP00000264710	9606.ENSP00000288071	20.8
9606.ENSP00000264710	9606.ENSP00000306117	20.8
9606.ENSP00000264710	9606.ENSP00000311489	23.1
9606.ENSP00000265866	9606.ENSP00000263967	24.6
9606.ENSP00000265866	9606.ENSP00000313059	21.6
9606.ENSP00000265866	9606.ENSP00000316357	22.7
9606.ENSP00000265866	9606.ENSP00000358635	25.8
9606.ENSP00000265866	9606.ENSP00000419027	22.3
9606.ENSP00000266000	9606.ENSP00000330054	22.7
9606.ENSP00000268058	9606.ENSP00000222005	24.3
9606.ENSP00000268058	9606.ENSP00000268712	23.1
9606.ENSP00000268058	9606.ENSP00000297954	24.6
9606.ENSP00000268058	9606.ENSP00000307078	24.6
9606.ENSP00000268058	9606.ENSP00000311489	23.1
9606.ENSP00000268058	9606.ENSP00000316357	25.0
9606.ENSP00000268058	9606.ENSP00000344789	24.3
9606.ENSP00000268058	9606.ENSP00000359424	24.3
9606.ENSP00000268058	9606.ENSP00000366070	27.3
9606.ENSP00000268058	9606.ENSP00000369129	30.4
9606.ENSP00000268058	9606.ENSP00000371994	24.6
9606.ENSP00000268058	9606.ENSP00000382840	23.1
9606.ENSP00000268058	9606.ENSP00000387266	26.2
9606.ENSP00000270586	10245.DUSP_VACCW	21.6
9606.ENSP00000270586	9606.ENSP00000341360	21.6
9606.ENSP00000270586	9606.ENSP00000353878	22.3
9606.ENSP00000270586	9606.ENSP00000357459	23.5
9606.ENSP00000273308	9606.ENSP00000222254	20.8
9606.ENSP00000273308	9606.ENSP00000274335	23.5
9606.ENSP00000273308	9606.ENSP00000330054	20.0
9606.ENSP00000273308	9606.ENSP00000349467	21.2
9606.ENSP00000273308	9606.ENSP00000354720	20.8
9606.ENSP00000273308	9606.ENSP00000371994	21.6
9606.ENSP00000273308	9606.ENSP00000430684	20.4
9606.ENSP00000276297	9606.ENSP00000259818	26.2
9606.ENSP00000276297	9606.ENSP00000268712	23.5
9606.ENSP00000276297	9606.ENSP00000274335	33.5
9606.ENSP00000276297	9606.ENSP00000283179	25.4
9606.ENSP00000276297	9606.ENSP00000311489	24.3
9606.ENSP00000276297	9606.ENSP00000311997	23.9
9606.ENSP00000276297	9606.ENSP00000341289	25.4
9606.ENSP00000276297	9606.ENSP00000361202	24.3
9606.ENSP00000276297	9606.ENSP00000369703	25.8
9606.ENSP00000286091	9606.ENSP00000262741	23.5
9606.ENSP00000286091	9606.ENSP00000295598	22.7
9606.ENSP00000286091	9606.ENSP00000302397	22.3
9606.ENSP00000286091	9606.ENSP00000313059	24.6
9606.ENSP00000286091	9606.ENSP00000316357	23.1
9606.ENSP00000286091	9606.ENSP00000341360	24.3
9606.ENSP00000286091	9606.ENSP00000369129	24.3
9606.ENSP00000290349	9606.ENSP00000269122	20.8
9606.ENSP00000290349	9606.ENSP00000281456	21.2
9606.ENSP00000290349	9606.ENSP00000311489	21.2
9606.ENSP00000290349	9606.ENSP00000341360	22.3
9606.ENSP00000290349	9606.ENSP00000357459	22.7
9606.ENSP00000290349	9606.ENSP00000369129	21.9
9606.ENSP00000290349	9606.ENSP00000371994	21.6
9606.ENSP00000290541	9606.ENSP00000242576	22.3
9606.ENSP00000290541	9606.ENSP00000289153	24.3
9606.ENSP00000290541	9606.ENSP00000354394	21.6
9606.ENSP00000290541	9606.ENSP00000354720	21.9
9606.ENSP00000290541	9606.ENSP00000404121	20.8
9606.ENSP00000293362	9606.ENSP00000263967	21.6
9606.ENSP00000293362	9606.ENSP00000354720	24.6
9606.ENSP00000293362	9606.ENSP00000354777	24.6
9606.ENSP00000295137	9606.ENSP00000295598	31.2
9606.ENSP00000295137	9606.ENSP00000299198	21.2
