qseqid	sseqid	ppos
351073.MU2_REOVL	9606.ENSP00000215739	48.98
351073.MU2_REOVL	9606.ENSP00000233627	35.71
351073.MU2_REOVL	9606.ENSP00000262375	70.59
351073.MU2_REOVL	9606.ENSP00000333633	66.67
351073.MU2_REOVL	9606.ENSP00000348838	54.55
351073.MU2_REOVL	9606.ENSP00000363807	38.83
351073.SIGM3_REOVL	9606.ENSP00000262854	53.57
351073.SIGM3_REOVL	9606.ENSP00000309561	46.88
351073.SIGM3_REOVL	9606.ENSP00000313420	51.85
351073.SIGM3_REOVL	9606.ENSP00000324804	35.76
351073.SIGM3_REOVL	9606.ENSP00000377954	55.17
9606.ENSP00000228251	9606.ENSP00000251527	50.0
9606.ENSP00000228251	9606.ENSP00000341382	49.02
9606.ENSP00000228251	9606.ENSP00000361626	93.94
9606.ENSP00000228251	9606.ENSP00000378917	50.0
9606.ENSP00000252050	9606.ENSP00000217971	48.28
9606.ENSP00000252050	9606.ENSP00000251642	44.83
9606.ENSP00000252050	9606.ENSP00000262854	50.88
9606.ENSP00000252050	9606.ENSP00000275732	70.83
9606.ENSP00000252050	9606.ENSP00000296255	42.86
9606.ENSP00000252050	9606.ENSP00000304437	45.36
9606.ENSP00000252050	9606.ENSP00000351777	49.12
9606.ENSP00000252050	9606.ENSP00000355541	54.43
9606.ENSP00000252050	9606.ENSP00000357863	46.15
9606.ENSP00000252050	9606.ENSP00000361202	37.59
9606.ENSP00000270625	9606.ENSP00000246957	56.0
9606.ENSP00000270625	9606.ENSP00000262375	50.0
9606.ENSP00000270625	9606.ENSP00000284320	57.14
9606.ENSP00000270625	9606.ENSP00000292644	41.82
9606.ENSP00000270625	9606.ENSP00000355890	52.63
9606.ENSP00000270625	9606.ENSP00000375977	48.78
9606.ENSP00000270625	9606.ENSP00000441875	39.22
9606.ENSP00000275603	9606.ENSP00000258091	51.54
9606.ENSP00000275603	9606.ENSP00000275603	100.0
9606.ENSP00000275603	9606.ENSP00000280326	53.85
9606.ENSP00000275603	9606.ENSP00000290299	66.67
9606.ENSP00000275603	9606.ENSP00000295688	57.0
9606.ENSP00000275603	9606.ENSP00000299300	50.94
9606.ENSP00000275603	9606.ENSP00000300648	60.0
9606.ENSP00000275603	9606.ENSP00000304437	46.58
9606.ENSP00000275603	9606.ENSP00000317334	53.35
9606.ENSP00000275603	9606.ENSP00000319756	42.86
9606.ENSP00000275603	9606.ENSP00000358417	52.94
9606.ENSP00000275603	9606.ENSP00000362946	49.09
9606.ENSP00000275603	9606.ENSP00000377617	45.61
9606.ENSP00000275603	9606.ENSP00000377958	54.87
9606.ENSP00000275603	9606.ENSP00000429931	55.0
9606.ENSP00000280326	9606.ENSP00000245907	41.18
9606.ENSP00000280326	9606.ENSP00000258091	54.36
9606.ENSP00000280326	9606.ENSP00000266732	46.36
9606.ENSP00000280326	9606.ENSP00000275603	53.85
9606.ENSP00000280326	9606.ENSP00000280326	100.0
9606.ENSP00000280326	9606.ENSP00000295688	58.21
9606.ENSP00000280326	9606.ENSP00000299300	55.12
9606.ENSP00000280326	9606.ENSP00000317334	55.73
9606.ENSP00000280326	9606.ENSP00000377958	62.18
9606.ENSP00000281456	9606.ENSP00000215739	50.0
9606.ENSP00000281456	9606.ENSP00000215882	41.95
9606.ENSP00000281456	9606.ENSP00000225665	48.0
9606.ENSP00000281456	9606.ENSP00000228318	40.67
9606.ENSP00000281456	9606.ENSP00000281456	100.0
9606.ENSP00000281456	9606.ENSP00000306328	41.85
9606.ENSP00000281456	9606.ENSP00000319574	47.1
9606.ENSP00000281456	9606.ENSP00000322020	42.48
9606.ENSP00000281456	9606.ENSP00000329033	42.16
9606.ENSP00000281456	9606.ENSP00000329452	45.8
9606.ENSP00000281456	9606.ENSP00000345580	52.17
9606.ENSP00000281456	9606.ENSP00000347717	39.47
9606.ENSP00000281456	9606.ENSP00000360671	94.3
9606.ENSP00000281456	9606.ENSP00000370808	94.63
9606.ENSP00000281456	9606.ENSP00000376758	48.21
9606.ENSP00000281456	9606.ENSP00000388658	45.76
9606.ENSP00000281456	9606.ENSP00000400101	52.78
9606.ENSP00000295688	9606.ENSP00000258091	53.27
9606.ENSP00000295688	9606.ENSP00000261942	47.06
9606.ENSP00000295688	9606.ENSP00000275603	57.0
9606.ENSP00000295688	9606.ENSP00000280326	58.21
9606.ENSP00000295688	9606.ENSP00000295688	100.0
9606.ENSP00000295688	9606.ENSP00000299300	51.49
9606.ENSP00000295688	9606.ENSP00000300107	42.5
9606.ENSP00000295688	9606.ENSP00000301764	50.7
9606.ENSP00000295688	9606.ENSP00000317334	54.66
9606.ENSP00000295688	9606.ENSP00000361845	73.33
9606.ENSP00000295688	9606.ENSP00000364805	53.19
9606.ENSP00000295688	9606.ENSP00000369042	53.09
9606.ENSP00000295688	9606.ENSP00000377958	58.64
9606.ENSP00000295688	9606.ENSP00000378857	41.67
9606.ENSP00000295688	9606.ENSP00000393241	45.24
9606.ENSP00000301071	9606.ENSP00000259818	60.6
9606.ENSP00000301071	9606.ENSP00000264071	61.06
9606.ENSP00000301071	9606.ENSP00000301071	100.0
9606.ENSP00000301071	9606.ENSP00000301072	98.89
9606.ENSP00000301071	9606.ENSP00000318697	61.29
9606.ENSP00000301071	9606.ENSP00000336799	99.78
9606.ENSP00000301071	9606.ENSP00000339001	61.06
9606.ENSP00000301071	9606.ENSP00000341289	60.83
