qseqid	sseqid	bitscore
36427.NSP1_ROTHC	9606.ENSP00000271640	24.6
36427.NSP1_ROTHC	9606.ENSP00000318687	25.0
36427.NSP1_ROTHC	9606.ENSP00000350012	24.3
36427.NSP1_ROTHC	9606.ENSP00000380557	26.9
9606.ENSP00000247207	9606.ENSP00000216181	25.4
9606.ENSP00000247207	9606.ENSP00000259457	25.8
9606.ENSP00000247207	9606.ENSP00000285667	289.0
9606.ENSP00000247207	9606.ENSP00000297185	586.0
9606.ENSP00000247207	9606.ENSP00000302961	271.0
9606.ENSP00000247207	9606.ENSP00000310219	1048.0
9606.ENSP00000247207	9606.ENSP00000318687	261.0
9606.ENSP00000247207	9606.ENSP00000320485	25.0
9606.ENSP00000247207	9606.ENSP00000346067	26.9
9606.ENSP00000247207	9606.ENSP00000364403	26.6
9606.ENSP00000247207	9606.ENSP00000364801	1088.0
9606.ENSP00000247207	9606.ENSP00000364802	1088.0
9606.ENSP00000247207	9606.ENSP00000384144	217.0
9606.ENSP00000262306	9606.ENSP00000196061	22.7
9606.ENSP00000262306	9606.ENSP00000212015	22.7
9606.ENSP00000262306	9606.ENSP00000262306	336.0
9606.ENSP00000262306	9606.ENSP00000272317	28.9
9606.ENSP00000262306	9606.ENSP00000283195	23.1
9606.ENSP00000262306	9606.ENSP00000344818	30.4
9606.ENSP00000262306	9606.ENSP00000358674	23.5
9606.ENSP00000262306	9606.ENSP00000371475	22.3
9606.ENSP00000262306	9606.ENSP00000431822	24.6
9606.ENSP00000264414	9606.ENSP00000284981	35.0
9606.ENSP00000264414	9606.ENSP00000313007	26.2
9606.ENSP00000264414	9606.ENSP00000313420	28.9
9606.ENSP00000264414	9606.ENSP00000326804	370.0
9606.ENSP00000264414	9606.ENSP00000364589	504.0
9606.ENSP00000264414	9606.ENSP00000376808	234.0
9606.ENSP00000264414	9606.ENSP00000398401	26.2
9606.ENSP00000264414	9606.ENSP00000444856	303.0
9606.ENSP00000265094	11676.VIF_HV1H2	24.3
9606.ENSP00000265094	9606.ENSP00000227524	67.0
9606.ENSP00000265094	9606.ENSP00000252934	27.7
9606.ENSP00000265094	9606.ENSP00000258281	94.7
9606.ENSP00000265094	9606.ENSP00000260643	40.0
9606.ENSP00000265094	9606.ENSP00000263694	94.7
9606.ENSP00000265094	9606.ENSP00000265094	1120.0
9606.ENSP00000265094	9606.ENSP00000297185	25.4
9606.ENSP00000265094	9606.ENSP00000302640	25.4
9606.ENSP00000265094	9606.ENSP00000305790	25.0
9606.ENSP00000265094	9606.ENSP00000308179	92.4
9606.ENSP00000265094	9606.ENSP00000315700	49.3
9606.ENSP00000265094	9606.ENSP00000318227	37.4
9606.ENSP00000265094	9606.ENSP00000318313	38.9
9606.ENSP00000265094	9606.ENSP00000326531	48.5
9606.ENSP00000265094	9606.ENSP00000328494	75.5
9606.ENSP00000265094	9606.ENSP00000336741	30.0
9606.ENSP00000265094	9606.ENSP00000351446	124.0
9606.ENSP00000265094	9606.ENSP00000357459	27.7
9606.ENSP00000265094	9606.ENSP00000359206	938.0
9606.ENSP00000265094	9606.ENSP00000362592	58.9
9606.ENSP00000265094	9606.ENSP00000362688	62.4
9606.ENSP00000265094	9606.ENSP00000364403	26.2
9606.ENSP00000265094	9606.ENSP00000365944	24.6
9606.ENSP00000265094	9606.ENSP00000369424	54.7
9606.ENSP00000265094	9606.ENSP00000375777	45.8
9606.ENSP00000265094	9606.ENSP00000380308	28.5
9606.ENSP00000265094	9606.ENSP00000380336	70.5
9606.ENSP00000265094	9606.ENSP00000380378	120.0
9606.ENSP00000265094	9606.ENSP00000382779	34.7
9606.ENSP00000265094	9606.ENSP00000393183	32.7
9606.ENSP00000265094	9606.ENSP00000405574	100.0
9606.ENSP00000265094	9606.ENSP00000415556	50.8
9606.ENSP00000265094	9606.ENSP00000423067	46.2
9606.ENSP00000265094	9606.ENSP00000424417	100.0
9606.ENSP00000265094	9606.ENSP00000426909	84.3
9606.ENSP00000265094	9606.ENSP00000451235	38.9
9606.ENSP00000265094	9606.ENSP00000454836	108.0
9606.ENSP00000303373	9606.ENSP00000289316	24.3
