qseqid	sseqid	ppos
337042.VE5_HPV18	9606.ENSP00000270649	47.06
337042.VE5_HPV18	9606.ENSP00000340279	59.26
337042.VE5_HPV18	9606.ENSP00000366565	60.0
337042.VE6_HPV18	9606.ENSP00000250113	53.85
337042.VE6_HPV18	9606.ENSP00000256495	56.52
337042.VE6_HPV18	9606.ENSP00000398273	71.43
337042.VE7_HPV18	9606.ENSP00000256495	38.46
337042.VE7_HPV18	9606.ENSP00000325929	81.82
337042.VE7_HPV18	9606.ENSP00000331201	45.45
337042.VE7_HPV18	9606.ENSP00000350011	75.0
337042.VE7_HPV18	9606.ENSP00000359375	50.0
337042.VE7_HPV18	9606.ENSP00000360464	57.14
337042.VE7_HPV18	9606.ENSP00000378350	100.0
337042.VE7_HPV18	9606.ENSP00000398273	51.85
9606.ENSP00000010404	9606.ENSP00000221996	57.89
9606.ENSP00000010404	9606.ENSP00000265854	58.82
9606.ENSP00000010404	9606.ENSP00000270649	47.37
9606.ENSP00000010404	9606.ENSP00000287387	69.57
9606.ENSP00000010404	9606.ENSP00000331201	66.67
9606.ENSP00000010404	9606.ENSP00000363128	48.48
9606.ENSP00000010404	9606.ENSP00000400142	64.29
9606.ENSP00000044462	9606.ENSP00000305503	45.95
9606.ENSP00000044462	9606.ENSP00000325929	78.57
9606.ENSP00000044462	9606.ENSP00000378350	50.0
9606.ENSP00000044462	9606.ENSP00000398273	53.85
9606.ENSP00000044462	9606.ENSP00000409382	47.27
9606.ENSP00000044462	9606.ENSP00000435634	46.05
9606.ENSP00000157812	9606.ENSP00000295201	50.88
9606.ENSP00000157812	9606.ENSP00000305503	78.95
9606.ENSP00000157812	9606.ENSP00000318821	54.0
9606.ENSP00000157812	9606.ENSP00000320935	45.71
9606.ENSP00000157812	9606.ENSP00000328251	50.0
9606.ENSP00000157812	9606.ENSP00000331201	100.0
9606.ENSP00000157812	9606.ENSP00000336524	55.26
9606.ENSP00000157812	9606.ENSP00000340279	61.4
9606.ENSP00000157812	9606.ENSP00000343023	58.82
9606.ENSP00000157812	9606.ENSP00000359240	77.78
9606.ENSP00000157812	9606.ENSP00000376767	50.0
9606.ENSP00000157812	9606.ENSP00000398273	71.43
9606.ENSP00000158771	9606.ENSP00000325929	57.14
9606.ENSP00000158771	9606.ENSP00000359240	50.0
9606.ENSP00000158771	9606.ENSP00000409382	52.17
9606.ENSP00000162044	9606.ENSP00000264018	35.06
9606.ENSP00000162044	9606.ENSP00000328251	43.48
9606.ENSP00000162044	9606.ENSP00000340279	51.35
9606.ENSP00000175091	9606.ENSP00000287387	100.0
9606.ENSP00000175091	9606.ENSP00000318821	75.0
9606.ENSP00000175091	9606.ENSP00000331201	43.59
9606.ENSP00000175091	9606.ENSP00000366565	39.68
9606.ENSP00000175091	9606.ENSP00000376213	44.12
9606.ENSP00000175091	9606.ENSP00000378350	56.0
9606.ENSP00000175091	9606.ENSP00000398273	84.62
9606.ENSP00000215071	9606.ENSP00000318821	56.52
9606.ENSP00000215071	9606.ENSP00000340279	42.73
9606.ENSP00000215071	9606.ENSP00000359240	58.82
9606.ENSP00000215071	9606.ENSP00000360464	44.12
9606.ENSP00000215071	9606.ENSP00000435634	61.9
9606.ENSP00000215567	9606.ENSP00000204566	57.89
9606.ENSP00000216500	9606.ENSP00000265854	45.65
9606.ENSP00000216500	9606.ENSP00000352603	59.09
9606.ENSP00000216500	9606.ENSP00000376213	44.44
9606.ENSP00000216500	9606.ENSP00000409382	50.0
9606.ENSP00000217446	9606.ENSP00000250113	41.89
9606.ENSP00000217446	9606.ENSP00000353742	61.9
9606.ENSP00000217446	9606.ENSP00000366565	58.06
9606.ENSP00000217456	9606.ENSP00000270451	80.0
9606.ENSP00000217971	9606.ENSP00000250113	51.16
9606.ENSP00000217971	9606.ENSP00000256495	34.43
9606.ENSP00000217971	9606.ENSP00000295201	60.0
9606.ENSP00000218104	9606.ENSP00000242248	66.67
9606.ENSP00000218104	9606.ENSP00000286317	52.08
9606.ENSP00000218104	9606.ENSP00000287387	47.62
9606.ENSP00000218104	9606.ENSP00000305503	63.33
9606.ENSP00000218104	9606.ENSP00000376213	40.66
9606.ENSP00000218104	9606.ENSP00000400142	40.35
9606.ENSP00000219313	9606.ENSP00000336524	43.02
9606.ENSP00000219700	194441.ENV_HTLV2	46.88
9606.ENSP00000219700	9606.ENSP00000238156	56.25
9606.ENSP00000219700	9606.ENSP00000250113	47.83
9606.ENSP00000219700	9606.ENSP00000295201	47.73
9606.ENSP00000219700	9606.ENSP00000318821	62.5
9606.ENSP00000219700	9606.ENSP00000338157	76.92
9606.ENSP00000219700	9606.ENSP00000340279	42.64
9606.ENSP00000219700	9606.ENSP00000376213	40.0
9606.ENSP00000219700	9606.ENSP00000435634	49.25
9606.ENSP00000219789	9606.ENSP00000376213	46.88
9606.ENSP00000220772	9606.ENSP00000307852	68.75
9606.ENSP00000220772	9606.ENSP00000361392	45.71
9606.ENSP00000220772	9606.ENSP00000376213	50.0
9606.ENSP00000220853	9606.ENSP00000254043	61.9
9606.ENSP00000220853	9606.ENSP00000295201	61.11
9606.ENSP00000220853	9606.ENSP00000331201	68.42
9606.ENSP00000220853	9606.ENSP00000338157	43.33
9606.ENSP00000220853	9606.ENSP00000343023	44.32
9606.ENSP00000220853	9606.ENSP00000352603	51.22
9606.ENSP00000220853	9606.ENSP00000378350	45.31
9606.ENSP00000221957	9606.ENSP00000323065	57.14
9606.ENSP00000221957	9606.ENSP00000331201	49.25
9606.ENSP00000221957	9606.ENSP00000336524	70.37
9606.ENSP00000221957	9606.ENSP00000343023	52.38
9606.ENSP00000221957	9606.ENSP00000435634	51.72
9606.ENSP00000222308	9606.ENSP00000265854	57.78
9606.ENSP00000222308	9606.ENSP00000398273	43.94
9606.ENSP00000223641	9606.ENSP00000240343	43.33
9606.ENSP00000223641	9606.ENSP00000305503	83.33
9606.ENSP00000223641	9606.ENSP00000328251	48.0
9606.ENSP00000223641	9606.ENSP00000359375	70.59
9606.ENSP00000223641	9606.ENSP00000386394	59.09
9606.ENSP00000224807	9606.ENSP00000331201	68.42
9606.ENSP00000224807	9606.ENSP00000376767	38.57
9606.ENSP00000224807	9606.ENSP00000409382	35.23
9606.ENSP00000227471	194441.TAX_HTLV2	55.0
9606.ENSP00000227471	9606.ENSP00000204566	73.68
9606.ENSP00000227471	9606.ENSP00000338157	58.82
9606.ENSP00000227525	9606.ENSP00000305503	72.22
9606.ENSP00000227525	9606.ENSP00000320935	48.89
9606.ENSP00000227525	9606.ENSP00000338157	65.38
9606.ENSP00000227525	9606.ENSP00000343023	56.52
9606.ENSP00000227525	9606.ENSP00000409382	66.67
9606.ENSP00000228506	9606.ENSP00000221996	47.5
9606.ENSP00000228506	9606.ENSP00000265854	55.0
9606.ENSP00000228506	9606.ENSP00000400142	41.54
9606.ENSP00000228506	9606.ENSP00000435634	42.42
9606.ENSP00000231004	9606.ENSP00000313422	71.43
9606.ENSP00000231004	9606.ENSP00000318821	57.89
9606.ENSP00000231004	9606.ENSP00000343023	41.86
