qseqid	sseqid	bitscore
36427.NSP1_ROTHC	9606.ENSP00000249923	21.9
36427.NSP1_ROTHC	9606.ENSP00000253024	21.6
36427.NSP1_ROTHC	9606.ENSP00000295688	30.4
36427.NSP1_ROTHC	9606.ENSP00000302961	22.7
36427.NSP1_ROTHC	9606.ENSP00000360645	20.8
36427.NSP1_ROTHC	9606.ENSP00000379475	21.9
9606.ENSP00000247207	9606.ENSP00000216181	25.4
9606.ENSP00000247207	9606.ENSP00000302961	271.0
9606.ENSP00000247207	9606.ENSP00000304592	23.1
9606.ENSP00000247207	9606.ENSP00000328410	22.3
9606.ENSP00000247207	9606.ENSP00000336725	21.9
9606.ENSP00000247207	9606.ENSP00000343966	21.9
9606.ENSP00000247207	9606.ENSP00000346067	26.9
9606.ENSP00000247207	9606.ENSP00000347329	21.9
9606.ENSP00000247207	9606.ENSP00000382840	22.3
9606.ENSP00000262306	9606.ENSP00000356348	20.0
9606.ENSP00000264414	9606.ENSP00000225792	23.1
9606.ENSP00000264414	9606.ENSP00000272322	23.5
9606.ENSP00000264414	9606.ENSP00000299767	23.9
9606.ENSP00000264414	9606.ENSP00000316357	26.6
9606.ENSP00000264414	9606.ENSP00000317334	24.3
9606.ENSP00000264414	9606.ENSP00000335153	22.3
9606.ENSP00000264414	9606.ENSP00000336725	23.1
9606.ENSP00000265094	9606.ENSP00000217426	23.9
9606.ENSP00000265094	9606.ENSP00000249923	23.5
9606.ENSP00000265094	9606.ENSP00000304592	25.4
9606.ENSP00000265094	9606.ENSP00000314030	21.9
9606.ENSP00000265094	9606.ENSP00000347329	38.5
9606.ENSP00000303373	9606.ENSP00000299767	19.2
9606.ENSP00000303373	9606.ENSP00000300107	21.6
9606.ENSP00000303373	9606.ENSP00000316357	18.9
9606.ENSP00000303373	9606.ENSP00000317985	19.6
9606.ENSP00000310219	9606.ENSP00000216181	25.0
9606.ENSP00000310219	9606.ENSP00000302961	301.0
9606.ENSP00000310219	9606.ENSP00000304592	24.3
