qseqid	sseqid	ppos
11250.MATRX_HRSVB	10407.X_HBVCJ	41.43
11250.MATRX_HRSVB	9606.ENSP00000238081	61.54
11250.MATRX_HRSVB	9606.ENSP00000301727	66.67
11250.MATRX_HRSVB	9606.ENSP00000301764	50.0
11250.MATRX_HRSVB	9606.ENSP00000338018	60.0
11250.NCAP_HRSVB	9606.ENSP00000238081	68.42
11250.NCAP_HRSVB	9606.ENSP00000301727	51.72
11250.NCAP_HRSVB	9606.ENSP00000325875	49.15
11250.NS1_HRSVB	10407.DPOL_HBVCJ	47.17
11250.NS1_HRSVB	9606.ENSP00000215587	52.38
11250.NS1_HRSVB	9606.ENSP00000255977	63.64
11250.NS1_HRSVB	9606.ENSP00000338018	77.78
11250.NS1_HRSVB	9606.ENSP00000349156	63.64
11250.NS1_HRSVB	9606.ENSP00000401980	50.0
11250.NS2_HRSVB	9606.ENSP00000270202	87.5
11250.NS2_HRSVB	9606.ENSP00000373698	66.67
11250.NS2_HRSVB	9606.ENSP00000386341	58.33
11250.NS2_HRSVB	9606.ENSP00000401980	53.33
11250.SH_HRSVB	9606.ENSP00000364589	55.56
11250.SH_HRSVB	9606.ENSP00000373698	83.33
9606.ENSP00000003100	9606.ENSP00000270202	40.74
9606.ENSP00000003100	9606.ENSP00000301764	44.9
9606.ENSP00000003100	9606.ENSP00000364589	37.36
9606.ENSP00000003100	9606.ENSP00000419692	37.8
9606.ENSP00000162044	10407.DPOL_HBVCJ	43.9
9606.ENSP00000162044	9606.ENSP00000301764	55.56
9606.ENSP00000162044	9606.ENSP00000338018	57.69
9606.ENSP00000162044	9606.ENSP00000354526	72.73
9606.ENSP00000162044	9606.ENSP00000401980	50.0
9606.ENSP00000166345	10407.DPOL_HBVCJ	51.28
9606.ENSP00000166345	10407.HBEAG_HBVCJ	44.74
9606.ENSP00000166345	9606.ENSP00000301764	41.03
9606.ENSP00000166345	9606.ENSP00000338018	60.0
9606.ENSP00000166345	9606.ENSP00000354526	50.0
9606.ENSP00000216121	10407.DPOL_HBVCJ	61.11
9606.ENSP00000216121	9606.ENSP00000301764	51.72
9606.ENSP00000216121	9606.ENSP00000325875	66.67
9606.ENSP00000216121	9606.ENSP00000338018	55.0
9606.ENSP00000216121	9606.ENSP00000376445	36.36
9606.ENSP00000216484	9606.ENSP00000419692	50.0
9606.ENSP00000216500	9606.ENSP00000274255	63.83
9606.ENSP00000217109	9606.ENSP00000238081	78.57
9606.ENSP00000217109	9606.ENSP00000301764	46.67
9606.ENSP00000217109	9606.ENSP00000325875	43.48
9606.ENSP00000217109	9606.ENSP00000373698	44.0
9606.ENSP00000217456	10407.DPOL_HBVCJ	50.0
9606.ENSP00000217456	9606.ENSP00000301764	40.51
9606.ENSP00000217456	9606.ENSP00000325875	42.11
9606.ENSP00000217456	9606.ENSP00000338018	68.42
9606.ENSP00000217971	10407.X_HBVCJ	66.67
9606.ENSP00000217971	9606.ENSP00000364589	41.33
9606.ENSP00000217971	9606.ENSP00000373698	77.78
9606.ENSP00000220584	10407.DPOL_HBVCJ	34.76
9606.ENSP00000220584	9606.ENSP00000269305	40.98
9606.ENSP00000220584	9606.ENSP00000359531	44.23
9606.ENSP00000220584	9606.ENSP00000364589	60.0
9606.ENSP00000220584	9606.ENSP00000376445	40.68
9606.ENSP00000225972	10407.DPOL_HBVCJ	58.33
9606.ENSP00000225972	9606.ENSP00000301727	58.33
9606.ENSP00000225972	9606.ENSP00000301764	64.0
9606.ENSP00000225972	9606.ENSP00000325875	68.75
9606.ENSP00000225972	9606.ENSP00000354526	42.0
9606.ENSP00000225972	9606.ENSP00000387699	66.67
9606.ENSP00000225972	9606.ENSP00000419692	38.57
9606.ENSP00000227378	9606.ENSP00000325875	40.18
9606.ENSP00000227378	9606.ENSP00000354526	44.23
9606.ENSP00000227378	9606.ENSP00000387699	48.65
9606.ENSP00000227378	9606.ENSP00000419692	48.89
9606.ENSP00000228318	9606.ENSP00000301764	60.0
9606.ENSP00000228318	9606.ENSP00000338018	46.15
9606.ENSP00000228318	9606.ENSP00000401980	47.62
9606.ENSP00000233616	10407.DPOL_HBVCJ	40.82
9606.ENSP00000233616	10407.HBEAG_HBVCJ	61.11
9606.ENSP00000233616	9606.ENSP00000301727	44.83
9606.ENSP00000233616	9606.ENSP00000354526	55.56
9606.ENSP00000233616	9606.ENSP00000386341	45.71
9606.ENSP00000233616	9606.ENSP00000387699	43.48
9606.ENSP00000235090	10407.DPOL_HBVCJ	48.48
9606.ENSP00000235090	10407.HBEAG_HBVCJ	64.29
9606.ENSP00000235090	9606.ENSP00000269305	45.45
9606.ENSP00000235090	9606.ENSP00000301764	56.0
9606.ENSP00000235090	9606.ENSP00000349156	70.0
9606.ENSP00000235090	9606.ENSP00000373698	42.59
9606.ENSP00000235090	9606.ENSP00000386341	50.0
9606.ENSP00000238081	9606.ENSP00000238081	100.0
9606.ENSP00000238081	9606.ENSP00000301764	70.0
9606.ENSP00000238081	9606.ENSP00000338018	52.38
9606.ENSP00000238081	9606.ENSP00000386341	66.67
9606.ENSP00000238081	9606.ENSP00000417281	70.0
9606.ENSP00000243253	9606.ENSP00000338018	42.11
9606.ENSP00000246117	9606.ENSP00000255977	60.0
9606.ENSP00000246117	9606.ENSP00000301727	50.0
9606.ENSP00000246957	9606.ENSP00000325875	68.42
9606.ENSP00000246957	9606.ENSP00000338018	56.52
9606.ENSP00000246957	9606.ENSP00000354526	40.43
9606.ENSP00000246957	9606.ENSP00000373698	50.0
9606.ENSP00000246957	9606.ENSP00000401980	36.84
9606.ENSP00000246957	9606.ENSP00000417281	40.38
9606.ENSP00000247461	9606.ENSP00000215587	52.0
9606.ENSP00000247461	9606.ENSP00000255977	68.18
9606.ENSP00000247461	9606.ENSP00000270202	53.33
9606.ENSP00000247461	9606.ENSP00000301764	52.63
9606.ENSP00000247461	9606.ENSP00000325875	55.26
9606.ENSP00000247461	9606.ENSP00000354526	57.14
9606.ENSP00000247461	9606.ENSP00000373698	32.97
9606.ENSP00000247461	9606.ENSP00000401980	46.51
9606.ENSP00000247461	9606.ENSP00000419692	44.74
9606.ENSP00000251527	9606.ENSP00000301727	69.23
9606.ENSP00000251527	9606.ENSP00000359531	63.64
9606.ENSP00000251527	9606.ENSP00000364589	70.0
9606.ENSP00000251527	9606.ENSP00000417281	63.64
9606.ENSP00000251871	9606.ENSP00000301727	57.69
9606.ENSP00000251871	9606.ENSP00000338018	68.42
9606.ENSP00000251871	9606.ENSP00000359531	47.46
9606.ENSP00000251871	9606.ENSP00000387699	57.14
9606.ENSP00000252785	9606.ENSP00000255977	51.52
9606.ENSP00000252785	9606.ENSP00000270202	45.16
9606.ENSP00000252785	9606.ENSP00000364589	44.44
9606.ENSP00000252785	9606.ENSP00000386341	56.0
9606.ENSP00000252785	9606.ENSP00000419692	72.73
9606.ENSP00000253024	9606.ENSP00000238081	46.34
9606.ENSP00000253024	9606.ENSP00000255977	34.92
9606.ENSP00000253024	9606.ENSP00000338018	50.0
9606.ENSP00000253024	9606.ENSP00000376445	45.9
9606.ENSP00000253024	9606.ENSP00000386341	53.57
9606.ENSP00000253024	9606.ENSP00000417281	61.11
9606.ENSP00000253024	9606.ENSP00000419692	36.62
9606.ENSP00000254508	9606.ENSP00000255977	57.89
9606.ENSP00000254508	9606.ENSP00000274255	44.59
9606.ENSP00000254508	9606.ENSP00000325875	44.78
9606.ENSP00000254508	9606.ENSP00000338018	46.81
9606.ENSP00000256079	9606.ENSP00000269305	47.37
9606.ENSP00000256079	9606.ENSP00000419692	45.07
9606.ENSP00000256496	9606.ENSP00000349156	60.0
9606.ENSP00000256496	9606.ENSP00000364589	39.39
9606.ENSP00000256496	9606.ENSP00000376445	60.0
9606.ENSP00000256496	9606.ENSP00000419692	65.22
9606.ENSP00000257604	9606.ENSP00000269305	43.14
9606.ENSP00000257604	9606.ENSP00000301727	53.85
9606.ENSP00000257604	9606.ENSP00000301764	62.5
9606.ENSP00000257604	9606.ENSP00000349156	62.5
9606.ENSP00000257604	9606.ENSP00000359531	50.0
9606.ENSP00000257604	9606.ENSP00000376445	64.71
9606.ENSP00000257604	9606.ENSP00000401980	61.54
9606.ENSP00000257604	9606.ENSP00000417281	58.06
9606.ENSP00000258198	9606.ENSP00000338018	55.56
9606.ENSP00000258198	9606.ENSP00000349156	60.0
9606.ENSP00000258198	9606.ENSP00000364589	57.14
9606.ENSP00000258198	9606.ENSP00000376445	42.42
9606.ENSP00000258198	9606.ENSP00000387699	66.67
9606.ENSP00000258198	9606.ENSP00000419692	56.0
9606.ENSP00000258648	9606.ENSP00000301727	66.67
9606.ENSP00000258648	9606.ENSP00000376445	87.5
9606.ENSP00000258648	9606.ENSP00000417281	49.02
9606.ENSP00000260665	9606.ENSP00000269305	60.87
9606.ENSP00000260665	9606.ENSP00000301764	60.0
9606.ENSP00000260665	9606.ENSP00000364589	50.0
9606.ENSP00000260665	9606.ENSP00000419692	61.9
9606.ENSP00000261183	10407.DPOL_HBVCJ	50.0
9606.ENSP00000261183	9606.ENSP00000274255	57.14
9606.ENSP00000261183	9606.ENSP00000301727	40.0
9606.ENSP00000261183	9606.ENSP00000338018	42.39
9606.ENSP00000261183	9606.ENSP00000359531	62.5
9606.ENSP00000261183	9606.ENSP00000376445	56.0
9606.ENSP00000261622	10407.DPOL_HBVCJ	37.14
9606.ENSP00000261622	9606.ENSP00000274255	56.52
9606.ENSP00000261622	9606.ENSP00000364589	52.94
