qseqid	sseqid	ppos
37296.GB_HHV8P	9606.ENSP00000302397	58.33
37296.GB_HHV8P	9606.ENSP00000311113	71.43
37296.GB_HHV8P	9606.ENSP00000353878	65.52
37296.GB_HHV8P	9606.ENSP00000354720	55.38
37296.GB_HHV8P	9606.ENSP00000354777	41.38
37296.GB_HHV8P	9606.ENSP00000369129	50.0
37296.ICP27_HHV8P	9606.ENSP00000242576	54.84
37296.ICP27_HHV8P	9606.ENSP00000311997	50.85
37296.ICP27_HHV8P	9606.ENSP00000324287	50.0
37296.ICP27_HHV8P	9606.ENSP00000344789	55.0
37296.ICP27_HHV8P	9606.ENSP00000382840	38.71
37296.KBZIP_HHV8P	9606.ENSP00000269122	47.14
37296.KBZIP_HHV8P	9606.ENSP00000297954	49.06
37296.KBZIP_HHV8P	9606.ENSP00000307078	54.05
37296.KBZIP_HHV8P	9606.ENSP00000316357	35.87
37296.KBZIP_HHV8P	9606.ENSP00000369129	41.51
37296.KBZIP_HHV8P	9606.ENSP00000382840	60.87
37296.LTP_HHV8P	9606.ENSP00000217182	72.22
37296.LTP_HHV8P	9606.ENSP00000307078	65.22
37296.LTP_HHV8P	9606.ENSP00000309103	50.0
37296.LTP_HHV8P	9606.ENSP00000324287	45.33
37296.LTP_HHV8P	9606.ENSP00000330054	72.22
37296.LTP_HHV8P	9606.ENSP00000341360	41.57
37296.LTP_HHV8P	9606.ENSP00000341826	63.64
37296.MIR1_HHV8P	9606.ENSP00000256458	40.79
37296.MIR1_HHV8P	9606.ENSP00000268712	40.24
37296.MIR1_HHV8P	9606.ENSP00000311489	38.46
37296.MIR1_HHV8P	9606.ENSP00000316357	45.16
37296.MIR1_HHV8P	9606.ENSP00000349259	46.3
37296.MIR1_HHV8P	9606.ENSP00000371994	48.15
37296.MIR1_HHV8P	9606.ENSP00000404503	45.0
37296.MIR2_HHV8P	9606.ENSP00000228318	76.92
37296.MIR2_HHV8P	9606.ENSP00000295598	36.07
37296.MIR2_HHV8P	9606.ENSP00000311489	45.71
37296.MIR2_HHV8P	9606.ENSP00000337853	61.9
37296.ORF45_HHV8P	9606.ENSP00000297954	44.62
37296.ORF45_HHV8P	9606.ENSP00000341360	48.53
37296.ORF45_HHV8P	9606.ENSP00000344789	41.18
37296.ORF45_HHV8P	9606.ENSP00000356520	50.0
37296.ORF45_HHV8P	9606.ENSP00000419027	62.5
37296.ORF45_HHV8P	9606.ENSP00000419371	61.11
37296.ORF50_HHV8P	9606.ENSP00000311489	50.0
37296.ORF50_HHV8P	9606.ENSP00000371994	66.67
37296.ORF50_HHV8P	9606.ENSP00000430684	47.89
37296.ORF73_HHV8P	9606.ENSP00000222254	50.83
37296.ORF73_HHV8P	9606.ENSP00000262741	48.18
37296.ORF73_HHV8P	9606.ENSP00000268712	47.27
37296.ORF73_HHV8P	9606.ENSP00000274335	51.57
37296.ORF73_HHV8P	9606.ENSP00000297954	71.88
