qseqid	sseqid	ppos
37296.GB_HHV8P	10258.Q6TVJ1_ORFSA	43.04
37296.GB_HHV8P	10258.Q6TVJ7_ORFSA	36.17
37296.GB_HHV8P	9606.ENSP00000299218	60.0
37296.ICP27_HHV8P	10258.Q6TVW2_ORFSA	81.82
37296.KBZIP_HHV8P	10258.Q6TVJ4_ORFSA	38.64
37296.KBZIP_HHV8P	10258.Q6TVJ7_ORFSA	64.29
37296.KBZIP_HHV8P	10258.Q6TVW2_ORFSA	57.14
37296.LTP_HHV8P	10258.Q6TVJ2_ORFSA	47.37
37296.LTP_HHV8P	9606.ENSP00000299218	70.59
37296.MIR1_HHV8P	10258.Q6TVJ4_ORFSA	44.26
37296.MIR1_HHV8P	9606.ENSP00000216225	66.67
37296.MIR1_HHV8P	9606.ENSP00000299218	57.89
37296.MIR2_HHV8P	10258.Q6TVW2_ORFSA	36.84
37296.MIR2_HHV8P	9606.ENSP00000216225	66.67
37296.ORF45_HHV8P	10258.Q6TVW2_ORFSA	38.46
37296.ORF45_HHV8P	9606.ENSP00000299218	76.92
37296.ORF50_HHV8P	10258.Q6TVJ1_ORFSA	83.33
37296.ORF50_HHV8P	10258.Q6TVJ2_ORFSA	36.96
37296.ORF50_HHV8P	10258.Q6TVJ4_ORFSA	48.28
37296.ORF50_HHV8P	10258.Q6TVJ7_ORFSA	52.17
37296.ORF50_HHV8P	9606.ENSP00000299218	58.97
37296.ORF73_HHV8P	10258.Q6TVW2_ORFSA	42.86
37296.VCYCL_HHV8P	9606.ENSP00000299218	53.57
37296.VCYCL_HHV8P	9606.ENSP00000326804	60.0
37296.VIL6_HHV8P	10258.Q6TVJ7_ORFSA	51.61
37296.VIL6_HHV8P	9606.ENSP00000299218	40.62
37296.VIL6_HHV8P	9606.ENSP00000326804	55.56
37296.VIRF1_HHV8P	10258.Q6TVJ1_ORFSA	55.17
37296.VIRF1_HHV8P	10258.Q6TVJ4_ORFSA	58.33
37296.VIRF1_HHV8P	10258.Q6TVJ7_ORFSA	50.0
37296.VIRF1_HHV8P	10258.Q6TVW2_ORFSA	47.5
37296.VIRF1_HHV8P	9606.ENSP00000216225	80.0
