qseqid	sseqid	pident
11588.NSS_RVFVZ	9606.ENSP00000263121	33.333
11588.NSS_RVFVZ	9606.ENSP00000305480	31.818
11588.NSS_RVFVZ	9606.ENSP00000347733	17.949
11588.NSS_RVFVZ	9606.ENSP00000348349	31.25
9606.ENSP00000220764	10359.IL10H_HCMVM	46.153999999999996
9606.ENSP00000220764	9606.ENSP00000231524	37.5
9606.ENSP00000220764	9606.ENSP00000290349	22.4
9606.ENSP00000220764	9606.ENSP00000301071	50.0
9606.ENSP00000220764	9606.ENSP00000301072	50.0
9606.ENSP00000220764	9606.ENSP00000361927	32.143
9606.ENSP00000247207	9606.ENSP00000313007	24.675
9606.ENSP00000247207	9606.ENSP00000324173	64.725
9606.ENSP00000247207	9606.ENSP00000343023	30.303
9606.ENSP00000247207	9606.ENSP00000397552	31.25
9606.ENSP00000264071	10359.PP71_HCMVM	33.333
9606.ENSP00000264071	9606.ENSP00000301071	40.553000000000004
9606.ENSP00000264071	9606.ENSP00000301072	40.355
9606.ENSP00000264071	9606.ENSP00000301764	27.906999999999996
9606.ENSP00000264071	9606.ENSP00000313007	50.0
9606.ENSP00000264071	9606.ENSP00000324173	22.936
9606.ENSP00000264071	9606.ENSP00000339001	96.84
9606.ENSP00000264071	9606.ENSP00000374212	40.0
9606.ENSP00000264071	9606.ENSP00000473172	33.333
9606.ENSP00000264990	9606.ENSP00000217244	29.412
9606.ENSP00000264990	9606.ENSP00000276297	25.805999999999997
9606.ENSP00000265651	9606.ENSP00000346453	47.619
9606.ENSP00000265651	9606.ENSP00000347733	61.538000000000004
9606.ENSP00000265651	9606.ENSP00000394394	24.241999999999997
9606.ENSP00000265651	9606.ENSP00000429084	28.302
9606.ENSP00000280326	9606.ENSP00000313007	21.276999999999997
9606.ENSP00000280326	9606.ENSP00000324173	40.909
9606.ENSP00000280326	9606.ENSP00000332340	28.302
9606.ENSP00000286788	10359.UL97_HCMVM	40.741
9606.ENSP00000286788	10359.VIE2_HCMVM	37.931
9606.ENSP00000286788	9606.ENSP00000293362	33.333
9606.ENSP00000286788	9606.ENSP00000317232	50.0
9606.ENSP00000286788	9606.ENSP00000337853	20.482
9606.ENSP00000286788	9606.ENSP00000343701	25.773000000000003
9606.ENSP00000286788	9606.ENSP00000345731	41.379
9606.ENSP00000295688	9606.ENSP00000301764	29.576999999999998
9606.ENSP00000295688	9606.ENSP00000347733	44.0
9606.ENSP00000295688	9606.ENSP00000358696	32.353
9606.ENSP00000295688	9606.ENSP00000378350	34.375
9606.ENSP00000296464	9606.ENSP00000324173	31.864
9606.ENSP00000296464	9606.ENSP00000361927	42.105
9606.ENSP00000296464	9606.ENSP00000372023	30.476
9606.ENSP00000296464	9606.ENSP00000420357	42.857
9606.ENSP00000299300	9606.ENSP00000362824	37.838
9606.ENSP00000299300	9606.ENSP00000363998	30.0
9606.ENSP00000301071	10359.UL76_HCMVM	40.741
9606.ENSP00000301071	10359.VIE1_HCMVM	25.49
9606.ENSP00000301071	9606.ENSP00000301071	100.0
9606.ENSP00000301071	9606.ENSP00000301072	98.00399999999999
9606.ENSP00000301071	9606.ENSP00000339001	41.244
9606.ENSP00000301071	9606.ENSP00000363998	26.168000000000003
9606.ENSP00000301071	9606.ENSP00000368459	31.429000000000002
9606.ENSP00000301071	9606.ENSP00000394394	38.889
9606.ENSP00000301072	10359.VIE1_HCMVM	25.49
9606.ENSP00000301072	9606.ENSP00000301071	98.00399999999999
9606.ENSP00000301072	9606.ENSP00000301072	100.0
9606.ENSP00000301072	9606.ENSP00000339001	41.475
9606.ENSP00000301072	9606.ENSP00000368459	31.429000000000002
9606.ENSP00000302961	9606.ENSP00000267163	21.429000000000002
9606.ENSP00000302961	9606.ENSP00000276297	34.483000000000004
9606.ENSP00000302961	9606.ENSP00000324173	33.043
9606.ENSP00000316032	9606.ENSP00000217244	42.105
9606.ENSP00000316032	9606.ENSP00000276297	34.884
