qseqid	sseqid	ppos
11320.HEMA_I34A1	9606.ENSP00000260665	62.86
11320.HEMA_I34A1	9606.ENSP00000354468	42.11
11320.HEMA_I34A1	9606.ENSP00000358060	53.12
11320.HEMA_I34A1	9606.ENSP00000458238	41.54
11320.M1_I34A1	9606.ENSP00000257894	40.21
11320.M1_I34A1	9606.ENSP00000262854	48.72
11320.M1_I34A1	9606.ENSP00000264639	47.73
11320.M1_I34A1	9606.ENSP00000308430	45.76
11320.M1_I34A1	9606.ENSP00000310842	60.87
11320.M1_I34A1	9606.ENSP00000319574	68.42
11320.M1_I34A1	9606.ENSP00000355541	52.5
11320.M1_I34A1	9606.ENSP00000388658	50.0
11320.M2_I34A1	9606.ENSP00000262027	61.11
11320.M2_I34A1	9606.ENSP00000327821	43.66
11320.M2_I34A1	9606.ENSP00000358997	47.06
11320.NCAP_I34A1	9606.ENSP00000251642	56.67
11320.NCAP_I34A1	9606.ENSP00000340742	48.08
11320.NCAP_I34A1	9606.ENSP00000365725	36.89
11320.NEP_I34A1	9606.ENSP00000253024	54.05
11320.NEP_I34A1	9606.ENSP00000259335	56.67
11320.NEP_I34A1	9606.ENSP00000280326	55.26
11320.NEP_I34A1	9606.ENSP00000348886	55.17
11320.NEP_I34A1	9606.ENSP00000351552	44.0
11320.NEP_I34A1	9606.ENSP00000358060	41.86
11320.NEP_I34A1	9606.ENSP00000369042	52.63
11320.NRAM_I34A1	9606.ENSP00000302961	41.28
11320.NS1_I34A1	9606.ENSP00000215739	51.52
11320.NS1_I34A1	9606.ENSP00000262982	46.38
11320.NS1_I34A1	9606.ENSP00000287295	45.16
11320.NS1_I34A1	9606.ENSP00000295470	60.87
11320.NS1_I34A1	9606.ENSP00000310668	50.0
11320.NS1_I34A1	9606.ENSP00000354125	42.86
11320.NS1_I34A1	9606.ENSP00000462023	47.37
11320.PA_I34A1	9606.ENSP00000222214	48.39
11320.PA_I34A1	9606.ENSP00000259335	44.68
11320.PA_I34A1	9606.ENSP00000293842	46.32
11320.PB2_I34A1	11234.HEMA_MEASC	39.26
11320.PB2_I34A1	9606.ENSP00000228318	64.52
11320.PB2_I34A1	9606.ENSP00000285968	36.45
11320.PB2_I34A1	9606.ENSP00000315768	47.78
11320.PB2_I34A1	9606.ENSP00000351777	59.18
11320.PB2_I34A1	9606.ENSP00000369042	47.17
11320.RDRP_I34A1	9606.ENSP00000229264	62.96
11320.RDRP_I34A1	9606.ENSP00000273077	65.22
11320.RDRP_I34A1	9606.ENSP00000348510	45.95
9606.ENSP00000005340	11234.NCAP_MEASC	42.86
9606.ENSP00000005340	9606.ENSP00000203630	40.58
9606.ENSP00000005340	9606.ENSP00000256366	64.62
9606.ENSP00000005340	9606.ENSP00000261183	66.67
9606.ENSP00000005340	9606.ENSP00000295470	57.14
9606.ENSP00000005340	9606.ENSP00000325875	80.0
9606.ENSP00000005340	9606.ENSP00000335153	54.84
