qseqid	sseqid	bitscore
37296.GB_HHV8P	9606.ENSP00000203630	25.0
37296.GB_HHV8P	9606.ENSP00000252785	24.3
37296.GB_HHV8P	9606.ENSP00000261070	25.4
37296.GB_HHV8P	9606.ENSP00000304350	26.2
37296.GB_HHV8P	9606.ENSP00000306190	24.3
37296.GB_HHV8P	9606.ENSP00000313420	25.8
37296.ICP27_HHV8P	9606.ENSP00000268379	23.1
37296.ICP27_HHV8P	9606.ENSP00000275732	24.6
37296.ICP27_HHV8P	9606.ENSP00000335632	22.7
37296.KBZIP_HHV8P	9606.ENSP00000225430	22.3
37296.KBZIP_HHV8P	9606.ENSP00000260665	22.7
37296.KBZIP_HHV8P	9606.ENSP00000264705	22.7
37296.KBZIP_HHV8P	9606.ENSP00000287647	22.7
37296.KBZIP_HHV8P	9606.ENSP00000328720	23.1
37296.LTP_HHV8P	9606.ENSP00000217971	25.8
37296.LTP_HHV8P	9606.ENSP00000259335	26.6
37296.LTP_HHV8P	9606.ENSP00000264818	27.3
37296.LTP_HHV8P	9606.ENSP00000265351	26.6
37296.LTP_HHV8P	9606.ENSP00000328720	27.3
37296.LTP_HHV8P	9606.ENSP00000348838	25.4
37296.LTP_HHV8P	9606.ENSP00000355541	29.3
37296.LTP_HHV8P	9606.ENSP00000362744	25.8
37296.MIR1_HHV8P	9606.ENSP00000262854	28.9
37296.MIR1_HHV8P	9606.ENSP00000335153	22.7
37296.MIR1_HHV8P	9606.ENSP00000346954	23.5
37296.MIR1_HHV8P	9606.ENSP00000362946	23.5
37296.MIR1_HHV8P	9606.ENSP00000416293	23.9
37296.MIR1_HHV8P	9606.ENSP00000458238	25.0
37296.MIR2_HHV8P	9606.ENSP00000228318	22.7
37296.ORF45_HHV8P	9606.ENSP00000245907	23.1
37296.ORF45_HHV8P	9606.ENSP00000296255	23.9
37296.ORF45_HHV8P	9606.ENSP00000313420	23.5
37296.ORF45_HHV8P	9606.ENSP00000325376	25.8
37296.ORF45_HHV8P	9606.ENSP00000373713	23.1
37296.ORF50_HHV8P	9606.ENSP00000264161	24.6
37296.ORF50_HHV8P	9606.ENSP00000265388	23.9
37296.ORF50_HHV8P	9606.ENSP00000317334	24.3
37296.ORF50_HHV8P	9606.ENSP00000355541	25.0
37296.ORF50_HHV8P	9606.ENSP00000366800	25.0
37296.ORF50_HHV8P	9606.ENSP00000377390	25.4
37296.ORF73_HHV8P	9606.ENSP00000225726	25.8
37296.ORF73_HHV8P	9606.ENSP00000251047	27.7
37296.ORF73_HHV8P	9606.ENSP00000261183	25.8
37296.ORF73_HHV8P	9606.ENSP00000262854	25.8
37296.ORF73_HHV8P	9606.ENSP00000264657	27.7
37296.ORF73_HHV8P	9606.ENSP00000341382	32.3
37296.ORF73_HHV8P	9606.ENSP00000348886	33.1
37296.ORF73_HHV8P	9606.ENSP00000354394	26.6
37296.ORF73_HHV8P	9606.ENSP00000354720	30.8
37296.ORF73_HHV8P	9606.ENSP00000378917	28.9
37296.ORF73_HHV8P	9606.ENSP00000387262	28.9
37296.ORF73_HHV8P	9606.ENSP00000467024	26.9
37296.VCYCL_HHV8P	9606.ENSP00000245838	31.6
37296.VCYCL_HHV8P	9606.ENSP00000253003	22.3
37296.VCYCL_HHV8P	9606.ENSP00000310129	23.5
37296.VCYCL_HHV8P	9606.ENSP00000311344	23.1
37296.VCYCL_HHV8P	9606.ENSP00000324804	23.1
37296.VCYCL_HHV8P	9606.ENSP00000355541	22.3
37296.VCYCL_HHV8P	9606.ENSP00000387262	23.5
37296.VIL6_HHV8P	9606.ENSP00000261183	21.9
37296.VIL6_HHV8P	9606.ENSP00000357048	22.3
37296.VIRF1_HHV8P	9606.ENSP00000262027	25.8
37296.VIRF1_HHV8P	9606.ENSP00000264705	28.1
37296.VIRF1_HHV8P	9606.ENSP00000265388	23.9
37296.VIRF1_HHV8P	9606.ENSP00000300408	23.5
37296.VIRF1_HHV8P	9606.ENSP00000310127	38.5
37296.VIRF1_HHV8P	9606.ENSP00000329411	35.4
37296.VIRF2_HHV8P	9606.ENSP00000231572	23.9
37296.VIRF2_HHV8P	9606.ENSP00000246957	23.9
37296.VIRF2_HHV8P	9606.ENSP00000259335	25.8
37296.VIRF2_HHV8P	9606.ENSP00000261070	21.9
37296.VIRF2_HHV8P	9606.ENSP00000265388	23.9
37296.VIRF2_HHV8P	9606.ENSP00000357917	25.4
37296.VIRF2_HHV8P	9606.ENSP00000426909	28.1
37296.VIRF2_HHV8P	9606.ENSP00000458238	25.8
37296.VIRF3_HHV8P	9606.ENSP00000300648	24.6
37296.VIRF3_HHV8P	9606.ENSP00000353094	24.3
37296.VIRF3_HHV8P	9606.ENSP00000358283	25.8
37296.VIRF3_HHV8P	9606.ENSP00000364805	24.6
37296.VIRF4_HHV8P	9606.ENSP00000215567	24.3
37296.VIRF4_HHV8P	9606.ENSP00000266732	25.0
37296.VIRF4_HHV8P	9606.ENSP00000296464	25.0
37296.VIRF4_HHV8P	9606.ENSP00000345580	26.9
9606.ENSP00000012443	9606.ENSP00000215567	25.8
9606.ENSP00000012443	9606.ENSP00000216218	51.6
9606.ENSP00000012443	9606.ENSP00000219548	63.9
9606.ENSP00000012443	9606.ENSP00000221138	236.0
9606.ENSP00000012443	9606.ENSP00000222308	25.0
9606.ENSP00000012443	9606.ENSP00000231238	64.3
