qseqid	sseqid	pident
10407.DPOL_HBVCJ	10407.DPOL_HBVCJ	100.0
10407.DPOL_HBVCJ	9606.ENSP00000270202	33.333
10407.DPOL_HBVCJ	9606.ENSP00000301764	47.059
10407.HBEAG_HBVCJ	10407.HBEAG_HBVCJ	100.0
10407.HBEAG_HBVCJ	9606.ENSP00000255977	33.333
10407.HBEAG_HBVCJ	9606.ENSP00000301727	30.555999999999997
10407.HBEAG_HBVCJ	9606.ENSP00000338018	26.666999999999998
10407.HBEAG_HBVCJ	9606.ENSP00000419692	60.0
10407.X_HBVCJ	10407.X_HBVCJ	100.0
10407.X_HBVCJ	9606.ENSP00000338018	39.13
10407.X_HBVCJ	9606.ENSP00000349156	46.667
10407.X_HBVCJ	9606.ENSP00000354526	23.81
9606.ENSP00000215587	9606.ENSP00000215587	100.0
9606.ENSP00000215587	9606.ENSP00000255977	30.189
9606.ENSP00000215587	9606.ENSP00000270202	34.615
9606.ENSP00000215587	9606.ENSP00000301764	22.619
9606.ENSP00000215587	9606.ENSP00000338018	20.513
9606.ENSP00000215587	9606.ENSP00000363676	18.699
9606.ENSP00000215587	9606.ENSP00000417281	46.667
9606.ENSP00000238081	9606.ENSP00000238081	100.0
9606.ENSP00000238081	9606.ENSP00000301764	60.0
9606.ENSP00000238081	9606.ENSP00000338018	42.857
9606.ENSP00000238081	9606.ENSP00000386341	46.667
9606.ENSP00000238081	9606.ENSP00000417281	35.0
9606.ENSP00000255977	9606.ENSP00000215587	30.189
9606.ENSP00000255977	9606.ENSP00000255977	100.0
9606.ENSP00000255977	9606.ENSP00000274255	46.153999999999996
9606.ENSP00000255977	9606.ENSP00000301727	38.983000000000004
9606.ENSP00000255977	9606.ENSP00000387699	40.541
9606.ENSP00000269305	9606.ENSP00000269305	100.0
9606.ENSP00000269305	9606.ENSP00000274255	21.698
9606.ENSP00000269305	9606.ENSP00000301764	22.221999999999998
9606.ENSP00000269305	9606.ENSP00000338018	35.484
9606.ENSP00000269305	9606.ENSP00000373698	28.205
9606.ENSP00000269305	9606.ENSP00000401980	36.667
9606.ENSP00000269305	9606.ENSP00000417281	32.609
9606.ENSP00000270202	10407.DPOL_HBVCJ	33.333
9606.ENSP00000270202	9606.ENSP00000215587	34.615
9606.ENSP00000270202	9606.ENSP00000270202	100.0
9606.ENSP00000270202	9606.ENSP00000386341	44.443999999999996
9606.ENSP00000270202	9606.ENSP00000387699	36.842
9606.ENSP00000274255	9606.ENSP00000255977	46.153999999999996
9606.ENSP00000274255	9606.ENSP00000269305	21.698
9606.ENSP00000274255	9606.ENSP00000274255	100.0
9606.ENSP00000274255	9606.ENSP00000359531	36.842
9606.ENSP00000274255	9606.ENSP00000373698	44.443999999999996
9606.ENSP00000274255	9606.ENSP00000376445	47.059
9606.ENSP00000274255	9606.ENSP00000387699	22.221999999999998
9606.ENSP00000301727	9606.ENSP00000301727	100.0
9606.ENSP00000301727	9606.ENSP00000349156	36.0
9606.ENSP00000301764	10407.DPOL_HBVCJ	38.095
9606.ENSP00000301764	9606.ENSP00000269305	22.221999999999998
9606.ENSP00000301764	9606.ENSP00000301764	100.0
9606.ENSP00000301764	9606.ENSP00000349156	41.026
9606.ENSP00000301764	9606.ENSP00000387699	30.233
9606.ENSP00000325875	9606.ENSP00000325875	100.0
9606.ENSP00000325875	9606.ENSP00000354526	32.258
9606.ENSP00000325875	9606.ENSP00000359531	23.377
9606.ENSP00000338018	10407.X_HBVCJ	39.13
9606.ENSP00000338018	9606.ENSP00000215587	20.513
9606.ENSP00000338018	9606.ENSP00000269305	35.484
9606.ENSP00000338018	9606.ENSP00000301727	36.667
9606.ENSP00000338018	9606.ENSP00000338018	100.0
9606.ENSP00000338018	9606.ENSP00000349156	37.931
9606.ENSP00000338018	9606.ENSP00000354526	19.608
9606.ENSP00000338018	9606.ENSP00000387699	35.294000000000004
9606.ENSP00000338018	9606.ENSP00000417281	52.381
9606.ENSP00000349156	9606.ENSP00000301727	36.0
9606.ENSP00000349156	9606.ENSP00000301764	41.026
9606.ENSP00000349156	9606.ENSP00000338018	37.931
9606.ENSP00000349156	9606.ENSP00000349156	100.0
9606.ENSP00000349156	9606.ENSP00000417281	38.889
9606.ENSP00000354526	9606.ENSP00000325875	50.0
9606.ENSP00000354526	9606.ENSP00000338018	19.608
9606.ENSP00000354526	9606.ENSP00000354526	100.0
9606.ENSP00000354526	9606.ENSP00000419692	28.889
9606.ENSP00000359531	9606.ENSP00000274255	36.842
9606.ENSP00000359531	9606.ENSP00000301764	42.857
9606.ENSP00000359531	9606.ENSP00000359531	100.0
9606.ENSP00000359531	9606.ENSP00000363676	52.941
9606.ENSP00000359531	9606.ENSP00000373698	33.333
9606.ENSP00000359531	9606.ENSP00000401980	20.588
9606.ENSP00000363676	9606.ENSP00000215587	26.923000000000002
9606.ENSP00000363676	9606.ENSP00000301764	68.75
9606.ENSP00000363676	9606.ENSP00000359531	52.941
9606.ENSP00000363676	9606.ENSP00000363676	100.0
9606.ENSP00000363676	9606.ENSP00000376445	32.0
9606.ENSP00000363676	9606.ENSP00000401980	29.545
9606.ENSP00000364589	9606.ENSP00000364589	100.0
9606.ENSP00000364589	9606.ENSP00000387699	24.138
9606.ENSP00000373698	9606.ENSP00000269305	28.205
9606.ENSP00000373698	9606.ENSP00000274255	44.443999999999996
9606.ENSP00000373698	9606.ENSP00000301727	30.555999999999997
9606.ENSP00000373698	9606.ENSP00000301764	23.188000000000002
9606.ENSP00000373698	9606.ENSP00000364589	32.0
9606.ENSP00000373698	9606.ENSP00000373698	100.0
9606.ENSP00000376445	9606.ENSP00000274255	47.059
9606.ENSP00000376445	9606.ENSP00000301764	30.0
9606.ENSP00000376445	9606.ENSP00000363676	32.0
9606.ENSP00000376445	9606.ENSP00000376445	100.0
9606.ENSP00000376445	9606.ENSP00000386341	35.0
9606.ENSP00000376445	9606.ENSP00000387699	33.333
9606.ENSP00000386341	9606.ENSP00000238081	46.667
9606.ENSP00000386341	9606.ENSP00000270202	44.443999999999996
9606.ENSP00000386341	9606.ENSP00000376445	35.0
9606.ENSP00000386341	9606.ENSP00000386341	100.0
9606.ENSP00000387699	9606.ENSP00000255977	40.541
9606.ENSP00000387699	9606.ENSP00000270202	36.842
9606.ENSP00000387699	9606.ENSP00000274255	22.221999999999998
9606.ENSP00000387699	9606.ENSP00000301764	30.233
9606.ENSP00000387699	9606.ENSP00000338018	35.294000000000004
9606.ENSP00000387699	9606.ENSP00000364589	24.138
9606.ENSP00000387699	9606.ENSP00000376445	33.333
9606.ENSP00000387699	9606.ENSP00000387699	100.0
9606.ENSP00000387699	9606.ENSP00000417281	53.846000000000004
9606.ENSP00000401980	9606.ENSP00000269305	36.667
9606.ENSP00000401980	9606.ENSP00000359531	21.264
9606.ENSP00000401980	9606.ENSP00000401980	100.0
9606.ENSP00000417281	10407.X_HBVCJ	41.176
9606.ENSP00000417281	9606.ENSP00000215587	46.667
9606.ENSP00000417281	9606.ENSP00000238081	34.884
9606.ENSP00000417281	9606.ENSP00000269305	32.609
9606.ENSP00000417281	9606.ENSP00000301764	50.0
9606.ENSP00000417281	9606.ENSP00000338018	52.381
9606.ENSP00000417281	9606.ENSP00000349156	38.889
9606.ENSP00000417281	9606.ENSP00000417281	100.0
9606.ENSP00000419692	9606.ENSP00000354526	46.667
9606.ENSP00000419692	9606.ENSP00000419692	100.0
