qseqid	sseqid	ppos
129951.CAP9_ADE02	9606.ENSP00000301727	62.5
129951.CAP9_ADE02	9606.ENSP00000301764	47.83
129951.CAP9_ADE02	9606.ENSP00000364589	56.25
129951.CAP9_ADE02	9606.ENSP00000401980	52.94
129951.CAPSH_ADE02	10407.DPOL_HBVCJ	42.11
129951.CAPSH_ADE02	10407.X_HBVCJ	46.34
129951.CAPSH_ADE02	9606.ENSP00000386341	37.88
129951.CORE5_ADE02	10407.DPOL_HBVCJ	34.34
129951.CORE5_ADE02	9606.ENSP00000255977	66.67
129951.CORE5_ADE02	9606.ENSP00000354526	57.89
129951.CORE5_ADE02	9606.ENSP00000401980	46.88
129951.CORE5_ADE02	9606.ENSP00000417281	57.89
129951.CORE5_ADE02	9606.ENSP00000419692	57.89
129951.DNB2_ADE02	9606.ENSP00000274255	54.84
129951.DNB2_ADE02	9606.ENSP00000301727	50.0
129951.DNB2_ADE02	9606.ENSP00000338018	65.22
129951.DNB2_ADE02	9606.ENSP00000401980	47.37
129951.DNB2_ADE02	9606.ENSP00000419692	52.0
129951.DPOL_ADE02	10407.X_HBVCJ	44.83
129951.DPOL_ADE02	9606.ENSP00000255977	50.0
129951.DPOL_ADE02	9606.ENSP00000274255	46.55
129951.DPOL_ADE02	9606.ENSP00000301727	46.67
129951.DPOL_ADE02	9606.ENSP00000354526	47.06
129951.DPOL_ADE02	9606.ENSP00000364589	50.0
129951.E1A_ADE02	10407.DPOL_HBVCJ	42.22
129951.E1A_ADE02	10407.HBEAG_HBVCJ	75.0
129951.E1A_ADE02	9606.ENSP00000215587	48.72
129951.E1A_ADE02	9606.ENSP00000301727	62.5
129951.E1A_ADE02	9606.ENSP00000354526	58.33
129951.E1A_ADE02	9606.ENSP00000417281	53.66
129951.E1B55_ADE02	9606.ENSP00000255977	51.72
129951.E1B55_ADE02	9606.ENSP00000338018	50.0
129951.E1B55_ADE02	9606.ENSP00000354526	48.57
129951.E1B55_ADE02	9606.ENSP00000417281	50.0
129951.E1BS_ADE02	9606.ENSP00000364589	37.5
129951.E3GL_ADE02	9606.ENSP00000215587	55.56
129951.E3GL_ADE02	9606.ENSP00000270202	40.0
129951.E4RF3_ADE02	9606.ENSP00000301764	41.67
129951.E4RF3_ADE02	9606.ENSP00000354526	58.33
129951.E4RF3_ADE02	9606.ENSP00000373698	48.57
129951.NP_ADE02	10407.HBEAG_HBVCJ	34.82
129951.NP_ADE02	9606.ENSP00000269305	64.29
129951.NP_ADE02	9606.ENSP00000270202	60.0
129951.NP_ADE02	9606.ENSP00000301727	87.5
129951.NP_ADE02	9606.ENSP00000354526	64.71
129951.NP_ADE02	9606.ENSP00000373698	50.0
129951.SHUT_ADE02	10407.HBEAG_HBVCJ	43.16
129951.SHUT_ADE02	9606.ENSP00000215587	55.17
129951.SHUT_ADE02	9606.ENSP00000301727	51.61
129951.SHUT_ADE02	9606.ENSP00000386341	54.55
9606.ENSP00000007722	10407.DPOL_HBVCJ	34.44
9606.ENSP00000007722	9606.ENSP00000238081	70.0
9606.ENSP00000007722	9606.ENSP00000255977	68.42
9606.ENSP00000007722	9606.ENSP00000363676	47.73
9606.ENSP00000007722	9606.ENSP00000376445	51.28
9606.ENSP00000184183	9606.ENSP00000270202	46.34
9606.ENSP00000184183	9606.ENSP00000274255	66.67
9606.ENSP00000184183	9606.ENSP00000338018	34.84
9606.ENSP00000184183	9606.ENSP00000373698	43.75
9606.ENSP00000184183	9606.ENSP00000386341	84.62
9606.ENSP00000216115	9606.ENSP00000255977	63.64
9606.ENSP00000216115	9606.ENSP00000270202	75.0
9606.ENSP00000216115	9606.ENSP00000274255	71.43
9606.ENSP00000216115	9606.ENSP00000354526	52.38
9606.ENSP00000216115	9606.ENSP00000376445	72.73
9606.ENSP00000216115	9606.ENSP00000419692	69.23
9606.ENSP00000216237	10407.DPOL_HBVCJ	65.0
9606.ENSP00000216237	9606.ENSP00000301764	48.28
9606.ENSP00000216237	9606.ENSP00000338018	51.22
9606.ENSP00000216237	9606.ENSP00000349156	46.94
9606.ENSP00000216237	9606.ENSP00000354526	63.64
9606.ENSP00000216237	9606.ENSP00000373698	44.74
9606.ENSP00000216237	9606.ENSP00000387699	66.67
9606.ENSP00000216338	9606.ENSP00000255977	54.55
9606.ENSP00000216338	9606.ENSP00000270202	81.82
9606.ENSP00000216338	9606.ENSP00000338018	85.71
9606.ENSP00000216338	9606.ENSP00000376445	51.85
9606.ENSP00000216341	9606.ENSP00000338018	56.25
9606.ENSP00000217971	10407.X_HBVCJ	66.67
9606.ENSP00000217971	9606.ENSP00000364589	41.33
9606.ENSP00000217971	9606.ENSP00000373698	77.78
9606.ENSP00000218340	10407.DPOL_HBVCJ	75.0
9606.ENSP00000218340	9606.ENSP00000269305	66.67
9606.ENSP00000223641	9606.ENSP00000419692	80.0
9606.ENSP00000225916	10407.DPOL_HBVCJ	47.73
9606.ENSP00000225916	9606.ENSP00000269305	50.0
9606.ENSP00000225916	9606.ENSP00000270202	48.0
9606.ENSP00000225916	9606.ENSP00000301727	60.0
9606.ENSP00000225916	9606.ENSP00000301764	48.0
9606.ENSP00000225916	9606.ENSP00000417281	52.78
9606.ENSP00000228506	9606.ENSP00000270202	40.91
9606.ENSP00000228506	9606.ENSP00000301764	73.33
9606.ENSP00000230354	10407.DPOL_HBVCJ	88.89
9606.ENSP00000230354	9606.ENSP00000215587	42.5
9606.ENSP00000230354	9606.ENSP00000325875	61.11
9606.ENSP00000230354	9606.ENSP00000419692	39.66
9606.ENSP00000230419	9606.ENSP00000255977	58.82
9606.ENSP00000230419	9606.ENSP00000270202	40.99
9606.ENSP00000230461	10407.DPOL_HBVCJ	76.92
9606.ENSP00000230461	9606.ENSP00000301764	66.67
9606.ENSP00000230461	9606.ENSP00000325875	54.17
9606.ENSP00000233616	10407.DPOL_HBVCJ	40.82
9606.ENSP00000233616	10407.HBEAG_HBVCJ	61.11
9606.ENSP00000233616	9606.ENSP00000301727	44.83
9606.ENSP00000233616	9606.ENSP00000354526	55.56
9606.ENSP00000233616	9606.ENSP00000386341	45.71
9606.ENSP00000233616	9606.ENSP00000387699	43.48
9606.ENSP00000245615	9606.ENSP00000255977	63.64
9606.ENSP00000245615	9606.ENSP00000354526	60.0
9606.ENSP00000251527	9606.ENSP00000301727	69.23
9606.ENSP00000251527	9606.ENSP00000359531	63.64
9606.ENSP00000251527	9606.ENSP00000364589	70.0
9606.ENSP00000251527	9606.ENSP00000417281	63.64
9606.ENSP00000251973	9606.ENSP00000325875	66.67
9606.ENSP00000251973	9606.ENSP00000354526	47.62
9606.ENSP00000253754	9606.ENSP00000215587	42.11
9606.ENSP00000253754	9606.ENSP00000301727	44.19
9606.ENSP00000253754	9606.ENSP00000338018	60.0
9606.ENSP00000253754	9606.ENSP00000373698	43.9
9606.ENSP00000253754	9606.ENSP00000401980	52.0
9606.ENSP00000253754	9606.ENSP00000419692	56.52
9606.ENSP00000256637	10407.X_HBVCJ	52.63
9606.ENSP00000256637	9606.ENSP00000215587	71.43
9606.ENSP00000256637	9606.ENSP00000301727	48.84
9606.ENSP00000256637	9606.ENSP00000376445	48.0
9606.ENSP00000256637	9606.ENSP00000387699	52.38
9606.ENSP00000260324	9606.ENSP00000325875	60.0
9606.ENSP00000260324	9606.ENSP00000387699	48.48
9606.ENSP00000260324	9606.ENSP00000419692	44.23
9606.ENSP00000260643	10407.DPOL_HBVCJ	40.0
9606.ENSP00000260643	9606.ENSP00000301727	41.86
9606.ENSP00000260643	9606.ENSP00000301764	47.22
9606.ENSP00000260643	9606.ENSP00000359531	62.5
9606.ENSP00000260643	9606.ENSP00000364589	51.61
9606.ENSP00000260643	9606.ENSP00000373698	60.0
9606.ENSP00000260643	9606.ENSP00000376445	48.0
9606.ENSP00000260643	9606.ENSP00000419692	40.0
9606.ENSP00000260810	10407.DPOL_HBVCJ	41.77
9606.ENSP00000260810	9606.ENSP00000238081	57.69
9606.ENSP00000260810	9606.ENSP00000269305	75.0
9606.ENSP00000260810	9606.ENSP00000301727	61.9
9606.ENSP00000260810	9606.ENSP00000301764	50.0
9606.ENSP00000260810	9606.ENSP00000354526	68.75
9606.ENSP00000261739	9606.ENSP00000238081	53.49
9606.ENSP00000261739	9606.ENSP00000325875	46.3
9606.ENSP00000261739	9606.ENSP00000354526	33.93
9606.ENSP00000261739	9606.ENSP00000364589	56.52
9606.ENSP00000261799	9606.ENSP00000255977	52.94
9606.ENSP00000261799	9606.ENSP00000270202	57.43
9606.ENSP00000261799	9606.ENSP00000387699	50.0
9606.ENSP00000261799	9606.ENSP00000401980	64.71
9606.ENSP00000261799	9606.ENSP00000417281	57.69
9606.ENSP00000262133	10407.X_HBVCJ	52.38
9606.ENSP00000262133	9606.ENSP00000338018	55.56
9606.ENSP00000262133	9606.ENSP00000359531	54.05
9606.ENSP00000262133	9606.ENSP00000376445	51.47
9606.ENSP00000262210	10407.HBEAG_HBVCJ	68.75
9606.ENSP00000262210	10407.X_HBVCJ	58.82
9606.ENSP00000262210	9606.ENSP00000238081	54.55
9606.ENSP00000262210	9606.ENSP00000255977	59.46
9606.ENSP00000262210	9606.ENSP00000325875	46.75
9606.ENSP00000262210	9606.ENSP00000354526	66.67
9606.ENSP00000262210	9606.ENSP00000419692	49.18
9606.ENSP00000262367	10407.DPOL_HBVCJ	45.45
9606.ENSP00000262367	9606.ENSP00000325875	66.67
9606.ENSP00000262367	9606.ENSP00000419692	45.22
9606.ENSP00000263253	9606.ENSP00000301727	45.16
9606.ENSP00000263253	9606.ENSP00000325875	81.25
9606.ENSP00000263253	9606.ENSP00000338018	37.78
9606.ENSP00000263253	9606.ENSP00000373698	55.56
9606.ENSP00000263253	9606.ENSP00000376445	48.72
9606.ENSP00000263253	9606.ENSP00000419692	49.44
9606.ENSP00000263754	9606.ENSP00000301727	61.11
9606.ENSP00000263754	9606.ENSP00000401980	38.1
9606.ENSP00000264028	10407.HBEAG_HBVCJ	56.52
9606.ENSP00000264028	9606.ENSP00000354526	37.04
9606.ENSP00000264028	9606.ENSP00000387699	61.9
9606.ENSP00000264637	9606.ENSP00000269305	57.14
9606.ENSP00000264637	9606.ENSP00000354526	43.75
9606.ENSP00000264637	9606.ENSP00000387699	65.22
9606.ENSP00000264637	9606.ENSP00000419692	50.57
9606.ENSP00000264896	10407.HBEAG_HBVCJ	46.43
9606.ENSP00000264896	9606.ENSP00000301764	54.17
9606.ENSP00000264896	9606.ENSP00000338018	55.0
9606.ENSP00000264896	9606.ENSP00000364589	58.62
9606.ENSP00000264896	9606.ENSP00000417281	48.65
9606.ENSP00000264896	9606.ENSP00000419692	70.59
9606.ENSP00000264932	9606.ENSP00000270202	44.0
9606.ENSP00000264932	9606.ENSP00000301727	52.63
9606.ENSP00000264932	9606.ENSP00000387699	43.59
9606.ENSP00000265433	10407.DPOL_HBVCJ	45.45
