qseqid	sseqid	bitscore
37296.GB_HHV8P	9606.ENSP00000304350	26.2
37296.GB_HHV8P	9606.ENSP00000313420	25.8
37296.GB_HHV8P	9606.ENSP00000323421	24.6
37296.GB_HHV8P	9606.ENSP00000356224	24.3
37296.GB_HHV8P	9606.ENSP00000362082	23.9
37296.ICP27_HHV8P	10298.ICP27_HHV11	24.6
37296.ICP27_HHV8P	10298.PRIM_HHV11	25.4
37296.ICP27_HHV8P	10298.SHUT_HHV11	23.5
37296.ICP27_HHV8P	9606.ENSP00000220597	23.5
37296.ICP27_HHV8P	9606.ENSP00000340019	23.5
37296.ICP27_HHV8P	9606.ENSP00000369757	22.7
37296.KBZIP_HHV8P	9606.ENSP00000225430	22.3
37296.KBZIP_HHV8P	9606.ENSP00000356224	26.6
37296.KBZIP_HHV8P	9606.ENSP00000362578	28.1
37296.KBZIP_HHV8P	9606.ENSP00000378917	21.9
37296.LTP_HHV8P	10298.DPOL_HHV11	27.7
37296.LTP_HHV8P	10298.LTP_HHV11	38.5
37296.LTP_HHV8P	9606.ENSP00000341826	26.9
37296.LTP_HHV8P	9606.ENSP00000356224	33.5
37296.LTP_HHV8P	9606.ENSP00000362744	25.8
37296.LTP_HHV8P	9606.ENSP00000379888	25.0
37296.MIR1_HHV8P	10298.LTP_HHV11	24.3
37296.MIR1_HHV8P	9606.ENSP00000322242	22.7
37296.MIR1_HHV8P	9606.ENSP00000335153	22.7
37296.MIR1_HHV8P	9606.ENSP00000345156	25.0
37296.MIR1_HHV8P	9606.ENSP00000346671	24.3
37296.MIR1_HHV8P	9606.ENSP00000356224	23.5
37296.MIR1_HHV8P	9606.ENSP00000358866	25.4
37296.MIR2_HHV8P	10298.DNBI_HHV11	23.9
37296.MIR2_HHV8P	10298.ICP0_HHV11	23.1
37296.MIR2_HHV8P	9606.ENSP00000267064	22.3
37296.MIR2_HHV8P	9606.ENSP00000350720	23.5
37296.ORF45_HHV8P	9606.ENSP00000245907	23.1
37296.ORF45_HHV8P	9606.ENSP00000313420	23.5
37296.ORF45_HHV8P	9606.ENSP00000320176	23.5
37296.ORF45_HHV8P	9606.ENSP00000368349	23.5
37296.ORF50_HHV8P	9606.ENSP00000220597	23.9
37296.ORF50_HHV8P	9606.ENSP00000310040	25.0
37296.ORF50_HHV8P	9606.ENSP00000317334	24.3
37296.ORF50_HHV8P	9606.ENSP00000356224	23.9
37296.ORF73_HHV8P	9606.ENSP00000227378	24.3
37296.ORF73_HHV8P	9606.ENSP00000251968	34.7
37296.ORF73_HHV8P	9606.ENSP00000254436	32.7
37296.ORF73_HHV8P	9606.ENSP00000254480	25.0
37296.ORF73_HHV8P	9606.ENSP00000264606	34.3
37296.ORF73_HHV8P	9606.ENSP00000264712	33.5
37296.ORF73_HHV8P	9606.ENSP00000267064	30.8
37296.ORF73_HHV8P	9606.ENSP00000268058	24.6
37296.ORF73_HHV8P	9606.ENSP00000290341	25.4
37296.ORF73_HHV8P	9606.ENSP00000305503	38.9
37296.ORF73_HHV8P	9606.ENSP00000320176	24.3
37296.ORF73_HHV8P	9606.ENSP00000323421	26.6
37296.ORF73_HHV8P	9606.ENSP00000323967	26.2
37296.ORF73_HHV8P	9606.ENSP00000350720	24.6
37296.ORF73_HHV8P	9606.ENSP00000352400	27.7
37296.ORF73_HHV8P	9606.ENSP00000354791	42.4
37296.ORF73_HHV8P	9606.ENSP00000357283	31.6
37296.ORF73_HHV8P	9606.ENSP00000362578	29.6
37296.ORF73_HHV8P	9606.ENSP00000378917	28.9
37296.ORF73_HHV8P	9606.ENSP00000381167	32.3
37296.ORF73_HHV8P	9606.ENSP00000430432	24.3
37296.VCYCL_HHV8P	9606.ENSP00000346671	22.7
37296.VCYCL_HHV8P	9606.ENSP00000362082	117.0
37296.VIL6_HHV8P	10298.TEG1_HHV11	21.6
37296.VIL6_HHV8P	9606.ENSP00000298139	21.6
37296.VIL6_HHV8P	9606.ENSP00000304350	21.6
37296.VIL6_HHV8P	9606.ENSP00000309555	23.1
37296.VIL6_HHV8P	9606.ENSP00000350028	21.6
37296.VIL6_HHV8P	9606.ENSP00000381167	23.5
37296.VIRF1_HHV8P	10298.LTP_HHV11	22.7
37296.VIRF1_HHV8P	9606.ENSP00000265773	23.1
37296.VIRF1_HHV8P	9606.ENSP00000283131	22.7
37296.VIRF1_HHV8P	9606.ENSP00000309555	23.9
37296.VIRF1_HHV8P	9606.ENSP00000350720	25.0
37296.VIRF1_HHV8P	9606.ENSP00000358866	26.2
37296.VIRF2_HHV8P	10298.DNBI_HHV11	25.0
37296.VIRF2_HHV8P	9606.ENSP00000222247	24.6
37296.VIRF2_HHV8P	9606.ENSP00000265081	24.6
37296.VIRF2_HHV8P	9606.ENSP00000268058	25.0
37296.VIRF2_HHV8P	9606.ENSP00000332816	26.9
37296.VIRF2_HHV8P	9606.ENSP00000355759	23.5
37296.VIRF2_HHV8P	9606.ENSP00000356224	24.3
37296.VIRF2_HHV8P	9606.ENSP00000362082	28.1
37296.VIRF2_HHV8P	9606.ENSP00000381167	23.9
37296.VIRF3_HHV8P	9606.ENSP00000282878	23.9
37296.VIRF3_HHV8P	9606.ENSP00000342905	23.5
37296.VIRF3_HHV8P	9606.ENSP00000364802	24.3
37296.VIRF4_HHV8P	9606.ENSP00000265773	24.6
37296.VIRF4_HHV8P	9606.ENSP00000320176	24.6
37296.VIRF4_HHV8P	9606.ENSP00000350720	28.9
9606.ENSP00000012443	9606.ENSP00000245907	25.4
9606.ENSP00000012443	9606.ENSP00000265773	23.9
9606.ENSP00000012443	9606.ENSP00000326031	213.0
9606.ENSP00000012443	9606.ENSP00000381167	25.8
9606.ENSP00000012443	9606.ENSP00000429374	22.3
9606.ENSP00000071281	9606.ENSP00000265081	24.6
9606.ENSP00000071281	9606.ENSP00000326022	219.0
9606.ENSP00000071281	9606.ENSP00000341885	25.0
9606.ENSP00000071281	9606.ENSP00000353622	22.3
9606.ENSP00000071281	9606.ENSP00000356224	23.1
9606.ENSP00000071281	9606.ENSP00000378160	23.1
9606.ENSP00000071281	9606.ENSP00000419425	23.9
9606.ENSP00000201031	10298.RIR1_HHV11	26.6
9606.ENSP00000201031	9606.ENSP00000323929	24.6
9606.ENSP00000201031	9606.ENSP00000356224	23.1
9606.ENSP00000216225	10298.ICP0_HHV11	30.4
9606.ENSP00000216225	9606.ENSP00000005558	23.9
