qseqid	sseqid	pident
37296.GB_HHV8P	9606.ENSP00000203630	24.0
37296.GB_HHV8P	9606.ENSP00000252785	37.5
37296.GB_HHV8P	9606.ENSP00000261070	56.25
37296.GB_HHV8P	9606.ENSP00000304350	28.333000000000002
37296.GB_HHV8P	9606.ENSP00000306190	42.308
37296.GB_HHV8P	9606.ENSP00000313420	37.5
37296.ICP27_HHV8P	9606.ENSP00000268379	31.429000000000002
37296.ICP27_HHV8P	9606.ENSP00000275732	26.316
37296.ICP27_HHV8P	9606.ENSP00000335632	42.857
37296.KBZIP_HHV8P	9606.ENSP00000225430	29.230999999999998
37296.KBZIP_HHV8P	9606.ENSP00000260665	58.333
37296.KBZIP_HHV8P	9606.ENSP00000264705	39.394
37296.KBZIP_HHV8P	9606.ENSP00000287647	50.0
37296.KBZIP_HHV8P	9606.ENSP00000328720	23.276
37296.LTP_HHV8P	9606.ENSP00000217971	35.135
37296.LTP_HHV8P	9606.ENSP00000259335	36.735
37296.LTP_HHV8P	9606.ENSP00000264818	30.159000000000002
37296.LTP_HHV8P	9606.ENSP00000265351	32.431999999999995
37296.LTP_HHV8P	9606.ENSP00000328720	31.429000000000002
37296.LTP_HHV8P	9606.ENSP00000348838	34.884
37296.LTP_HHV8P	9606.ENSP00000355541	37.143
37296.LTP_HHV8P	9606.ENSP00000362744	29.688000000000002
37296.MIR1_HHV8P	9606.ENSP00000262854	20.238
37296.MIR1_HHV8P	9606.ENSP00000335153	42.308
37296.MIR1_HHV8P	9606.ENSP00000346954	29.63
37296.MIR1_HHV8P	9606.ENSP00000362946	41.86
37296.MIR1_HHV8P	9606.ENSP00000416293	26.415
37296.MIR1_HHV8P	9606.ENSP00000458238	38.235
37296.MIR2_HHV8P	9606.ENSP00000228318	61.538000000000004
37296.ORF45_HHV8P	9606.ENSP00000245907	33.333
37296.ORF45_HHV8P	9606.ENSP00000296255	29.166999999999998
37296.ORF45_HHV8P	9606.ENSP00000313420	41.667
37296.ORF45_HHV8P	9606.ENSP00000325376	33.333
37296.ORF45_HHV8P	9606.ENSP00000373713	53.333
37296.ORF50_HHV8P	9606.ENSP00000264161	26.23
37296.ORF50_HHV8P	9606.ENSP00000265388	28.846
37296.ORF50_HHV8P	9606.ENSP00000317334	30.233
37296.ORF50_HHV8P	9606.ENSP00000355541	34.615
37296.ORF50_HHV8P	9606.ENSP00000366800	36.364000000000004
37296.ORF50_HHV8P	9606.ENSP00000377390	27.586
37296.ORF73_HHV8P	9606.ENSP00000225726	35.556
37296.ORF73_HHV8P	9606.ENSP00000251047	22.414
37296.ORF73_HHV8P	9606.ENSP00000261183	23.669
37296.ORF73_HHV8P	9606.ENSP00000262854	28.570999999999998
37296.ORF73_HHV8P	9606.ENSP00000264657	22.581
37296.ORF73_HHV8P	9606.ENSP00000341382	32.431999999999995
37296.ORF73_HHV8P	9606.ENSP00000348886	45.161
37296.ORF73_HHV8P	9606.ENSP00000354394	20.513
37296.ORF73_HHV8P	9606.ENSP00000354720	29.348000000000003
37296.ORF73_HHV8P	9606.ENSP00000378917	45.238
37296.ORF73_HHV8P	9606.ENSP00000387262	34.579
37296.ORF73_HHV8P	9606.ENSP00000467024	36.111
37296.VCYCL_HHV8P	9606.ENSP00000245838	26.561999999999998
37296.VCYCL_HHV8P	9606.ENSP00000253003	45.0
37296.VCYCL_HHV8P	9606.ENSP00000310129	27.451
37296.VCYCL_HHV8P	9606.ENSP00000311344	28.0
37296.VCYCL_HHV8P	9606.ENSP00000324804	28.0
37296.VCYCL_HHV8P	9606.ENSP00000355541	30.951999999999998
37296.VCYCL_HHV8P	9606.ENSP00000387262	42.424
37296.VIL6_HHV8P	9606.ENSP00000261183	47.368
37296.VIL6_HHV8P	9606.ENSP00000357048	28.570999999999998
37296.VIRF1_HHV8P	9606.ENSP00000262027	31.915
37296.VIRF1_HHV8P	9606.ENSP00000264705	26.829
37296.VIRF1_HHV8P	9606.ENSP00000265388	23.656
37296.VIRF1_HHV8P	9606.ENSP00000300408	48.148
37296.VIRF1_HHV8P	9606.ENSP00000310127	48.485
37296.VIRF1_HHV8P	9606.ENSP00000329411	42.857
37296.VIRF2_HHV8P	9606.ENSP00000231572	31.25
37296.VIRF2_HHV8P	9606.ENSP00000246957	40.0
37296.VIRF2_HHV8P	9606.ENSP00000259335	30.0
37296.VIRF2_HHV8P	9606.ENSP00000261070	32.143
37296.VIRF2_HHV8P	9606.ENSP00000265388	27.906999999999996
37296.VIRF2_HHV8P	9606.ENSP00000357917	45.455
37296.VIRF2_HHV8P	9606.ENSP00000426909	31.343000000000004
37296.VIRF2_HHV8P	9606.ENSP00000458238	44.443999999999996
37296.VIRF3_HHV8P	9606.ENSP00000300648	35.294000000000004
37296.VIRF3_HHV8P	9606.ENSP00000353094	26.23
37296.VIRF3_HHV8P	9606.ENSP00000358283	25.253
37296.VIRF3_HHV8P	9606.ENSP00000364805	31.915
37296.VIRF4_HHV8P	9606.ENSP00000215567	60.0
37296.VIRF4_HHV8P	9606.ENSP00000266732	34.615
37296.VIRF4_HHV8P	9606.ENSP00000296464	47.826
37296.VIRF4_HHV8P	9606.ENSP00000345580	36.957
9606.ENSP00000012443	9606.ENSP00000215567	30.951999999999998
9606.ENSP00000012443	9606.ENSP00000216218	29.412
9606.ENSP00000012443	9606.ENSP00000219548	42.466
9606.ENSP00000012443	9606.ENSP00000221138	41.216
9606.ENSP00000012443	9606.ENSP00000222308	28.07
9606.ENSP00000012443	9606.ENSP00000231238	32.812
9606.ENSP00000012443	9606.ENSP00000231572	26.666999999999998
9606.ENSP00000012443	9606.ENSP00000245907	29.688000000000002
9606.ENSP00000012443	9606.ENSP00000260665	26.561999999999998
9606.ENSP00000012443	9606.ENSP00000284320	35.577
9606.ENSP00000012443	9606.ENSP00000304437	27.778000000000002
9606.ENSP00000012443	9606.ENSP00000305958	35.0
9606.ENSP00000012443	9606.ENSP00000327583	23.256
9606.ENSP00000012443	9606.ENSP00000357048	30.0
9606.ENSP00000012443	9606.ENSP00000362946	39.286
9606.ENSP00000012443	9606.ENSP00000377390	33.333
9606.ENSP00000012443	9606.ENSP00000392147	45.783
9606.ENSP00000012443	9606.ENSP00000406463	34.426
9606.ENSP00000012443	9606.ENSP00000418447	41.016999999999996
9606.ENSP00000071281	9606.ENSP00000253024	27.869
9606.ENSP00000071281	9606.ENSP00000305653	28.07
9606.ENSP00000071281	9606.ENSP00000310842	29.73
9606.ENSP00000071281	9606.ENSP00000340742	28.788
9606.ENSP00000201031	9606.ENSP00000262854	50.0
9606.ENSP00000201031	9606.ENSP00000290299	37.037
9606.ENSP00000201031	9606.ENSP00000359424	42.424
9606.ENSP00000201031	9606.ENSP00000364188	42.857
9606.ENSP00000216225	9606.ENSP00000223641	61.538000000000004
9606.ENSP00000216225	9606.ENSP00000252934	44.443999999999996
9606.ENSP00000216225	9606.ENSP00000295688	29.63
9606.ENSP00000216225	9606.ENSP00000318115	44.443999999999996
9606.ENSP00000216225	9606.ENSP00000349508	22.414
9606.ENSP00000216225	9606.ENSP00000357048	30.0
9606.ENSP00000216225	9606.ENSP00000377954	29.787
9606.ENSP00000216714	9606.ENSP00000287647	30.555999999999997
9606.ENSP00000216714	9606.ENSP00000305958	38.71
9606.ENSP00000216714	9606.ENSP00000358417	38.333
9606.ENSP00000216714	9606.ENSP00000377390	41.379
9606.ENSP00000223190	9606.ENSP00000257604	37.037
9606.ENSP00000223190	9606.ENSP00000274311	24.107
9606.ENSP00000223190	9606.ENSP00000296255	45.833
9606.ENSP00000223190	9606.ENSP00000307940	23.076999999999998
9606.ENSP00000223190	9606.ENSP00000310127	32.431999999999995
9606.ENSP00000228318	9606.ENSP00000215882	26.064
9606.ENSP00000228318	9606.ENSP00000225665	24.241999999999997
9606.ENSP00000228318	9606.ENSP00000228318	100.0
9606.ENSP00000228318	9606.ENSP00000261942	32.0
9606.ENSP00000228318	9606.ENSP00000266732	29.031999999999996
9606.ENSP00000228318	9606.ENSP00000281456	22.666999999999998
9606.ENSP00000228318	9606.ENSP00000306328	27.684
9606.ENSP00000228318	9606.ENSP00000319574	26.531
9606.ENSP00000228318	9606.ENSP00000322020	22.33
9606.ENSP00000228318	9606.ENSP00000329033	26.19
9606.ENSP00000228318	9606.ENSP00000329452	26.984
9606.ENSP00000228318	9606.ENSP00000345580	22.866999999999997
9606.ENSP00000228318	9606.ENSP00000359424	32.0
9606.ENSP00000228318	9606.ENSP00000360671	20.945999999999998
9606.ENSP00000228318	9606.ENSP00000370808	27.5
9606.ENSP00000228318	9606.ENSP00000382274	32.5
9606.ENSP00000228318	9606.ENSP00000388658	25.0
9606.ENSP00000228318	9606.ENSP00000400101	27.011
9606.ENSP00000233057	9606.ENSP00000249923	26.984
9606.ENSP00000233057	9606.ENSP00000258091	23.913
9606.ENSP00000233057	9606.ENSP00000262554	25.531999999999996
9606.ENSP00000233057	9606.ENSP00000264818	26.95
9606.ENSP00000233057	9606.ENSP00000304350	27.273000000000003
9606.ENSP00000233057	9606.ENSP00000340742	35.714
9606.ENSP00000233057	9606.ENSP00000346001	32.143
9606.ENSP00000233057	9606.ENSP00000358997	25.969
9606.ENSP00000233057	9606.ENSP00000359424	29.596
9606.ENSP00000233057	9606.ENSP00000382274	30.909000000000002
9606.ENSP00000233057	9606.ENSP00000382840	32.353
9606.ENSP00000233057	9606.ENSP00000463999	25.256
9606.ENSP00000245414	9606.ENSP00000218439	50.0
9606.ENSP00000245414	9606.ENSP00000237530	29.67
9606.ENSP00000245414	9606.ENSP00000264705	38.461999999999996
9606.ENSP00000245414	9606.ENSP00000310127	37.0
9606.ENSP00000245414	9606.ENSP00000319756	41.667
9606.ENSP00000245414	9606.ENSP00000329411	33.654
9606.ENSP00000245414	9606.ENSP00000332455	64.286
9606.ENSP00000245414	9606.ENSP00000349696	50.0
9606.ENSP00000250263	9606.ENSP00000231487	32.431999999999995
9606.ENSP00000250263	9606.ENSP00000245907	20.0
9606.ENSP00000250263	9606.ENSP00000259335	43.75
9606.ENSP00000250263	9606.ENSP00000265388	25.294
9606.ENSP00000250263	9606.ENSP00000271638	30.588
9606.ENSP00000250263	9606.ENSP00000313420	25.758000000000003
9606.ENSP00000250263	9606.ENSP00000359818	32.075
9606.ENSP00000250263	9606.ENSP00000361626	23.864
9606.ENSP00000250263	9606.ENSP00000364794	37.143
9606.ENSP00000253024	9606.ENSP00000253024	100.0
9606.ENSP00000253024	9606.ENSP00000333298	29.63
9606.ENSP00000253024	9606.ENSP00000349508	37.5
9606.ENSP00000253024	9606.ENSP00000351552	20.896
9606.ENSP00000253571	9606.ENSP00000259335	26.374000000000002
9606.ENSP00000253571	9606.ENSP00000263642	33.333
9606.ENSP00000253571	9606.ENSP00000327821	40.0
9606.ENSP00000253571	9606.ENSP00000349508	27.586
9606.ENSP00000254719	9606.ENSP00000251047	31.579
9606.ENSP00000254719	9606.ENSP00000264705	29.508000000000003
9606.ENSP00000254719	9606.ENSP00000311449	23.256
9606.ENSP00000254719	9606.ENSP00000364847	30.263
9606.ENSP00000254719	9606.ENSP00000378857	33.333
9606.ENSP00000254901	9606.ENSP00000245907	75.0
9606.ENSP00000254901	9606.ENSP00000257894	24.324
9606.ENSP00000254901	9606.ENSP00000259335	28.570999999999998
9606.ENSP00000254901	9606.ENSP00000284320	63.636
9606.ENSP00000254901	9606.ENSP00000287647	45.455
