qseqid	sseqid	bitscore
129951.CAP9_ADE02	9606.ENSP00000318227	20.8
129951.CAP9_ADE02	9606.ENSP00000323421	22.7
129951.CAP9_ADE02	9606.ENSP00000349640	21.6
129951.CAP9_ADE02	9606.ENSP00000356224	23.9
129951.CAPSH_ADE02	9606.ENSP00000351777	24.3
129951.CAPSH_ADE02	9606.ENSP00000357047	24.6
129951.CORE5_ADE02	10298.DPOL_HHV11	22.7
129951.CORE5_ADE02	9606.ENSP00000217182	22.3
129951.CORE5_ADE02	9606.ENSP00000323929	23.5
129951.CORE5_ADE02	9606.ENSP00000418960	22.7
129951.DNB2_ADE02	9606.ENSP00000225430	23.5
129951.DNB2_ADE02	9606.ENSP00000305503	23.1
129951.DNB2_ADE02	9606.ENSP00000332816	25.4
129951.DNB2_ADE02	9606.ENSP00000352400	23.9
129951.DPOL_ADE02	10298.DPOL_HHV11	27.3
129951.DPOL_ADE02	9606.ENSP00000263642	25.0
129951.DPOL_ADE02	9606.ENSP00000267064	24.3
129951.DPOL_ADE02	9606.ENSP00000323967	24.6
129951.DPOL_ADE02	9606.ENSP00000335321	26.6
129951.DPOL_ADE02	9606.ENSP00000345156	24.3
129951.DPOL_ADE02	9606.ENSP00000350720	25.0
129951.DPOL_ADE02	9606.ENSP00000368349	26.9
129951.E1A_ADE02	9606.ENSP00000227524	22.3
129951.E1A_ADE02	9606.ENSP00000229319	22.7
129951.E1A_ADE02	9606.ENSP00000234590	21.9
129951.E1A_ADE02	9606.ENSP00000245907	23.1
129951.E1A_ADE02	9606.ENSP00000289316	23.1
129951.E1A_ADE02	9606.ENSP00000303408	23.1
129951.E1A_ADE02	9606.ENSP00000321744	23.1
129951.E1A_ADE02	9606.ENSP00000342886	23.1
129951.E1A_ADE02	9606.ENSP00000348706	23.1
129951.E1A_ADE02	9606.ENSP00000349430	23.1
129951.E1A_ADE02	9606.ENSP00000350580	23.1
129951.E1A_ADE02	9606.ENSP00000352442	22.7
129951.E1A_ADE02	9606.ENSP00000358151	23.1
129951.E1A_ADE02	9606.ENSP00000380177	23.1
129951.E1A_ADE02	9606.ENSP00000381167	22.7
129951.E1A_ADE02	9606.ENSP00000445831	23.1
129951.E1B55_ADE02	10298.ICP4_HHV11	23.5
129951.E1B55_ADE02	10298.LTP_HHV11	23.9
129951.E1B55_ADE02	9606.ENSP00000216274	23.5
129951.E1B55_ADE02	9606.ENSP00000263642	23.5
129951.E1B55_ADE02	9606.ENSP00000309555	24.6
129951.E1B55_ADE02	9606.ENSP00000324740	26.2
129951.E1B55_ADE02	9606.ENSP00000358866	23.9
129951.E1B55_ADE02	9606.ENSP00000381167	26.2
129951.E1BS_ADE02	10298.ICP0_HHV11	21.9
129951.E1BS_ADE02	9606.ENSP00000245907	22.3
129951.E1BS_ADE02	9606.ENSP00000262776	27.3
129951.E1BS_ADE02	9606.ENSP00000265056	21.2
129951.E1BS_ADE02	9606.ENSP00000265594	21.2
129951.E1BS_ADE02	9606.ENSP00000343657	21.6
129951.E1BS_ADE02	9606.ENSP00000350028	21.2
129951.E3GL_ADE02	9606.ENSP00000262776	22.3
129951.E3GL_ADE02	9606.ENSP00000299300	23.9
129951.E3GL_ADE02	9606.ENSP00000304350	23.9
129951.E4RF3_ADE02	10298.RIR1_HHV11	21.2
129951.E4RF3_ADE02	9606.ENSP00000254719	20.4
129951.E4RF3_ADE02	9606.ENSP00000346067	20.4
129951.E4RF3_ADE02	9606.ENSP00000363745	21.6
129951.E4RF3_ADE02	9606.ENSP00000365462	21.2
129951.E4RF3_ADE02	9606.ENSP00000370968	21.2
129951.NP_ADE02	10298.SHUT_HHV11	25.8
129951.NP_ADE02	10298.VP22_HHV11	22.3
129951.NP_ADE02	9606.ENSP00000216297	21.9
129951.NP_ADE02	9606.ENSP00000350333	23.9
129951.SHUT_ADE02	9606.ENSP00000225792	23.9
129951.SHUT_ADE02	9606.ENSP00000311430	24.3
129951.SHUT_ADE02	9606.ENSP00000350720	24.3
