qseqid	sseqid	bitscore
10633.LT_SV40	10258.Q6TVJ1_ORFSA	18.9
10633.LT_SV40	10258.Q6TVJ2_ORFSA	18.5
10633.LT_SV40	9606.ENSP00000299218	20.8
10633.LT_SV40	9606.ENSP00000326804	19.2
10633.ST_SV40	10258.Q6TVJ1_ORFSA	16.2
10633.ST_SV40	10258.Q6TVJ2_ORFSA	19.2
10633.ST_SV40	9606.ENSP00000326804	17.7
10633.VP1_SV40	10258.Q6TVJ2_ORFSA	19.2
10633.VP1_SV40	10258.Q6TVJ4_ORFSA	18.9
10633.VP1_SV40	9606.ENSP00000231487	18.5
10633.VP1_SV40	9606.ENSP00000299218	19.2
10633.VP1_SV40	9606.ENSP00000326804	22.3
9606.ENSP00000217244	10258.Q6TVJ2_ORFSA	19.6
9606.ENSP00000217244	10258.Q6TVJ7_ORFSA	18.1
9606.ENSP00000217244	9606.ENSP00000299218	19.2
9606.ENSP00000217244	9606.ENSP00000326804	18.9
9606.ENSP00000221996	10258.Q6TVJ1_ORFSA	20.0
9606.ENSP00000221996	10258.Q6TVJ2_ORFSA	17.7
9606.ENSP00000221996	10258.Q6TVJ4_ORFSA	18.5
9606.ENSP00000221996	9606.ENSP00000299218	18.9
9606.ENSP00000221996	9606.ENSP00000326804	18.1
9606.ENSP00000230354	10258.Q6TVJ2_ORFSA	20.4
9606.ENSP00000230354	9606.ENSP00000299218	17.7
9606.ENSP00000263253	10258.Q6TVJ1_ORFSA	21.2
9606.ENSP00000263253	10258.Q6TVJ2_ORFSA	21.6
9606.ENSP00000263253	9606.ENSP00000299218	20.0
9606.ENSP00000263253	9606.ENSP00000326804	21.2
9606.ENSP00000267163	9606.ENSP00000299218	23.1
9606.ENSP00000269305	10258.Q6TVJ1_ORFSA	21.2
9606.ENSP00000269305	9606.ENSP00000299218	19.2
9606.ENSP00000274026	10258.Q6TVJ1_ORFSA	26.9
9606.ENSP00000274026	10258.Q6TVW2_ORFSA	19.6
9606.ENSP00000274026	9606.ENSP00000216225	17.3
9606.ENSP00000274026	9606.ENSP00000299218	21.6
9606.ENSP00000274026	9606.ENSP00000326804	17.7
9606.ENSP00000276072	10258.Q6TVJ1_ORFSA	19.6
9606.ENSP00000276072	9606.ENSP00000231487	20.0
9606.ENSP00000276072	9606.ENSP00000326804	21.2
9606.ENSP00000290158	10258.Q6TVJ1_ORFSA	19.6
