qseqid	sseqid	bitscore
10376.BALF1_EBVB9	10258.Q6TVJ2_ORFSA	18.5
10376.BALF1_EBVB9	9606.ENSP00000326804	17.7
10376.BDLF2_EBVB9	10258.Q6TVJ2_ORFSA	18.1
10376.BDLF2_EBVB9	10258.Q6TVJ4_ORFSA	18.5
10376.BDLF2_EBVB9	10258.Q6TVW2_ORFSA	19.2
10376.BDLF2_EBVB9	9606.ENSP00000326804	17.7
10376.BLRF2_EBVB9	10258.Q6TVJ2_ORFSA	18.5
10376.BLRF2_EBVB9	9606.ENSP00000299218	16.2
10376.BNL2A_EBVB9	10258.Q6TVJ1_ORFSA	16.9
10376.BNL2A_EBVB9	10258.Q6TVJ4_ORFSA	19.6
10376.BNL2A_EBVB9	10258.Q6TVJ7_ORFSA	17.3
10376.BNL2A_EBVB9	10258.Q6TVW2_ORFSA	15.4
10376.BNL2A_EBVB9	9606.ENSP00000299218	15.0
10376.BNL2A_EBVB9	9606.ENSP00000326804	14.6
10376.BNL2B_EBVB9	10258.Q6TVJ7_ORFSA	15.4
10376.BNL2B_EBVB9	10258.Q6TVW2_ORFSA	17.3
10376.BRRF1_EBVB9	10258.Q6TVJ1_ORFSA	18.1
10376.BRRF1_EBVB9	10258.Q6TVJ2_ORFSA	17.3
10376.BRRF1_EBVB9	9606.ENSP00000216225	16.9
10376.BRRF1_EBVB9	9606.ENSP00000299218	16.9
10376.BTRF1_EBVB9	10258.Q6TVJ1_ORFSA	19.6
10376.BTRF1_EBVB9	10258.Q6TVW2_ORFSA	19.2
10376.BTRF1_EBVB9	9606.ENSP00000299218	30.4
10376.BTRF1_EBVB9	9606.ENSP00000326804	17.7
10376.BZLF1_EBVB9	10258.Q6TVJ2_ORFSA	16.9
10376.BZLF1_EBVB9	10258.Q6TVJ7_ORFSA	18.9
10376.BZLF1_EBVB9	9606.ENSP00000299218	17.3
10376.BZLF1_EBVB9	9606.ENSP00000326804	16.9
10376.DNBI_EBVB9	10258.Q6TVJ7_ORFSA	23.5
10376.DNBI_EBVB9	9606.ENSP00000326804	23.9
10376.DUT_EBVB9	10258.Q6TVJ1_ORFSA	18.1
10376.DUT_EBVB9	9606.ENSP00000299218	17.7
10376.EAR_EBVB9	10258.Q6TVJ4_ORFSA	19.2
10376.EAR_EBVB9	9606.ENSP00000326804	22.7
10376.EBNA2_EBVB9	10258.Q6TVJ2_ORFSA	20.0
10376.EBNA2_EBVB9	10258.Q6TVJ7_ORFSA	22.3
10376.EBNA2_EBVB9	10258.Q6TVW2_ORFSA	18.9
