qseqid	sseqid	bitscore
129951.CAP9_ADE02	129951.CAP9_ADE02	273.0
129951.CAP9_ADE02	9606.ENSP00000440045	19.6
129951.CAPSH_ADE02	129951.CAPSH_ADE02	2020.0
129951.CAPSH_ADE02	9606.ENSP00000260324	23.1
129951.CAPSH_ADE02	9606.ENSP00000263253	23.9
129951.CAPSH_ADE02	9606.ENSP00000268058	23.9
129951.CAPSH_ADE02	9606.ENSP00000274026	23.1
129951.CAPSH_ADE02	9606.ENSP00000376472	25.8
129951.CORE5_ADE02	129951.CORE5_ADE02	730.0
129951.CORE5_ADE02	129951.DPOL_ADE02	22.3
129951.CORE5_ADE02	9606.ENSP00000251973	21.6
129951.CORE5_ADE02	9606.ENSP00000262367	21.9
129951.CORE5_ADE02	9606.ENSP00000263253	24.6
129951.CORE5_ADE02	9606.ENSP00000334448	20.4
129951.CORE5_ADE02	9606.ENSP00000343741	23.5
129951.DNB2_ADE02	129951.DNB2_ADE02	1100.0
129951.DNB2_ADE02	9606.ENSP00000263754	22.3
129951.DNB2_ADE02	9606.ENSP00000267163	22.7
129951.DNB2_ADE02	9606.ENSP00000310572	23.9
129951.DNB2_ADE02	9606.ENSP00000373713	22.3
129951.DNB2_ADE02	9606.ENSP00000404833	23.5
129951.DPOL_ADE02	129951.DPOL_ADE02	2482.0
129951.DPOL_ADE02	9606.ENSP00000264028	26.6
129951.DPOL_ADE02	9606.ENSP00000310901	27.3
129951.DPOL_ADE02	9606.ENSP00000347979	28.9
129951.DPOL_ADE02	9606.ENSP00000362768	25.8
129951.E1A_ADE02	129951.E1A_ADE02	573.0
129951.E1A_ADE02	9606.ENSP00000262133	21.6
129951.E1A_ADE02	9606.ENSP00000263253	21.9
129951.E1A_ADE02	9606.ENSP00000323099	22.3
129951.E1A_ADE02	9606.ENSP00000442464	24.6
129951.E1B55_ADE02	129951.E1B55_ADE02	1032.0
129951.E1B55_ADE02	9606.ENSP00000007722	23.1
129951.E1B55_ADE02	9606.ENSP00000225916	26.9
129951.E1B55_ADE02	9606.ENSP00000299157	22.7
