qseqid	sseqid	ppos
351073.MU2_REOVL	9606.ENSP00000262210	38.0
351073.MU2_REOVL	9606.ENSP00000343741	41.86
351073.SIGM3_REOVL	9606.ENSP00000264932	44.23
351073.SIGM3_REOVL	9606.ENSP00000265433	47.46
351073.SIGM3_REOVL	9606.ENSP00000285419	46.94
351073.SIGM3_REOVL	9606.ENSP00000362768	55.17
351073.SIGM3_REOVL	9606.ENSP00000367545	51.16
9606.ENSP00000228251	129951.NP_ADE02	38.46
9606.ENSP00000228251	9606.ENSP00000251527	50.0
9606.ENSP00000228251	9606.ENSP00000276072	62.5
9606.ENSP00000228251	9606.ENSP00000312506	44.74
9606.ENSP00000228251	9606.ENSP00000346839	41.07
9606.ENSP00000228251	9606.ENSP00000357448	65.0
9606.ENSP00000252050	9606.ENSP00000217971	48.28
9606.ENSP00000252050	9606.ENSP00000267163	52.38
9606.ENSP00000252050	9606.ENSP00000268058	42.86
9606.ENSP00000252050	9606.ENSP00000307887	42.22
9606.ENSP00000252050	9606.ENSP00000311825	48.65
9606.ENSP00000252050	9606.ENSP00000357048	53.49
9606.ENSP00000252050	9606.ENSP00000371003	44.23
9606.ENSP00000270625	9606.ENSP00000296129	42.86
9606.ENSP00000270625	9606.ENSP00000311825	39.36
9606.ENSP00000270625	9606.ENSP00000352208	45.56
9606.ENSP00000270625	9606.ENSP00000354394	56.67
9606.ENSP00000275603	9606.ENSP00000230461	61.9
9606.ENSP00000275603	9606.ENSP00000300737	63.16
9606.ENSP00000275603	9606.ENSP00000376176	46.75
9606.ENSP00000280326	129951.CORE5_ADE02	68.42
9606.ENSP00000280326	129951.E1A_ADE02	36.61
9606.ENSP00000280326	9606.ENSP00000266732	46.36
9606.ENSP00000280326	9606.ENSP00000357708	57.58
9606.ENSP00000281456	9606.ENSP00000299427	41.86
9606.ENSP00000281456	9606.ENSP00000303222	44.2
9606.ENSP00000295688	9606.ENSP00000216338	36.92
9606.ENSP00000295688	9606.ENSP00000218340	48.53
9606.ENSP00000301071	9606.ENSP00000262367	43.48
9606.ENSP00000301071	9606.ENSP00000268251	53.12
9606.ENSP00000301071	9606.ENSP00000352208	37.65
9606.ENSP00000301072	9606.ENSP00000262367	43.48
9606.ENSP00000301072	9606.ENSP00000268251	53.12
9606.ENSP00000301072	9606.ENSP00000352208	37.65
9606.ENSP00000305790	9606.ENSP00000329419	65.22
9606.ENSP00000305790	9606.ENSP00000345571	43.1
9606.ENSP00000305790	9606.ENSP00000357708	56.1
9606.ENSP00000305790	9606.ENSP00000376472	62.96
9606.ENSP00000310670	9606.ENSP00000260810	40.41
9606.ENSP00000310670	9606.ENSP00000262367	60.0
9606.ENSP00000310670	9606.ENSP00000311825	60.0
9606.ENSP00000310670	9606.ENSP00000373713	53.57
9606.ENSP00000311747	9606.ENSP00000387262	50.68
9606.ENSP00000313007	9606.ENSP00000260810	50.88
9606.ENSP00000313007	9606.ENSP00000264896	62.96
9606.ENSP00000313007	9606.ENSP00000309945	51.72
9606.ENSP00000313007	9606.ENSP00000378426	43.28
9606.ENSP00000318861	9606.ENSP00000264028	40.6
9606.ENSP00000318861	9606.ENSP00000268058	42.53
9606.ENSP00000318861	9606.ENSP00000299157	60.87
9606.ENSP00000318861	9606.ENSP00000323099	80.95
9606.ENSP00000318861	9606.ENSP00000346839	44.23
9606.ENSP00000318861	9606.ENSP00000349437	42.55
9606.ENSP00000318861	9606.ENSP00000361777	56.25
9606.ENSP00000318861	9606.ENSP00000376176	54.35
9606.ENSP00000318861	9606.ENSP00000378312	59.18
9606.ENSP00000325136	9606.ENSP00000398632	54.05
9606.ENSP00000330054	129951.SHUT_ADE02	46.43
9606.ENSP00000330054	9606.ENSP00000263253	50.0
9606.ENSP00000330054	9606.ENSP00000266000	51.85
9606.ENSP00000330054	9606.ENSP00000376472	62.16
9606.ENSP00000330054	9606.ENSP00000418401	44.2
9606.ENSP00000336721	9606.ENSP00000230354	38.64
9606.ENSP00000336721	9606.ENSP00000262133	61.54
9606.ENSP00000336721	9606.ENSP00000262367	46.27
9606.ENSP00000336721	9606.ENSP00000266000	41.67
9606.ENSP00000336721	9606.ENSP00000266732	45.07
9606.ENSP00000336721	9606.ENSP00000299427	43.14
9606.ENSP00000336721	9606.ENSP00000345571	38.4
9606.ENSP00000336721	9606.ENSP00000352208	46.51
9606.ENSP00000336721	9606.ENSP00000362768	52.83
9606.ENSP00000339001	9606.ENSP00000217971	48.48
9606.ENSP00000339001	9606.ENSP00000225916	51.43
9606.ENSP00000339001	9606.ENSP00000260810	47.54
9606.ENSP00000339001	9606.ENSP00000348786	51.35
9606.ENSP00000339001	9606.ENSP00000354394	60.47
9606.ENSP00000350767	9606.ENSP00000264028	75.0
9606.ENSP00000350767	9606.ENSP00000276072	50.94
9606.ENSP00000350767	9606.ENSP00000312506	48.15
9606.ENSP00000352980	9606.ENSP00000264028	75.0
9606.ENSP00000352980	9606.ENSP00000276072	50.94
9606.ENSP00000352980	9606.ENSP00000312506	48.15
9606.ENSP00000357555	9606.ENSP00000230419	44.12
9606.ENSP00000357555	9606.ENSP00000265433	43.75
