sc1286	mm8699	100.000000
sc757	mm8699	77.000000
sc2652	mm8699	189.000000
sc2321	mm8699	97.000000
sc1863	mm8699	106.500000
sc330	mm8699	89.000000
sc423	mm8699	130.000000
sc834	mm8699	109.000000
sc2736	mm8699	78.000000
sc658	mm8699	115.000000
sc365	mm8699	63.000000
sc786	mm8699	101.000000
sc317	mm8699	98.000000
sc2363	mm8699	86.000000
sc1320	mm8699	49.000000
sc2170	mm8699	107.000000
sc1175	mm8699	135.000000
sc2144	mm8699	79.000000
sc670	mm8699	109.000000
sc1537	mm8699	82.000000
sc3223	mm8699	91.000000
sc1699	mm8699	112.000000
sc648	mm8699	112.000000
sc1458	mm8699	169.000000
sc86	mm8699	79.000000
sc3173	mm8699	117.500000
sc844	mm8699	65.000000
sc841	mm8699	169.000000
sc871	mm8699	56.000000
sc1622	mm8699	95.000000
sc126	mm8699	163.000000
sc372	mm8699	91.000000
sc1786	mm8699	67.000000
sc453	mm8699	149.000000
sc400	mm8699	127.000000
sc3287	mm8699	129.500000
sc1271	mm8699	99.000000
sc2271	mm8699	132.000000
sc2533	mm8699	58.000000
sc3270	mm8699	72.000000
sc587	mm8699	105.500000
sc1003	mm8699	66.000000
sc3010	mm8699	126.000000
sc3017	mm8699	128.000000
sc600	mm8699	62.000000
sc1431	mm8699	70.000000
sc731	mm8699	132.500000
sc977	mm8699	125.000000
sc1068	mm8699	102.000000
sc3530	mm8699	71.000000
sc3245	mm8699	69.000000
sc2060	mm8699	89.000000
sc2066	mm8699	119.000000
sc2735	mm8699	97.000000
sc2083	mm8699	100.000000
sc894	mm8699	140.000000
sc1196	mm8699	70.000000
sc3276	mm8699	52.000000
sc329	mm8699	160.000000
sc324	mm8699	124.000000
sc3850	mm8699	87.000000
sc878	mm8699	81.000000
sc527	mm8699	108.000000
sc1443	mm8699	64.000000
sc2160	mm8699	155.000000
sc1581	mm8699	98.000000
sc659	mm8699	102.000000
sc1081	mm8699	84.000000
sc1071	mm8699	60.000000
sc2193	mm8699	91.000000
sc469	mm8699	75.000000
sc1122	mm8699	108.000000
sc1128	mm8699	102.000000
sc194	mm8699	91.000000
sc2763	mm8699	86.000000
sc2646	mm8699	177.500000
sc1833	mm8699	69.000000
sc1317	mm8699	91.000000
sc357	mm8699	63.000000
sc919	mm8699	70.000000
sc2005	mm8699	50.000000
sc2581	mm8691	88.000000
sc1131	mm8692	49.000000
sc1134	mm8692	57.000000
sc2151	mm8692	50.000000
sc898	mm8692	48.000000
sc1429	mm8692	51.500000
sc996	mm8696	50.000000
sc1257	mm8696	245.500000
sc2549	mm8696	676.000000
sc1572	mm8696	167.000000
sc2719	mm8696	148.000000
sc1403	mm8696	58.000000
sc19	mm2464	70.000000
sc419	mm2464	117.500000
sc9	mm2464	76.000000
sc44	mm2464	124.500000
sc714	mm2464	475.500000
sc1957	mm2466	107.500000
sc1858	mm2466	64.000000
sc2205	mm2466	120.000000
sc2655	mm2466	91.000000
sc1486	mm2466	82.000000
sc957	mm2466	102.000000
sc1684	mm2466	102.000000
sc3045	mm2466	97.000000
sc2249	mm2466	130.000000
sc3012	mm2466	102.500000
sc1031	mm2466	138.000000
sc775	mm2466	98.000000
sc1548	mm2466	106.500000
sc505	mm2466	142.000000
sc1652	mm2466	103.000000
sc1330	mm2466	105.000000
sc1837	mm2466	85.500000
sc965	mm2466	316.500000
sc2216	mm2466	203.000000
sc1061	mm2466	97.000000
sc1616	mm2466	107.000000
sc1606	mm2466	108.000000
sc2779	mm2466	107.000000
sc1977	mm2466	130.000000
sc2381	mm2466	79.000000
sc2099	mm2466	107.000000
sc786	mm2460	72.000000
sc143	mm2460	90.000000
sc3287	mm2460	75.000000
sc527	mm2460	82.000000
sc587	mm2460	71.000000
sc3010	mm2460	67.000000
sc3017	mm2460	68.000000
sc1068	mm2460	78.000000
sc2083	mm2460	69.000000
sc3861	mm2460	75.000000
sc1128	mm2460	78.000000
sc3904	mm2461	75.000000
sc905	mm2461	54.000000
sc702	mm2461	129.000000
sc2799	mm2461	114.000000
sc1501	mm2461	50.000000
sc4627	mm2461	53.000000
sc1086	mm2462	273.000000
sc1280	mm2463	80.000000
sc2799	mm2463	108.000000
sc627	mm2463	108.000000
sc1478	mm2463	59.000000
sc3094	mm2463	53.000000
sc3160	mm2463	64.000000
sc3051	mm2463	60.000000
sc2680	mm2463	52.000000
sc241	mm2463	58.000000
sc1183	mm2463	62.000000
sc4927	mm2463	58.000000
